ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
1917752249775539189!,talented-zippy-butterfly,0.000000,1.410898,-0.725682,0.978303,0.175906,0.335586,0.942010,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,442.402515,-31.822283,23.960940,584.445418
1917752249775539189!,talented-zippy-butterfly,0.010000,1.408104,-0.723435,0.975530,0.178163,0.331745,0.943369,-0.558354,0.447919,-0.554549,0.449744,-0.768074,0.270101,395.459995,-17.122725,25.552888,506.323760
1917752249775539189!,talented-zippy-butterfly,0.020000,1.400386,-0.716762,0.967687,0.184776,0.320619,0.947208,-0.985194,0.884187,-1.014602,0.870073,-1.458210,0.493587,352.258214,-6.964410,25.886202,439.376858
1917752249775539189!,talented-zippy-butterfly,0.030000,1.388891,-0.705876,0.955611,0.195383,0.302927,0.953014,-1.314409,1.289504,-1.401517,1.247627,-2.081673,0.661686,312.256200,0.336622,25.522927,380.535216
1917752249775539189!,talented-zippy-butterfly,0.040000,1.374480,-0.691134,0.939961,0.209529,0.279292,0.960206,-1.568416,1.653830,-1.729614,1.576060,-2.645931,0.769613,275.248808,5.854864,24.832565,328.010327
1917752249775539189!,talented-zippy-butterfly,0.050000,1.357834,-0.672959,0.921275,0.226716,0.250276,0.968174,-1.762172,1.973505,-2.008512,1.853971,-3.155733,0.815767,241.161641,10.260804,24.053253,280.756630
1917752249775539189!,talented-zippy-butterfly,0.060000,1.339498,-0.651801,0.900009,0.246447,0.216408,0.976303,-1.906066,2.249038,-2.244881,2.083265,-3.613855,0.801051,209.942451,13.964667,23.334099,238.132448
1917752249775539189!,talented-zippy-butterfly,0.070000,1.319936,-0.628082,0.876564,0.268256,0.178196,0.983995,-2.007598,2.483898,-2.443518,2.268271,-4.021771,0.728321,181.531156,17.197651,22.761512,199.746435
1917752249775539189!,talented-zippy-butterfly,0.080000,1.299544,-0.602179,0.851302,0.291733,0.136138,0.990690,-2.072791,2.683326,-2.608287,2.414807,-4.380108,0.601903,155.834717,20.081658,22.380148,165.323828
1917752249775539189!,talented-zippy-butterfly,0.090000,1.278659,-0.574453,0.824553,0.316494,0.090764,0.995872,-2.107019,2.853524,-2.742669,2.529540,-4.688976,0.427356,132.739244,22.668330,22.204936,134.660613
1917752249775539189!,talented-zippy-butterfly,0.100000,1.257561,-0.545157,0.796599,0.342263,0.042561,0.999094,-2.115479,3.001164,-2.850225,2.619507,-4.948413,0.210801,112.083818,24.974427,22.233532,107.543895
1917752249775539189!,talented-zippy-butterfly,0.110000,1.236480,-0.514476,0.767686,0.368831,-0.007985,0.999968,-2.103504,3.132904,-2.934819,2.691704,-5.158483,-0.041193,93.693370,26.995458,22.450728,83.767507
1917752249775539189!,talented-zippy-butterfly,0.120000,1.215594,-0.482533,0.738022,0.396060,-0.060388,0.998175,-2.076706,3.255041,-3.000763,2.752756,-5.319430,-0.321816,77.390466,28.717112,22.832169,63.127891
1917752249775539189!,talented-zippy-butterfly,0.130000,1.195022,-0.449387,0.707769,0.423873,-0.114161,0.993462,-2.041025,3.373233,-3.052891,2.808641,-5.431804,-0.624180,63.004990,30.122591,23.346527,45.423452
