ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
514220070064926436!,great-wine-beetle,0.000000,1.410898,-0.725682,1.287731,0.769252,0.000000,0.000000,0.000000,0.000000,9.579616,-158.313144,-215.636215,-9.869250
514220070064926436!,great-wine-beetle,0.010000,1.410239,-0.718387,1.283524,0.776251,-0.131209,1.456247,-0.844156,1.395803,39.639524,-96.507479,-172.074803,-32.744685
514220070064926436!,great-wine-beetle,0.020000,1.407279,-0.698343,1.271674,0.795515,-0.463722,2.546529,-1.532337,2.449525,52.579564,-61.459312,-142.437445,-42.469666
514220070064926436!,great-wine-beetle,0.030000,1.400560,-0.668650,1.253335,0.824107,-0.885100,3.381020,-2.141640,3.257092,55.871600,-41.997709,-121.301054,-44.790979
514220070064926436!,great-wine-beetle,0.040000,1.389489,-0.631528,1.229075,0.859869,-1.330758,4.026885,-2.713209,3.878190,53.853329,-31.592049,-105.458692,-43.044189
514220070064926436!,great-wine-beetle,0.050000,1.374000,-0.588646,1.199153,0.901128,-1.764343,4.526683,-3.268968,4.350092,49.011338,-26.446947,-93.005318,-39.140663
514220070064926436!,great-wine-beetle,0.060000,1.354316,-0.541320,1.163662,0.946515,-2.166318,4.908298,-3.820011,4.696392,42.741113,-24.393838,-82.822073,-34.152511
514220070064926436!,great-wine-beetle,0.070000,1.330814,-0.490635,1.122622,0.994847,-2.526633,5.191108,-4.371172,4.932593,35.836665,-24.180930,-74.249249,-28.689486
514220070064926436!,great-wine-beetle,0.080000,1.303954,-0.437514,1.076026,1.045068,-2.840621,5.389639,-4.923563,5.069415,28.766417,-25.064790,-66.891283,-23.111241
514220070064926436!,great-wine-beetle,0.090000,1.274221,-0.382741,1.023867,1.096219,-3.106739,5.515722,-5.476073,5.114649,21.821733,-26.582359,-60.501311,-17.641473
514220070064926436!,great-wine-beetle,0.100000,1.242109,-0.327005,0.966170,1.147395,-3.325422,5.579740,-6.026093,5.074300,15.189951,-28.431882,-54.915416,-12.423952
514220070064926436!,great-wine-beetle,0.110000,1.208090,-0.270878,0.902976,1.197763,-3.498347,5.591305,-6.570139,4.953130,8.995366,-30.402990,-50.011745,-7.553922
514220070064926436!,great-wine-beetle,0.120000,1.172618,-0.214836,0.834366,1.246529,-3.628116,5.559620,-7.104009,4.755081,3.316532,-32.344266,-45.689481,-3.091308
514220070064926436!,great-wine-beetle,0.130000,1.136111,-0.159264,0.760467,1.292938,-3.718024,5.493632,-7.622889,4.483554,-1.801662,-34.142580,-41.856708,0.930031
514220070064926436!,great-wine-beetle,0.140000,1.098953,-0.104458,0.681457,1.336270,-3.771910,5.402057,-8.121386,4.141660,-6.339109,-35.710349,-38.424667,4.495464
514220070064926436!,great-wine-beetle,0.150000,1.061472,-0.050640,0.597581,1.375826,-3.794036,5.293315,-8.593479,3.732520,-10.293004,-36.977910,-35.306908,7.603782
514220070064926436!,great-wine-beetle,0.160000,1.023892,0.002001,0.509190,1.410931,-3.788838,5.175302,-9.032477,3.259726,-13.671534,-37.890877,-32.423469,10.262247
514220070064926436!,great-wine-beetle,0.170000,0.986443,0.053407,0.416652,1.440972,-3.761358,5.055480,-9.431507,2.727084,-16.486144,-38.396736,-29.692885,12.480671
514220070064926436!,great-wine-beetle,0.180000,0.949311,0.103593,0.320399,1.465382,-3.717124,4.940619,-9.783324,2.139076,-18.747703,-38.445357,-27.037455,14.268375
514220070064926436!,great-wine-beetle,0.190000,0.912631,0.152641,0.220936,1.483640,-3.662156,4.836590,-10.080440,1.501127,-20.462249,-37.985785,-24.384226,15.630873
514220070064926436!,great-wine-beetle,0.200000,0.876480,0.200686,0.118842,1.495285,-3.602935,4.748126,-10.315316,0.819842,-21.628411,-36.964274,-21.665545,16.567858
514220070064926436!,great-wine-beetle,0.210000,0.840870,0.247904,0.014772,1.499927,-3.546304,4.678553,-10.480626,0.103215,-22.236661,-35.323638,-18.819130,17.072625
514220070064926436!,great-wine-beetle,0.220000,0.805746,0.294497,-0.090553,1.497264,-3.499290,4.629519,-10.569572,-0.639237,-22.270446,-33.004073,-15.787770,17.132950
514220070064926436!,great-wine-beetle,0.230000,0.770984,0.340674,-0.196343,1.487094,-3.468794,4.600747,-10.576259,-1.396396,-21.709148,-29.945599,-12.518907,16.733398
514220070064926436!,great-wine-beetle,0.240000,0.736394,0.386632,-0.301756,1.469334,-3.461175,4.589865,-10.496091,-2.155577,-20.532769,-26.092279,-8.964455,15.858966
514220070064926436!,great-wine-beetle,0.250000,0.701726,0.432533,-0.405914,1.444034,-3.481707,4.592365,-10.326189,-2.902662,-18.728068,-21.398289,-5.081242,14.499846
514220070064926436!,great-wine-beetle,0.260000,0.666686,0.478485,-0.507915,1.411390,-3.533958,4.601734,-10.065800,-3.622366,-16.295724,-15.835721,-0.832469,12.656980
514220070064926436!,great-wine-beetle,0.270000,0.630955,0.524523,-0.606865,1.371756,-3.619220,4.609804,-9.716668,-4.298650,-13.259034,-9.404288,3.810232,10.348795
514220070064926436!,great-wine-beetle,0.280000,0.594213,0.570595,-0.701894,1.325649,-3.735813,4.607421,-9.283288,-4.915243,-9.667827,-2.139458,8.861022,7.614181
514220070064926436!,great-wine-beetle,0.290000,0.556174,0.616551,-0.792194,1.273746,-3.878799,4.585282,-8.773089,-5.456335,-5.605915,5.876976,14.315169,4.518231
514220070064926436!,great-wine-beetle,0.300000,0.516620,0.662159,-0.877038,1.216883,-4.040060,4.534890,-8.196446,-5.907379,-1.195825,14.509178,20.144794,1.155867
514220070064926436!,great-wine-beetle,0.310000,0.475432,0.707106,-0.955813,1.156037,-4.208437,4.449717,-7.566421,-6.255923,3.405890,23.565150,26.290503,-2.351890
514220070064926436!,great-wine-beetle,0.320000,0.432620,0.751025,-1.028040,1.092307,-4.370577,4.326136,-6.898332,-6.492461,8.012465,32.797545,32.657843,-5.860934
514220070064926436!,great-wine-beetle,0.330000,0.388347,0.793527,-1.093390,1.026888,-4.512069,4.164104,-6.209084,-6.611187,12.416687,41.911320,39.115442,-9.211679
514220070064926436!,great-wine-beetle,0.340000,0.342941,0.834238,-1.151689,0.961048,-4.618836,3.967419,-5.516315,-6.610575,16.403871,50.577258,45.496847,-12.239126
514220070064926436!,great-wine-beetle,0.350000,0.296905,0.872828,-1.202914,0.896101,-4.678585,3.743479,-4.837435,-6.493710,19.766320,58.450158,51.606597,-14.784030
514220070064926436!,great-wine-beetle,0.360000,0.250483,0.909059,-1.247577,0.832797,-4.682130,3.503036,-4.184670,-6.268871,22.390993,65.270939,57.246503,-16.760757
514220070064926436!,great-wine-beetle,0.370000,0.204422,0.942835,-1.285861,0.772375,-4.624855,3.257536,-3.572051,-5.946802,24.153355,70.771622,62.220721,-18.074708
514220070064926436!,great-wine-beetle,0.380000,0.159165,0.974183,-1.318360,0.715491,-4.506452,3.019077,-3.007583,-5.541753,25.047817,74.821350,66.367245,-18.723358
514220070064926436!,great-wine-beetle,0.390000,0.115311,1.003235,-1.345570,0.662903,-4.330506,2.798200,-2.497588,-5.069642,25.083348,77.325578,69.553392,-18.715171
514220070064926436!,great-wine-beetle,0.400000,0.073409,1.030212,-1.368037,0.615202,-4.103840,2.603413,-2.045001,-4.547512,24.317007,78.269277,71.691210,-18.095486
514220070064926436!,great-wine-beetle,0.410000,0.033925,1.055407,-1.386322,0.572811,-3.835625,2.440601,-1.649665,-3.992531,22.845692,77.714197,72.743852,-16.940034
514220070064926436!,great-wine-beetle,0.420000,-0.002769,1.079154,-1.400971,0.535985,-3.536361,2.312825,-1.308857,-3.421121,20.794256,75.788374,72.726351,-15.345691
514220070064926436!,great-wine-beetle,0.430000,-0.036414,1.101805,-1.412499,0.504822,-3.216906,2.220473,-1.017957,-2.848258,18.302287,72.670391,71.701190,-13.420255
