ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
889774465875578977!,thoughtful-antique-butterfly,0.000000,-1.982134,0.524272,-0.052658,-0.002151,-0.046710,0.497813,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-102.166855,304.461961,-245.649187,-24.575536,-197.190882,486.636890
889774465875578977!,thoughtful-antique-butterfly,0.010000,-1.974559,0.541150,-0.049733,-0.002028,-0.045214,0.497952,1.525601,3.366956,0.582374,0.024504,0.298158,0.027073,-87.156874,152.170327,-138.862493,13.687503,-116.068791,264.886530
889774465875578977!,thoughtful-antique-butterfly,0.020000,-1.954270,0.582616,-0.041526,-0.001686,-0.041031,0.498314,2.544773,4.916033,1.056390,0.043727,0.537286,0.044240,-77.504634,78.889293,-86.354326,30.343435,-75.810854,156.754243
889774465875578977!,thoughtful-antique-butterfly,0.030000,-1.924988,0.635165,-0.028919,-0.001169,-0.034638,0.498799,3.315555,5.584310,1.461436,0.059629,0.739817,0.051375,-69.493756,42.707795,-59.036983,36.242245,-54.418111,101.377760
889774465875578977!,thoughtful-antique-butterfly,0.040000,-1.888715,0.692224,-0.012514,-0.000503,-0.026346,0.499305,3.935146,5.819919,1.813338,0.073157,0.915561,0.048311,-62.337005,24.159453,-43.743027,37.084780,-42.046561,71.107433
889774465875578977!,thoughtful-antique-butterfly,0.050000,-1.846777,0.750528,0.007176,0.000287,-0.016410,0.499731,4.448573,5.838070,2.120369,0.084742,1.069748,0.035128,-55.804753,14.102148,-34.332076,35.645604,-34.120630,53.055923
889774465875578977!,thoughtful-antique-butterfly,0.060000,-1.800123,0.808439,0.029724,0.001184,-0.005030,0.499975,4.879669,5.743300,2.387644,0.094495,1.205512,0.012129,-49.787702,8.217193,-27.898092,33.233877,-28.473041,41.138487
889774465875578977!,thoughtful-antique-butterfly,0.070000,-1.749503,0.865095,0.054758,0.002169,0.007623,0.499942,5.242217,5.587604,2.618762,0.102316,1.324910,-0.020201,-44.221894,4.454990,-23.054285,30.461795,-24.066956,32.461761
889774465875578977!,thoughtful-antique-butterfly,0.080000,-1.695553,0.920023,0.081938,0.003221,0.021396,0.499542,5.544995,5.397895,2.816542,0.107983,1.429408,-0.061222,-39.070598,1.839342,-19.135109,27.616008,-20.403076,25.645549
889774465875578977!,thoughtful-antique-butterfly,0.090000,-1.638840,0.972954,0.110944,0.004318,0.036147,0.498692,5.794335,5.188989,2.983406,0.111208,1.520130,-0.110183,-34.313356,-0.098556,-15.817347,24.831707,-17.237721,20.027057
