ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
860785794974328906!,talented-zippy-butterfly,0.000000,2.047652,-1.165329,1.068408,-0.962646,0.069020,-0.997615,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-898.029892,-12.866320,-2.907251,-959.396646
860785794974328906!,talented-zippy-butterfly,0.010000,2.040606,-1.167583,1.061709,-0.963226,0.062316,-0.998056,-1.408276,-0.448797,-1.338487,-0.114498,-1.339562,-0.083639,-768.039812,3.228934,3.701306,-839.207119
860785794974328906!,talented-zippy-butterfly,0.020000,2.020450,-1.173411,1.042520,-0.964476,0.043118,-0.999070,-2.619889,-0.712543,-2.495696,-0.131251,-2.496510,-0.107746,-657.807382,17.182792,10.756434,-735.605872
860785794974328906!,talented-zippy-butterfly,0.030000,1.989027,-1.181035,1.012561,-0.965361,0.013159,-0.999913,-3.663396,-0.807986,-3.493806,-0.040163,-3.493605,-0.045975,-564.685328,28.022570,17.305947,-645.260698
860785794974328906!,talented-zippy-butterfly,0.040000,1.947909,-1.188912,0.973341,-0.964821,-0.026052,-0.999661,-4.558321,-0.762902,-4.347409,0.154348,-4.345977,0.113260,-485.311357,35.410978,22.824954,-564.654450
860785794974328906!,talented-zippy-butterfly,0.050000,1.898516,-1.195801,0.926258,-0.961888,-0.073114,-0.997324,-5.316761,-0.609592,-5.064432,0.439207,-5.062017,0.371095,-416.416773,39.371245,27.042119,-490.692675
860785794974328906!,talented-zippy-butterfly,0.060000,1.842173,-1.200773,0.872659,-0.955737,-0.126685,-0.991943,-5.945581,-0.380617,-5.648017,0.796726,-5.645273,0.720980,-355.323969,40.125536,29.840420,-421.080441
860785794974328906!,talented-zippy-butterfly,0.070000,1.780164,-1.203233,0.813882,-0.945747,-0.185437,-0.982656,-6.448952,-0.107309,-6.098881,1.206422,-6.096816,1.150528,-300.150510,38.046842,31.216258,-354.513521
860785794974328906!,talented-zippy-butterfly,0.080000,1.713728,-1.202892,0.751255,-0.931514,-0.248051,-0.968747,-6.830678,0.181827,-6.417591,1.646887,-6.417454,1.643214,-249.842231,33.624828,31.261319,-290.674912
860785794974328906!,talented-zippy-butterfly,0.090000,1.644064,-1.199688,0.686095,-0.912816,-0.313225,-0.949679,-7.095817,0.462212,-6.606223,2.097138,-6.609275,2.179885,-204.076751,27.434890,30.149999,-230.087453
860785794974328906!,talented-zippy-butterfly,0.100000,1.572288,-1.193827,0.619670,-0.889660,-0.379702,-0.925109,-7.252433,0.713783,-6.670002,2.537891,-6.677192,2.740586,-163.006372,20.113275,28.124734,-173.806555
860785794974328906!,talented-zippy-butterfly,0.110000,1.499432,-1.185668,0.553186,-0.862221,-0.446280,-0.894893,-7.311748,0.921925,-6.617581,2.952711,-6.629127,3.305922,-127.029304,12.289699,25.465517,-123.083810
860785794974328906!,talented-zippy-butterfly,0.120000,1.426399,-1.175693,0.487749,-0.830822,-0.511852,-0.859074,-7.288030,1.077619,-6.460927,3.328777,-6.475898,3.858461,-96.528377,4.531754,22.457063,-79.022416
860785794974328906!,talented-zippy-butterfly,0.130000,1.353938,-1.164448,0.424331,-0.795897,-0.575428,-0.817852,-7.197761,1.177142,-6.214555,3.657114,-6.230511,4.383689,-71.685544,-2.702964,19.356780,-42.329477
860785794974328906!,talented-zippy-butterfly,0.140000,1.282630,-1.152499,0.363753,-0.757956,-0.636155,-0.771561,-7.058403,1.221530,-5.894348,3.932575,-5.907109,4.870430,-52.384054,-9.101770,16.368822,-13.180356
860785794974328906!,talented-zippy-butterfly,0.150000,1.212877,-1.140384,0.306673,-0.717543,-0.693322,-0.720628,-6.887148,1.215499,-5.516388,4.153220,-5.519959,5.310794,-38.203404,-14.498619,13.632850,8.772560
860785794974328906!,talented-zippy-butterfly,0.160000,1.144918,-1.128582,0.253596,-0.675211,-0.746358,-0.665545,-6.699873,1.166302,-5.095982,4.319533,-5.082640,5.699788,-28.480707,-18.854642,11.224896,24.295329
