ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
864702528277824826!,talented-antique-butterfly,0.000000,1.382094,0.434754,0.946998,1.335138,0.004833,0.999988,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,183.990296,84.426183,56.677893,-165.253426,80.957117,29.609309
864702528277824826!,talented-antique-butterfly,0.010000,1.376529,0.430046,0.945294,1.332286,0.002116,0.999998,-1.112142,-0.938772,-0.341158,-0.570272,-0.542474,0.001148,144.458410,66.188254,35.454811,-128.003710,53.759174,16.432806
864702528277824826!,talented-antique-butterfly,0.020000,1.361207,0.416681,0.940747,1.323992,-0.005308,0.999986,-1.953182,-1.730537,-0.569168,-1.089168,-0.940478,-0.004992,114.936233,51.723218,21.290828,-100.125920,35.079439,6.240350
864702528277824826!,talented-antique-butterfly,0.030000,1.338480,0.396038,0.934293,1.310714,-0.016168,0.999869,-2.593924,-2.394012,-0.723214,-1.567361,-1.229313,-0.019878,92.181007,40.065793,11.785773,-78.677159,22.093884,-1.535010
864702528277824826!,talented-antique-butterfly,0.040000,1.310108,0.369316,0.926540,1.292829,-0.029491,0.999565,-3.082740,-2.945761,-0.829719,-2.010002,-1.433317,-0.042289,74.118132,30.577541,5.382398,-61.761281,12.967605,-7.311139
864702528277824826!,talented-antique-butterfly,0.050000,1.277434,0.337555,0.917873,1.270677,-0.044518,0.999009,-3.453811,-3.400602,-0.906869,-2.419185,-1.570019,-0.069963,59.385254,22.818347,1.062050,-48.124566,6.495226,-11.398734
864702528277824826!,talented-antique-butterfly,0.060000,1.241510,0.301658,0.908519,1.244588,-0.060642,0.998160,-3.732019,-3.771543,-0.967213,-2.795167,-1.652414,-0.100390,47.067317,16.471590,-1.852513,-36.916869,1.869910,-14.040845
864702528277824826!,talented-antique-butterfly,0.070000,1.203175,0.262407,0.898606,1.214897,-0.077367,0.997003,-3.936038,-4.069854,-1.019327,-3.137203,-1.690449,-0.131177,36.535425,11.298156,-3.823252,-27.544975,-1.463946,-15.442366
864702528277824826!,talented-antique-butterfly,0.080000,1.163103,0.220481,0.888187,1.181950,-0.094286,0.995545,-4.080342,-4.305160,-1.068962,-3.444107,-1.692009,-0.160246,27.347813,7.107331,-5.175750,-19.581845,-3.902931,-15.790749
864702528277824826!,talented-antique-butterfly,0.090000,1.121839,0.176471,0.877272,1.146103,-0.111064,0.993813,-4.176383,-4.485609,-1.119769,-3.714649,-1.663504,-0.185905,19.192146,3.740774,-6.143770,-12.714405,-5.736610,-15.265306
864702528277824826!,talented-antique-butterfly,0.100000,1.079829,0.130893,0.865841,1.107729,-0.127423,0.991849,-4.233325,-4.618079,-1.173803,-3.947853,-1.610250,-0.206868,11.850586,1.063525,-6.894439,-6.712605,-7.176902,-14.040164
864702528277824826!,talented-antique-butterfly,0.110000,1.037434,0.084198,0.853859,1.067204,-0.143133,0.989703,-4.258538,-4.708404,-1.231927,-4.143191,-1.536719,-0.222244,5.177277,-1.040949,-7.542994,-1.410124,-8.375219,-12.283525
864702528277824826!,talented-antique-butterfly,0.120000,0.994950,0.036786,0.841291,1.024910,-0.158007,0.987438,-4.257951,-4.761604,-1.294134,-4.300711,-1.446723,-0.231501,-0.918026,-2.673590,-8.162643,3.309161,-9.433820,-10.155036
864702528277824826!,talented-antique-butterfly,0.130000,0.952624,-0.010991,0.828101,0.981226,-0.171892,0.985116,-4.236331,-4.782088,-1.359831,-4.421088,-1.343544,-0.234433,-6.483603,-3.921568,-8.792617,7.522166,-10.414978,-7.802469
864702528277824826!,talented-antique-butterfly,0.140000,0.910651,-0.058821,0.814262,0.936523,-0.184666,0.982801,-4.197520,-4.773801,-1.428072,-4.505609,-1.230042,-0.231122,-11.538447,-4.859966,-9.446248,11.276936,-11.350131,-5.359049
864702528277824826!,talented-antique-butterfly,0.150000,0.869122,-0.106419,0.799724,0.891170,-0.196274,0.980549,-4.144616,-4.740190,-1.497689,-4.556055,-1.108753,-0.221936,-16.086124,-5.555285,-10.121990,14.605083,-12.252642,-2.945270
864702528277824826!,talented-antique-butterfly,0.160000,0.828157,-0.153555,0.784475,0.845490,-0.206651,0.978415,-4.080039,-4.684627,-1.567501,-4.574770,-0.981767,-0.207359,-20.116351,-6.059794,-10.799658,17.519573,-13.112458,-0.654070
864702528277824826!,talented-antique-butterfly,0.170000,0.787859,-0.200033,0.768519,0.799780,-0.215751,0.976448,-4.005795,-4.610297,-1.636444,-4.564465,-0.850908,-0.188013,-23.619102,-6.416896,-11.453663,20.028568,-13.911681,1.442474
864702528277824826!,talented-antique-butterfly,0.180000,0.748315,-0.245683,0.751868,0.754311,-0.223545,0.974694,-3.923590,-4.520200,-1.703644,-4.528088,-0.717771,-0.164620,-26.590505,-6.662307,-12.058074,22.140650,-14.630323,3.292681
864702528277824826!,talented-antique-butterfly,0.190000,0.709599,-0.290366,0.734544,0.709323,-0.230016,0.973187,-3.834897,-4.417132,-1.768444,-4.468696,-0.583733,-0.137967,-29.036221,-6.825075,-12.590128,23.868087,-15.250352,4.863911
864702528277824826!,talented-antique-butterfly,0.200000,0.671771,-0.333967,0.716574,0.665029,-0.235159,0.971957,-3.741009,-4.303652,-1.830399,-4.389340,-0.449973,-0.108868,-30.972577,-6.928482,-13.032281,25.228338,-15.758107,6.140417
864702528277824826!,talented-antique-butterfly,0.210000,0.634882,-0.376393,0.697990,0.621614,-0.238980,0.971025,-3.643067,-4.182065,-1.889261,-4.292965,-0.317483,-0.078136,-32.425921,-6.990850,-13.373019,26.244157,-16.145362,7.120639
864702528277824826!,talented-antique-butterfly,0.220000,0.598971,-0.417575,0.678824,0.579232,-0.241494,0.970402,-3.542083,-4.054391,-1.944946,-4.182337,-0.187082,-0.046557,-33.430805,-7.026290,-13.606738,26.942746,-16.409356,7.814204
864702528277824826!,talented-antique-butterfly,0.230000,0.564069,-0.457459,0.659112,0.538015,-0.242723,0.970096,-3.438947,-3.922364,-1.997498,-4.059986,-0.059430,-0.014870,-34.027555,-7.045379,-13.733022,27.354380,-16.552159,8.238922
864702528277824826!,talented-antique-butterfly,0.240000,0.530199,-0.496008,0.638885,0.498068,-0.242695,0.970103,-3.334438,-3.787421,-2.047059,-3.928175,0.064950,0.016249,-34.259723,-7.055797,-13.755605,27.510872,-16.579683,8.418001
864702528277824826!,talented-antique-butterfly,0.250000,0.497377,-0.533200,0.618176,0.459477,-0.241441,0.970415,-3.229233,-3.650729,-2.093836,-3.788896,0.185658,0.046192,-34.171698,-7.062815,-13.681179,27.444051,-16.500502,8.377777
864702528277824826!,talented-antique-butterfly,0.260000,0.465615,-0.569020,0.597015,0.422310,-0.238997,0.971020,-3.123912,-3.513183,-2.138072,-3.643856,0.302395,0.074429,-33.806895,-7.069888,-13.518456,27.184693,-16.324955,8.145614
864702528277824826!,talented-antique-butterfly,0.270000,0.434916,-0.603462,0.575428,0.386617,-0.235402,0.971898,-3.018968,-3.375422,-2.180023,-3.494486,0.414947,0.100504,-33.206548,-7.079156,-13.277370,26.761837,-16.064403,7.748437
864702528277824826!,talented-antique-butterfly,0.280000,0.405280,-0.636528,0.553440,0.352436,-0.230694,0.973026,-2.914818,-3.237865,-2.219943,-3.341967,0.523169,0.124038,-32.408825,-7.091718,-12.968340,26.202194,-15.730483,7.211916
864702528277824826!,talented-antique-butterfly,0.290000,0.376703,-0.668219,0.531071,0.319794,-0.224918,0.974378,-2.811799,-3.100735,-2.258065,-3.187251,0.626972,0.144725,-31.448558,-7.107950,-12.601874,25.530054,-15.334757,6.559934
864702528277824826!,talented-antique-butterfly,0.300000,0.349128,-0.698544,0.508319,0.288704,-0.218135,0.975919,-2.710091,-2.964079,-2.294572,-3.031080,0.726371,0.162357,-30.358256,-7.127881,-12.188918,24.768153,-14.889173,5.814546
864702528277824826!,talented-antique-butterfly,0.310000,0.322546,-0.727505,0.485202,0.259178,-0.210387,0.977618,-2.609898,-2.827819,-2.329647,-2.874019,0.821355,0.176758,-29.165942,-7.150971,-11.739220,23.935901,-14.404241,4.995596
864702528277824826!,talented-antique-butterfly,0.320000,0.296945,-0.755104,0.461735,0.231224,-0.201716,0.979444,-2.511376,-2.691755,-2.363431,-2.716473,0.911935,0.187812,-27.897000,-7.176503,-11.262210,23.050885,-13.890078,4.121051
864702528277824826!,talented-antique-butterfly,0.330000,0.272313,-0.781343,0.437933,0.204846,-0.192164,0.981363,-2.414628,-2.555582,-2.396016,-2.558708,0.998141,0.195449,-26.574688,-7.203644,-10.767053,22.129246,-13.356483,3.207311
864702528277824826!,talented-antique-butterfly,0.340000,0.248638,-0.806219,0.413810,0.180046,-0.181771,0.983341,-2.319702,-2.418917,-2.427441,-2.400873,1.080025,0.199644,-25.219869,-7.231249,-10.262418,21.185366,-12.812637,2.269517
864702528277824826!,talented-antique-butterfly,0.350000,0.225903,-0.829722,0.389379,0.156825,-0.170582,0.985343,-2.226622,-2.281294,-2.457648,-2.243012,1.157637,0.200410,-23.854665,-7.258709,-9.757923,20.234845,-12.268877,1.322265
864702528277824826!,talented-antique-butterfly,0.360000,0.204095,-0.851843,0.364655,0.135183,-0.158636,0.987337,-2.135336,-2.142222,-2.486524,-2.085094,1.231053,0.197793,-22.498036,-7.284569,-9.262218,19.290714,-11.734289,0.379526
864702528277824826!,talented-antique-butterfly,0.370000,0.183201,-0.872564,0.339653,0.115121,-0.145972,0.989289,-2.045759,-2.001176,-2.513854,-1.927029,1.300355,0.191870,-21.170090,-7.307479,-8.784741,18.366929,-11.218838,-0.544446
864702528277824826!,talented-antique-butterfly,0.380000,0.163208,-0.891864,0.314390,0.096642,-0.132630,0.991166,-1.957757,-1.857628,-2.539318,-1.768684,1.365637,0.182739,-19.891174,-7.325763,-8.335315,17.477527,-10.732834,-1.434840
864702528277824826!,talented-antique-butterfly,0.390000,0.144103,-0.909715,0.288889,0.079748,-0.118650,0.992936,-1.871150,-1.711076,-2.562478,-1.609915,1.427006,0.170518,-18.682182,-7.337291,-7.924264,16.636780,-10.287028,-2.275856
864702528277824826!,talented-antique-butterfly,0.400000,0.125878,-0.926084,0.263177,0.064446,-0.104068,0.994570,-1.785710,-1.561067,-2.582765,-1.450586,1.484583,0.155341,-17.564758,-7.339332,-7.562499,15.859283,-9.892672,-3.050296
864702528277824826!,talented-antique-butterfly,0.410000,0.108512,-0.940935,0.237281,0.050740,-0.088925,0.996038,-1.701127,-1.407254,-2.599488,-1.290602,1.538533,0.137358,-16.560897,-7.328331,-7.261351,15.159564,-9.561286,-3.739399
864702528277824826!,talented-antique-butterfly,0.420000,0.091964,-0.954226,0.211232,0.038636,-0.073269,0.997312,-1.616972,-1.249455,-2.611848,-1.129944,1.589093,0.116745,-15.691751,-7.299640,-7.032056,14.551112,-9.304040,-4.323067
864702528277824826!,talented-antique-butterfly,0.430000,0.076238,-0.965916,0.185080,0.028143,-0.057129,0.998367,-1.532914,-1.087573,-2.618885,-0.968668,1.636439,0.093642,-14.980479,-7.247823,-6.886868,14.048529,-9.133032,-4.778597
864702528277824826!,talented-antique-butterfly,0.440000,0.061342,-0.975967,0.158885,0.019264,-0.040536,0.999178,-1.448598,-0.921719,-2.619495,-0.806958,1.680775,0.068189,-14.450448,-7.166221,-6.838343,13.666065,-9.060410,-5.081027
864702528277824826!,talented-antique-butterfly,0.450000,0.047282,-0.984339,0.132721,0.012004,-0.023517,0.999723,-1.363661,-0.752248,-2.612447,-0.645162,1.722335,0.040515,-14.124635,-7.046861,-6.899027,13.417131,-9.098015,-5.203273
864702528277824826!,talented-antique-butterfly,0.460000,0.034072,-0.991001,0.106670,0.006360,-0.006097,0.999981,-1.277749,-0.579814,-2.596399,-0.483829,1.761379,0.010739,-14.024777,-6.880417,-7.081022,13.313665,-9.256897,-5.116534
864702528277824826!,talented-antique-butterfly,0.470000,0.021724,-0.995928,0.080832,0.002324,0.011702,0.999932,-1.190538,-0.405412,-2.569930,-0.323737,1.798200,-0.021044,-14.170265,-6.656282,-7.395399,13.365347,-9.546694,-4.791029
864702528277824826!,talented-antique-butterfly,0.480000,0.010257,-0.999106,0.055318,-0.000122,0.029860,0.999554,-1.101761,-0.230408,-2.531585,-0.165914,1.833116,-0.054760,-14.576993,-6.362811,-7.851574,13.578863,-9.975011,-4.197046
864702528277824826!,talented-antique-butterfly,0.490000,-0.000310,-1.000539,0.030255,-0.001006,0.048360,0.998830,-1.011236,-0.056575,-2.479922,-0.011664,1.866471,-0.090368,-15.255710,-5.987726,-8.456419,13.956865,-10.546537,-3.306592
864702528277824826!,talented-antique-butterfly,0.500000,-0.009959,-1.000249,0.005784,-0.000373,0.067189,0.997740,-0.918888,0.113899,-2.413582,0.137434,1.898635,-0.127856,-16.210034,-5.518707,-9.213220,14.496781,-11.262058,-2.095580
864702528277824826!,talented-antique-butterfly,0.510000,-0.018671,-0.998282,-0.017938,0.001718,0.086338,0.996266,-0.824782,0.278434,-2.331365,0.279538,1.929992,-0.167257,-17.434822,-4.944271,-10.120779,15.189998,-12.117664,-0.546320
864702528277824826!,talented-antique-butterfly,0.520000,-0.026429,-0.994714,-0.040747,0.005184,0.105802,0.994387,-0.729148,0.434104,-2.232318,0.412580,1.960935,-0.208641,-18.914659,-4.254873,-11.172539,16.021229,-13.104062,1.349633
864702528277824826!,talented-antique-butterfly,0.530000,-0.033218,-0.989649,-0.062466,0.009923,0.125578,0.992084,-0.632397,0.577728,-2.115815,0.534323,1.991849,-0.252127,-20.622746,-3.444171,-12.355921,16.968246,-14.206126,3.588576
864702528277824826!,talented-antique-butterfly,0.540000,-0.039032,-0.983227,-0.082917,0.015810,0.145668,0.989333,-0.535139,0.705981,-1.981633,0.642440,2.023100,-0.297879,-22.520427,-2.510346,-13.651953,18.002097,-15.402808,6.151998
864702528277824826!,talented-antique-butterfly,0.550000,-0.043868,-0.975621,-0.101919,0.022693,0.166080,0.986112,-0.438177,0.815547,-1.830018,0.734614,2.055014,-0.346103,-24.557533,-1.457312,-15.035330,19.087875,-16.667463,9.004594
864702528277824826!,talented-antique-butterfly,0.560000,-0.047735,-0.967036,-0.119296,0.030400,0.186821,0.982394,-0.342496,0.903295,-1.661724,0.808647,2.087861,-0.397047,-26.673696,-0.295619,-16.474953,20.186057,-17.968651,12.093381
864702528277824826!,talented-antique-butterfly,0.570000,-0.050653,-0.957710,-0.134884,0.038736,0.207904,0.978149,-0.249231,0.966454,-1.478024,0.862582,2.121839,-0.450993,-28.800622,0.957144,-17.934987,21.254330,-19.271372,15.348276
864702528277824826!,talented-antique-butterfly,0.580000,-0.052652,-0.947904,-0.148533,0.047489,0.229341,0.973346,-0.159632,1.002799,-1.280692,0.894813,2.157052,-0.508247,-30.865246,2.276600,-19.376381,22.249766,-20.538669,18.684378
864702528277824826!,talented-antique-butterfly,0.590000,-0.053789,-0.937877,-0.160161,0.056450,0.251132,0.967953,-0.075036,1.010958,-1.071879,0.904317,2.193467,-0.569087,-32.803900,3.632692,-20.763054,23.138503,-21.738109,22.012656
864702528277824826!,talented-antique-butterfly,0.600000,-0.054128,-0.927897,-0.169698,0.065402,0.273280,0.961935,0.003221,0.990243,-0.854049,0.890499,2.230935,-0.633795,-34.552241,4.992087,-22.058196,23.887573,-22.837209,25.237821
864702528277824826!,talented-antique-butterfly,0.610000,-0.053730,-0.918256,-0.177056,0.074110,0.295798,0.955251,0.073923,0.940641,-0.629997,0.853161,2.269240,-0.702680,-36.040330,6.319604,-23.222533,24.460809,-23.801218,28.257741
864702528277824826!,talented-antique-butterfly,0.620000,-0.052672,-0.909241,-0.182179,0.082337,0.318695,0.947857,0.135964,0.863038,-0.402712,0.792683,2.308053,-0.776029,-37.209743,7.579904,-24.221755,24.830369,-24.600829,30.977016
864702528277824826!,talented-antique-butterfly,0.630000,-0.051044,-0.901126,-0.185044,0.089856,0.341977,0.939708,0.188404,0.759170,-0.175254,0.709996,2.346935,-0.854091,-38.015752,8.740103,-25.027882,24.977214,-25.213071,33.312916
864702528277824826!,talented-antique-butterfly,0.640000,-0.048943,-0.894162,-0.185657,0.096448,0.365642,0.930755,0.230516,0.631517,0.049367,0.606517,2.385353,-0.937074,-38.428728,9.772047,-25.620250,24.891173,-25.621860,35.200234
864702528277824826!,talented-antique-butterfly,0.650000,-0.046474,-0.888576,-0.184059,0.101914,0.389686,0.920948,0.261809,0.483156,0.268296,0.484057,2.422692,-1.025127,-38.434520,10.654025,-25.985970,24.570501,-25.818119,36.594506
864702528277824826!,talented-antique-butterfly,0.660000,-0.043751,-0.884562,-0.180314,0.106070,0.414092,0.910235,0.282042,0.317598,0.478896,0.344735,2.458272,-1.118339,-38.034386,11.371352,-26.119969,24.021591,-25.799683,37.473033
864702528277824826!,talented-antique-butterfly,0.670000,-0.040877,-0.882272,-0.174514,0.108758,0.438844,0.898563,0.291219,0.138557,0.678865,0.190830,2.491352,-1.216738,-37.240886,11.918132,-26.023943,23.255373,-25.569758,37.835135
864702528277824826!,talented-antique-butterfly,0.680000,-0.037966,-0.881828,-0.166772,0.109842,0.463913,0.885881,0.289557,-0.050169,0.866187,0.024728,2.521167,-1.320270,-36.079415,12.294568,-25.706192,22.289464,-25.137356,37.698648
864702528277824826!,talented-antique-butterfly,0.690000,-0.035124,-0.883312,-0.157219,0.109207,0.489263,0.872136,0.277467,-0.244912,1.039197,-0.151208,2.546930,-1.428812,-34.582360,12.507619,-25.179673,21.143786,-24.515022,37.097171
864702528277824826!,talented-antique-butterfly,0.700000,-0.032454,-0.886770,-0.146000,0.106763,0.514852,0.857279,0.255513,-0.442248,1.196559,-0.334700,2.567846,-1.542158,-32.787093,12.569180,-24.460817,19.839886,-23.717956,36.075650
864702528277824826!,talented-antique-butterfly,0.710000,-0.030050,-0.892218,-0.133273,0.102441,0.540629,0.841261,0.224369,-0.639102,1.337241,-0.523611,2.583127,-1.660024,-30.733085,12.494623,-23.568093,18.399478,-22.762787,34.686011
864702528277824826!,talented-antique-butterfly,0.720000,-0.028001,-0.899641,-0.119204,0.096191,0.566537,0.824036,0.184783,-0.832811,1.460483,-0.715976,2.592002,-1.782040,-28.459362,12.301361,-22.520680,16.843218,-21.666445,32.983085
864702528277824826!,talented-antique-butterfly,0.730000,-0.026386,-0.909004,-0.103965,0.087982,0.592511,0.805562,0.137544,-1.021151,1.565760,-0.910018,2.593725,-1.907750,-26.002418,12.007571,-21.337296,15.189723,-20.445184,31.021128
864702528277824826!,talented-antique-butterfly,0.740000,-0.025279,-0.920252,-0.087728,0.077797,0.618480,0.785800,0.083446,-1.202339,1.652748,-1.104145,2.587586,-2.036612,-23.394611,11.631155,-20.035240,13.454837,-19.113773,28.851087
864702528277824826!,talented-antique-butterfly,0.750000,-0.024741,-0.933314,-0.070671,0.065631,0.644366,0.764717,0.023269,-1.375011,1.721294,-1.296938,2.572913,-2.167989,-20.662994,11.188976,-18.629622,11.651085,-17.684827,26.518644
864702528277824826!,talented-antique-butterfly,0.760000,-0.024829,-0.948077,-0.053002,0.051526,0.670071,0.742297,-0.042346,-1.538140,1.771416,-1.487020,2.549103,-2.301073,-17.840611,10.695346,-17.137622,9.796325,-16.173800,24.068721
864702528277824826!,talented-antique-butterfly,0.770000,-0.025593,-0.964419,-0.034930,0.035537,0.695490,0.718536,-0.112786,-1.691023,1.803280,-1.673132,2.515649,-2.434961,-14.954785,10.162399,-15.573514,7.905201,-14.593473,21.538982
864702528277824826!,talented-antique-butterfly,0.780000,-0.027077,-0.982238,-0.016632,0.017707,0.720524,0.693430,-0.187378,-1.833265,1.817157,-1.854204,2.472126,-2.568720,-12.018306,9.601037,-13.945015,5.982437,-12.949771,18.956105
