ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
1234783261616787902!,great-wine-beetle,0.000000,-1.240804,-1.915901,0.196588,-1.487062,0.000000,0.000000,0.000000,0.000000,691.477599,946.500400,389.307961,-533.096644
1234783261616787902!,great-wine-beetle,0.010000,-1.259935,-1.891951,0.184809,-1.488572,-3.791940,4.801984,-2.369082,-0.294126,176.289555,154.317817,-12.907364,-137.171335
1234783261616787902!,great-wine-beetle,0.020000,-1.297621,-1.837766,0.161805,-1.491247,-3.723641,6.032169,-2.233846,-0.242380,106.369574,52.593260,-60.031645,-83.353513
1234783261616787902!,great-wine-beetle,0.030000,-1.332029,-1.773873,0.141499,-1.493311,-3.149242,6.735754,-1.833664,-0.173749,93.107456,39.714391,-60.697692,-73.052623
1234783261616787902!,great-wine-beetle,0.040000,-1.360333,-1.703587,0.125062,-1.494777,-2.507038,7.307694,-1.462558,-0.122366,86.632580,37.624115,-55.610797,-67.962670
1234783261616787902!,great-wine-beetle,0.050000,-1.382154,-1.627988,0.112012,-1.495812,-1.853768,7.797281,-1.156351,-0.086592,80.505705,36.492365,-49.706270,-63.134022
1234783261616787902!,great-wine-beetle,0.060000,-1.397443,-1.547885,0.101678,-1.496550,-1.201789,8.207582,-0.918595,-0.062411,73.778519,35.029455,-43.507228,-57.835455
1234783261616787902!,great-wine-beetle,0.070000,-1.406258,-1.464087,0.093379,-1.497091,-0.559864,8.535095,-0.748729,-0.046701,66.307771,33.098569,-37.017905,-51.955671
1234783261616787902!,great-wine-beetle,0.080000,-1.408743,-1.377429,0.086443,-1.497507,0.062267,8.776130,-0.645535,-0.037263,58.141020,30.751212,-30.229051,-45.531532
1234783261616787902!,great-wine-beetle,0.090000,-1.405147,-1.288751,0.080207,-1.497854,0.654074,8.928516,-0.607434,-0.032527,49.419087,28.085030,-23.184017,-38.672982
1234783261616787902!,great-wine-beetle,0.100000,-1.395863,-1.198973,0.073993,-1.498174,1.205079,8.992679,-0.631804,-0.031204,40.341635,25.205991,-15.986140,-31.536377
1234783261616787902!,great-wine-beetle,0.110000,-1.381343,-1.109079,0.067228,-1.498493,1.705364,8.971434,-0.715012,-0.032078,31.185978,22.273947,-8.762615,-24.338697
1234783261616787902!,great-wine-beetle,0.120000,-1.362111,-1.019829,0.059354,-1.498825,2.146953,8.870284,-0.853488,-0.033798,22.219208,19.419508,-1.666046,-17.289261
1234783261616787902!,great-wine-beetle,0.130000,-1.338785,-0.931962,0.049837,-1.499172,2.524086,8.697308,-1.042658,-0.034661,13.688493,16.749618,5.144387,-10.581978
1234783261616787902!,great-wine-beetle,0.140000,-1.312031,-0.846143,0.038194,-1.499514,2.833497,8.462462,-1.277211,-0.032532,5.804777,14.350531,11.526368,-4.382408
1234783261616787902!,great-wine-beetle,0.150000,-1.282535,-0.762935,0.023994,-1.499808,3.074410,8.176942,-1.551323,-0.024818,-1.276655,12.278468,17.365753,1.187466
1234783261616787902!,great-wine-beetle,0.160000,-1.250982,-0.682786,0.006869,-1.499984,3.248298,7.852507,-1.858833,-0.008512,-7.464616,10.556813,22.583097,6.055871
1234783261616787902!,great-wine-beetle,0.170000,-1.218032,-0.606027,-0.013490,-1.499939,3.358476,7.500863,-2.193407,0.019726,-12.730658,9.178437,27.135016,10.200211
1234783261616787902!,great-wine-beetle,0.180000,-1.184306,-0.532874,-0.037325,-1.499536,3.409619,7.133173,-2.548667,0.063439,-17.100263,8.111509,31.011096,13.640174
1234783261616787902!,great-wine-beetle,0.190000,-1.150376,-0.463434,-0.064819,-1.498599,3.407286,6.759716,-2.918276,0.126224,-20.639546,7.307152,34.227778,16.427334
1234783261616787902!,great-wine-beetle,0.200000,-1.116754,-0.397717,-0.096090,-1.496919,3.357505,6.389690,-3.296000,0.211575,-23.440448,6.707401,36.820827,18.633557
1234783261616787902!,great-wine-beetle,0.210000,-1.083893,-0.335647,-0.131194,-1.494252,3.266455,6.031147,-3.675722,0.322725,-25.606853,6.252253,38.837734,20.340125
1234783261616787902!,great-wine-beetle,0.220000,-1.052184,-0.277071,-0.170128,-1.490321,3.140260,5.691003,-4.051446,0.462494,-27.243204,5.885069,40.330996,21.628808
1234783261616787902!,great-wine-beetle,0.230000,-1.021920,-0.221770,-0.212796,-1.484829,2.984775,5.374975,-4.417423,0.633076,-28.444402,5.558964,41.354222,22.573973
1234783261616787902!,great-wine-beetle,0.240000,-0.993274,-0.169481,-0.258998,-1.477471,2.805521,5.087602,-4.768238,0.835864,-29.292030,5.237489,41.958472,23.239608
1234783261616787902!,great-wine-beetle,0.250000,-0.966458,-0.119898,-0.308557,-1.467921,2.608074,4.832771,-5.098329,1.071668,-29.859347,4.884026,42.184578,23.683113
1234783261616787902!,great-wine-beetle,0.260000,-0.941630,-0.072685,-0.361241,-1.455852,2.397836,4.613440,-5.402244,1.340461,-30.204614,4.470339,42.066154,23.950150
1234783261616787902!,great-wine-beetle,0.270000,-0.918895,-0.027479,-0.416768,-1.440939,2.180060,4.431678,-5.674681,1.641308,-30.373123,3.974107,41.628859,24.076215
1234783261616787902!,great-wine-beetle,0.280000,-0.898309,0.016101,-0.474802,-1.422871,1.959860,4.288661,-5.910542,1.972306,-30.399925,3.376431,40.890453,24.088750
1234783261616787902!,great-wine-beetle,0.290000,-0.879878,0.058442,-0.534960,-1.401363,1.742184,4.184655,-6.105012,2.330544,-30.312788,2.659561,39.861422,24.009457
1234783261616787902!,great-wine-beetle,0.300000,-0.863560,0.099932,-0.596812,-1.376160,1.531756,4.119004,-6.253655,2.712081,-30.135008,1.805096,38.546038,23.856490
