ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
323084860280549249!,thoughtful-steel-butterfly,0.000000,1.533042,-1.212485,0.081764,0.163666,-0.398858,0.301516,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-35.959418,4.733650,-43.189570
323084860280549249!,thoughtful-steel-butterfly,0.010000,1.533776,-1.211258,0.082048,0.164418,-0.398747,0.301664,0.146817,0.245133,0.056698,0.150033,0.022275,0.029444,0.785330,-19.625996,-21.306272
323084860280549249!,thoughtful-steel-butterfly,0.020000,1.535447,-1.208173,0.082856,0.166592,-0.398440,0.302069,0.186967,0.371577,0.104680,0.284633,0.039066,0.051529,17.057126,-30.862427,-11.228045
323084860280549249!,thoughtful-steel-butterfly,0.030000,1.537278,-1.204085,0.084119,0.170081,-0.397978,0.302677,0.179042,0.445924,0.147448,0.412514,0.053246,0.070011,24.582733,-36.591925,-6.144371
323084860280549249!,thoughtful-steel-butterfly,0.040000,1.538914,-1.199370,0.085790,0.174832,-0.397382,0.303460,0.147724,0.497128,0.186214,0.537828,0.066068,0.086517,28.380848,-40.071935,-3.138487
323084860280549249!,thoughtful-steel-butterfly,0.050000,1.540170,-1.194195,0.087830,0.180835,-0.396661,0.304401,0.103108,0.538037,0.221164,0.662732,0.078093,0.101762,30.597864,-42.695028,-0.959304
323084860280549249!,thoughtful-steel-butterfly,0.060000,1.540934,-1.188632,0.090200,0.188093,-0.395823,0.305490,0.049027,0.574606,0.252008,0.788499,0.089586,0.116077,32.146515,-45.052580,0.929747
323084860280549249!,thoughtful-steel-butterfly,0.070000,1.541113,-1.182710,0.092857,0.196621,-0.394871,0.306719,-0.013381,0.609837,0.278202,0.915991,0.100692,0.129631,33.408678,-47.390977,2.758950
323084860280549249!,thoughtful-steel-butterfly,0.080000,1.540625,-1.176432,0.095751,0.206441,-0.393810,0.308081,-0.084145,0.645474,0.299044,1.045842,0.111503,0.142531,34.535264,-49.805990,4.626480
323084860280549249!,thoughtful-steel-butterfly,0.090000,1.539382,-1.169789,0.098824,0.217581,-0.392641,0.309569,-0.163798,0.682727,0.313701,1.178532,0.122099,0.154864,35.574490,-52.325548,6.572886
323084860280549249!,thoughtful-steel-butterfly,0.100000,1.537290,-1.162758,0.102011,0.230072,-0.391366,0.311179,-0.253087,0.722582,0.321222,1.314395,0.132553,0.166711,36.526303,-54.944451,8.612589
323084860280549249!,thoughtful-steel-butterfly,0.110000,1.534248,-1.155308,0.105235,0.243949,-0.389987,0.312906,-0.352822,0.765924,0.320545,1.453611,0.142946,0.178159,37.365234,-57.638459,10.746889
323084860280549249!,thoughtful-steel-butterfly,0.120000,1.530147,-1.147400,0.108407,0.259247,-0.388503,0.314746,-0.463793,0.813580,0.310494,1.596176,0.153363,0.189302,38.049861,-60.369531,12.968964
323084860280549249!,thoughtful-steel-butterfly,0.130000,1.524868,-1.138984,0.111427,0.276002,-0.386914,0.316698,-0.586705,0.866323,0.289796,1.741867,0.163903,0.200242,38.526767,-63.087364,15.265353
323084860280549249!,thoughtful-steel-butterfly,0.140000,1.518288,-1.130004,0.114181,0.294246,-0.385217,0.318759,-0.722105,0.924846,0.257095,1.890197,0.174673,0.211090,38.732495,-65.729501,17.615903
323084860280549249!,thoughtful-steel-butterfly,0.150000,1.510278,-1.120395,0.116542,0.314004,-0.383410,0.320931,-0.870307,0.989731,0.210988,2.040373,0.185795,0.221965,38.595165,-68.221176,19.993079
323084860280549249!,thoughtful-steel-butterfly,0.160000,1.500707,-1.110087,0.118367,0.335297,-0.381487,0.323214,-1.031313,1.061400,0.150066,2.191250,0.197401,0.232991,38.036679,-70.475580,22.361156
323084860280549249!,thoughtful-steel-butterfly,0.170000,1.489447,-1.099004,0.119498,0.358130,-0.379443,0.325612,-1.204714,1.140056,0.072971,2.341293,0.209642,0.244301,36.976080,-72.395131,24.675688
323084860280549249!,thoughtful-steel-butterfly,0.180000,1.476417,-1.087112,0.119768,0.382412,-0.377276,0.328120,-1.389887,1.225223,-0.021406,2.488590,0.222479,0.255808,35.248706,-73.811926,26.830682
323084860280549249!,thoughtful-steel-butterfly,0.190000,1.461491,-1.074331,0.118997,0.408136,-0.374977,0.330745,-1.585097,1.316778,-0.134112,2.630763,0.236113,0.267689,32.843536,-74.658989,28.800349
323084860280549249!,thoughtful-steel-butterfly,0.200000,1.444580,-1.060600,0.117001,0.435239,-0.372537,0.333491,-1.788266,1.413840,-0.265834,2.765021,0.250665,0.280014,29.693408,-74.821188,30.509609
323084860280549249!,thoughtful-steel-butterfly,0.210000,1.425617,-1.045868,0.113586,0.463627,-0.369947,0.336362,-1.996635,1.515073,-0.416846,2.888203,0.266249,0.292833,25.753220,-74.192473,31.879426
323084860280549249!,thoughtful-steel-butterfly,0.220000,1.404570,-1.030102,0.108561,0.493171,-0.367194,0.339365,-2.206775,1.618656,-0.586901,2.996852,0.282968,0.306173,21.008061,-72.685273,32.831407
323084860280549249!,thoughtful-steel-butterfly,0.230000,1.381441,-1.013288,0.101740,0.523711,-0.364268,0.342503,-2.414649,1.722286,-0.775155,3.087325,0.300908,0.320029,15.480966,-70.241096,33.294106
323084860280549249!,thoughtful-steel-butterfly,0.240000,1.356279,-0.995437,0.092948,0.555045,-0.361156,0.345784,-2.615735,1.823223,-0.980104,3.155933,0.320135,0.334367,9.238779,-66.840921,33.210388
323084860280549249!,thoughtful-steel-butterfly,0.250000,1.329177,-0.976589,0.082027,0.586938,-0.357843,0.349211,-2.805205,1.918367,-1.199575,3.199100,0.340694,0.349115,2.394505,-62.513588,32.544815
323084860280549249!,thoughtful-steel-butterfly,0.260000,1.300279,-0.956816,0.068847,0.619120,-0.354317,0.352788,-2.978163,2.004386,-1.430744,3.213536,0.362597,0.364168,-4.895130,-57.340232,31.289727
323084860280549249!,thoughtful-steel-butterfly,0.270000,1.269779,-0.936222,0.053306,0.651290,-0.350563,0.356519,-3.129901,2.077872,-1.670216,3.196395,0.385829,0.379384,-12.437489,-51.453175,29.468651
323084860280549249!,thoughtful-steel-butterfly,0.280000,1.237939,-0.914886,0.035327,0.683152,-0.346561,0.360410,-3.255975,2.135660,-1.914174,3.145440,0.410508,0.394734,-19.979011,-45.059209,27.163736
323084860280549249!,thoughtful-steel-butterfly,0.290000,1.204961,-0.893159,0.014927,0.714267,-0.342317,0.364443,-3.353521,2.174132,-2.158349,3.058959,0.436025,0.409553,-27.435549,-38.251146,24.354156
323084860280549249!,thoughtful-steel-butterfly,0.300000,1.171146,-0.871213,-0.007881,0.744304,-0.337819,0.368616,-3.419239,2.191184,-2.398407,2.936201,0.462400,0.423768,-34.500215,-31.322513,21.202036
323084860280549249!,thoughtful-steel-butterfly,0.310000,1.136824,-0.849251,-0.033041,0.772913,-0.333057,0.372925,-3.451150,2.184915,-2.630022,2.777092,0.489552,0.437216,-40.962382,-24.506108,17.831146
