ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
984236056304348893!,talented-antique-butterfly,0.000000,0.097082,-2.420335,0.869951,-1.785770,0.330319,-0.943869,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.841478,116.498712,17.878530,-71.074469,45.731015,208.944566
984236056304348893!,talented-antique-butterfly,0.010000,0.095371,-2.413751,0.872441,-1.784338,0.330893,-0.943668,-0.337960,1.315851,0.496198,0.286005,0.114599,0.040183,22.577644,105.403852,16.860137,-64.499047,42.116080,189.452596
984236056304348893!,talented-antique-butterfly,0.020000,0.090613,-2.394641,0.879576,-1.780199,0.332541,-0.943089,-0.605105,2.507996,0.926730,0.541073,0.214462,0.075621,20.340911,96.173050,16.067755,-58.814103,39.166729,173.603177
984236056304348893!,talented-antique-butterfly,0.030000,0.083583,-2.364031,0.890697,-1.773636,0.335106,-0.942180,-0.788230,3.614044,1.291918,0.770329,0.297400,0.105777,17.244674,88.066451,13.414082,-52.733971,34.455802,159.298197
984236056304348893!,talented-antique-butterfly,0.040000,0.075123,-2.322688,0.905115,-1.764912,0.338387,-0.941007,-0.887193,4.648811,1.583704,0.972020,0.357464,0.128544,12.918217,80.436087,8.064225,-45.577281,26.932894,145.051985
984236056304348893!,talented-antique-butterfly,0.050000,0.066044,-2.271316,0.922038,-1.754331,0.342119,-0.939656,-0.908466,5.610159,1.791153,1.140284,0.387442,0.141064,7.308521,72.752050,-0.070333,-37.057520,16.382403,129.853260
984236056304348893!,talented-antique-butterfly,0.060000,0.057072,-2.210714,0.940564,-1.742268,0.345961,-0.938249,-0.861991,6.484128,1.904164,1.267134,0.380432,0.140277,0.575019,64.650662,-10.613975,-27.184552,3.128873,113.146322
984236056304348893!,talented-antique-butterfly,0.070000,0.048825,-2.141888,0.959693,-1.729192,0.349508,-0.936933,-0.759689,7.250104,1.916099,1.344326,0.330918,0.123444,-6.974684,55.979693,-22.896525,-16.212040,-12.136379,94.851278
984236056304348893!,talented-antique-butterfly,0.080000,0.041850,-2.066160,0.978405,-1.715640,0.352333,-0.935875,-0.614919,7.886119,1.825593,1.365315,0.235563,0.088683,-14.932872,46.821788,-36.068776,-4.595613,-28.475052,75.367927
984236056304348893!,talented-antique-butterfly,0.090000,0.036491,-1.984844,0.995710,-1.702181,0.353974,-0.935255,-0.441015,8.373154,1.635655,1.325962,0.093164,0.035260,-22.863794,37.464515,-49.241598,7.092442,-44.859292,55.484332
984236056304348893!,talented-antique-butterfly,0.100000,0.032968,-1.899456,1.010661,-1.689415,0.353965,-0.935259,-0.251117,8.699543,1.354412,1.226208,-0.095123,-0.036001,-30.357699,28.332997,-61.586966,18.246543,-60.296332,36.226287
984236056304348893!,talented-antique-butterfly,0.110000,0.031375,-1.811607,1.022399,-1.677927,0.351859,-0.936053,-0.057175,8.863392,0.994002,1.070625,-0.326167,-0.122605,-37.094798,19.890810,-72.449278,28.333570,-73.971464,18.648845
984236056304348893!,talented-antique-butterfly,0.120000,0.031699,-1.722888,1.030204,-1.668233,0.347249,-0.937773,0.130729,8.872793,0.568880,0.868092,-0.595404,-0.220473,-42.886921,12.537901,-81.413662,36.977678,-85.345095,3.633058
984236056304348893!,talented-antique-butterfly,0.130000,0.033836,-1.634770,1.033498,-1.660749,0.339775,-0.940507,0.304982,8.744309,0.094136,0.630939,-0.897589,-0.324271,-47.697853,6.531544,-88.336094,44.014115,-94.203249,-8.265734
984236056304348893!,talented-antique-butterfly,0.140000,0.037615,-1.548528,1.031850,-1.655751,0.329129,-0.944285,0.460344,8.500088,-0.416056,0.373601,-1.227463,-0.427831,-51.626976,1.955288,-93.309073,49.486211,-100.627398,-16.866251
984236056304348893!,talented-antique-butterfly,0.150000,0.042821,-1.465204,1.024958,-1.653371,0.315053,-0.949074,0.593482,8.164697,-0.949475,0.111239,-1.580277,-0.524586,-54.871867,-1.266577,-96.592542,53.602170,-104.916379,-22.318118
984236056304348893!,talented-antique-butterfly,0.160000,0.049240,-1.385579,1.012661,-1.653574,0.297348,-0.954769,0.702242,7.762295,-1.496342,-0.141448,-1.952071,-0.607943,-57.681289,-3.322618,-98.530051,56.668753,-107.485104,-24.996831
984236056304348893!,talented-antique-butterfly,0.170000,0.056652,-1.310194,0.994893,-1.656177,0.275864,-0.961197,0.784974,7.314944,-2.049254,-0.370965,-2.339745,-0.671508,-60.313308,-4.458852,-99.476232,59.026313,-108.773469,-25.385312
984236056304348893!,talented-antique-butterfly,0.180000,0.064781,-1.239405,0.971616,-1.660892,0.250450,-0.968130,0.840072,6.842033,-2.602746,-0.565244,-2.740893,-0.709055,-63.005178,-4.929859,-99.747045,60.998531,-109.181427,-23.973517
984236056304348893!,talented-antique-butterfly,0.190000,0.073332,-1.173390,0.942835,-1.667317,0.220973,-0.975280,0.865674,6.360278,-3.152705,-0.713630,-3.153551,-0.714513,-65.956420,-4.964360,-99.592981,62.861262,-109.032164,-21.189810
984236056304348893!,talented-antique-butterfly,0.200000,0.081987,-1.112168,0.908593,-1.674950,0.187320,-0.982299,0.859615,5.884022,-3.695775,-0.806865,-3.575748,-0.681879,-69.318787,-4.742917,-99.186384,64.823848,-108.553328,-17.359072
