ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
232075644795963586!,thoughtful-antique-butterfly,0.000000,1.660480,1.997172,-0.059084,0.975849,-0.134501,0.481570,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,33.379129,22.924991,59.768382,-42.670435,69.918806,55.938461
232075644795963586!,thoughtful-antique-butterfly,0.010000,1.658934,1.995064,-0.061737,0.975608,-0.135988,0.481152,-0.308697,-0.421337,-0.529397,-0.048834,-0.296517,-0.083804,31.585737,15.599407,62.771007,-38.829638,71.505109,46.039118
232075644795963586!,thoughtful-antique-butterfly,0.020000,1.654133,1.989153,-0.069584,0.974855,-0.140371,0.479892,-0.651072,-0.761526,-1.038178,-0.103669,-0.578948,-0.169346,30.333728,12.760345,62.638434,-36.743421,70.716350,41.768724
232075644795963586!,thoughtful-antique-butterfly,0.030000,1.645869,1.979988,-0.082415,0.973491,-0.147507,0.477746,-0.999889,-1.072572,-1.524341,-0.172020,-0.845726,-0.261123,29.305254,11.732558,61.266684,-35.373702,68.997467,39.785669
232075644795963586!,thoughtful-antique-butterfly,0.040000,1.634124,1.967739,-0.100005,0.971348,-0.157235,0.474634,-1.344816,-1.377261,-1.986660,-0.260190,-1.095397,-0.362879,28.335997,11.295320,59.470734,-34.225111,66.953464,38.546257
232075644795963586!,thoughtful-antique-butterfly,0.050000,1.618951,1.952423,-0.122113,0.968198,-0.169377,0.470437,-1.682563,-1.684395,-2.423713,-0.373321,-1.326305,-0.477525,27.330449,10.892553,57.567991,-33.048742,64.801647,37.326968
232075644795963586!,thoughtful-antique-butterfly,0.060000,1.600436,1.934013,-0.148460,0.963775,-0.183729,0.465020,-2.012085,-1.995943,-2.833473,-0.515357,-1.536502,-0.607070,26.226466,10.260960,55.661832,-31.707166,62.594124,35.766521
232075644795963586!,thoughtful-antique-butterfly,0.070000,1.578688,1.912493,-0.178731,0.957779,-0.200055,0.458234,-2.332505,-2.310145,-3.213199,-0.688980,-1.723767,-0.752559,24.982786,9.274306,53.766049,-30.120481,60.317163,33.676116
232075644795963586!,thoughtful-antique-butterfly,0.080000,1.553799,1.887852,-0.212615,0.949886,-0.218118,0.449916,-2.642297,-2.622885,-3.559422,-0.895720,-1.885621,-0.914143,23.575498,7.885074,51.855933,-28.247664,57.933228,30.970534
232075644795963586!,thoughtful-antique-butterfly,0.090000,1.525880,1.860127,-0.249769,0.939761,-0.237657,0.439908,-2.938934,-2.928646,-3.868198,-1.135830,-2.019531,-1.091037,21.997227,6.087099,49.902557,-26.075844,55.409626,27.623829
232075644795963586!,thoughtful-antique-butterfly,0.100000,1.495073,1.829408,-0.289806,0.927073,-0.258386,0.428061,-3.218897,-3.221137,-4.135387,-1.408257,-2.123118,-1.281556,20.257730,3.903327,47.887246,-23.617938,52.731375,23.656373
232075644795963586!,thoughtful-antique-butterfly,0.110000,1.461562,1.795857,-0.332296,0.911507,-0.279994,0.414250,-3.477979,-3.493717,-4.357003,-1.710661,-2.194379,-1.483193,18.384737,1.386472,45.804452,-20.914031,49.904473,19.137431
232075644795963586!,thoughtful-antique-butterfly,0.120000,1.425574,1.759707,-0.376768,0.892779,-0.302150,0.398378,-3.711632,-3.739973,-4.529539,-2.039547,-2.231882,-1.692775,16.422085,-1.386329,43.664994,-18.028402,46.958188,14.179219
232075644795963586!,thoughtful-antique-butterfly,0.130000,1.387384,1.721255,-0.422716,0.870644,-0.324514,0.380382,-3.915383,-3.954246,-4.650244,-2.390462,-2.234910,-1.906658,14.425704,-4.320104,41.495685,-15.043977,43.943148,8.927966
