ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
1278693561071859198!,thoughtful-zippy-butterfly,0.000000,-1.806083,-1.588326,-0.508964,-0.065999,-0.199298,-0.458563,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-368.666514,-198.097012,63.669257,93.834245
1278693561071859198!,thoughtful-zippy-butterfly,0.010000,-1.811918,-1.581742,-0.508077,-0.065167,-0.199408,-0.458516,-1.163044,1.317349,0.176675,0.165557,-0.022069,0.009598,-156.062713,-111.931171,13.501717,74.608193
1278693561071859198!,thoughtful-zippy-butterfly,0.020000,-1.825709,-1.564842,-0.505170,-0.062785,-0.199505,-0.458473,-1.590760,2.063470,0.404223,0.309573,0.002223,-0.000967,-60.025083,-73.189482,-8.647009,67.094986
1278693561071859198!,thoughtful-zippy-butterfly,0.030000,-1.842094,-1.541769,-0.499876,-0.059051,-0.199253,-0.458583,-1.683500,2.551967,0.654182,0.435801,0.047543,-0.020657,-16.054266,-55.595722,-18.139564,64.965819
1278693561071859198!,thoughtful-zippy-butterfly,0.040000,-1.858639,-1.514412,-0.492035,-0.054141,-0.198500,-0.458909,-1.623158,2.918843,0.914187,0.544251,0.102535,-0.044351,4.665252,-47.485129,-21.900418,65.445367
1278693561071859198!,thoughtful-zippy-butterfly,0.050000,-1.874223,-1.483685,-0.481567,-0.048238,-0.197174,-0.459481,-1.491310,3.224477,1.179124,0.633650,0.162196,-0.069602,14.929426,-43.664153,-23.025851,67.240238
1278693561071859198!,thoughtful-zippy-butterfly,0.060000,-1.888310,-1.450064,-0.468429,-0.041541,-0.195236,-0.460307,-1.324530,3.496018,1.446798,0.702344,0.224345,-0.095154,20.393749,-41.809836,-22.900781,69.697809
1278693561071859198!,thoughtful-zippy-butterfly,0.070000,-1.900633,-1.413826,-0.452598,-0.034264,-0.192667,-0.461389,-1.139468,3.745857,1.715945,0.748719,0.288008,-0.120266,23.551791,-40.867746,-22.152392,72.443825
1278693561071859198!,thoughtful-zippy-butterfly,0.080000,-1.911048,-1.375159,-0.434061,-0.026638,-0.189451,-0.462718,-0.943898,3.979728,1.985390,0.771382,0.352734,-0.144420,25.487262,-40.348754,-21.070005,75.227511
1278693561071859198!,thoughtful-zippy-butterfly,0.090000,-1.919469,-1.334205,-0.412821,-0.018906,-0.185580,-0.464284,-0.741630,4.200336,2.253685,0.769264,0.418285,-0.167194,26.657104,-40.015460,-19.792501,77.854205
1278693561071859198!,thoughtful-zippy-butterfly,0.100000,-1.925839,-1.291090,-0.388897,-0.011321,-0.181046,-0.466071,-0.534676,4.409001,2.518985,0.741698,0.484495,-0.188202,27.243750,-39.741832,-18.392440,80.156738
1278693561071859198!,thoughtful-zippy-butterfly,0.110000,-1.930118,-1.245927,-0.362329,-0.004140,-0.175841,-0.468060,-0.324202,4.606394,2.779032,0.688481,0.551196,-0.207073,27.313534,-39.450924,-16.913624,81.984645
1278693561071859198!,thoughtful-zippy-butterfly,0.120000,-1.932277,-1.198828,-0.333185,0.002382,-0.169963,-0.470226,-0.110931,4.792850,3.031210,0.609926,0.618197,-0.223446,26.888615,-39.087455,-15.387944,83.201320
1278693561071859198!,thoughtful-zippy-butterfly,0.130000,-1.932301,-1.149941,-0.301596,0.007989,-0.163421,-0.472539,0.104659,4.968479,3.272683,0.506974,0.685333,-0.237013,25.982541,-38.605305,-13.844096,83.684108
1278693561071859198!,thoughtful-zippy-butterfly,0.140000,-1.930166,-1.099374,-0.267682,0.012447,-0.156217,-0.474970,0.322235,5.133228,3.500359,0.381039,0.752253,-0.247414,24.610583,-37.965250,-12.307228,83.331615
1278693561071859198!,thoughtful-zippy-butterfly,0.150000,-1.925853,-1.047234,-0.231593,0.015538,-0.148353,-0.477485,0.541573,5.286854,3.711076,0.234064,0.818513,-0.254309,22.797028,-37.132723,-10.801472,82.063199
1278693561071859198!,thoughtful-zippy-butterfly,0.160000,-1.919341,-0.993631,-0.193509,0.017063,-0.139837,-0.480048,0.762511,5.428898,3.901720,0.068480,0.883576,-0.257384,20.576845,-36.078313,-9.349998,79.821706
1278693561071859198!,thoughtful-zippy-butterfly,0.170000,-1.910614,-0.938680,-0.153641,0.016853,-0.130683,-0.482620,0.984879,5.558652,4.069338,-0.112856,0.946815,-0.256377,17.995299,-34.778954,-7.974708,76.575905
1278693561071859198!,thoughtful-zippy-butterfly,0.180000,-1.899658,-0.882504,-0.112227,0.014764,-0.120912,-0.485160,1.208417,5.675141,4.211253,-0.306748,1.007513,-0.251092,15.106289,-33.219455,-6.695795,72.322425
1278693561071859198!,thoughtful-zippy-butterfly,0.190000,-1.886461,-0.825238,-0.069533,0.010689,-0.110550,-0.487626,1.432687,5.777125,4.325145,-0.509773,1.064875,-0.241418,11.970486,-31.393908,-5.531429,67.087040
1278693561071859198!,thoughtful-zippy-butterfly,0.200000,-1.871020,-0.767029,-0.025848,0.004553,-0.099635,-0.489972,1.656978,5.863135,4.409133,-0.718408,1.118042,-0.227351,8.652517,-29.307203,-4.497285,60.925356
1278693561071859198!,thoughtful-zippy-butterfly,0.210000,-1.853340,-0.708043,0.018525,-0.003683,-0.088212,-0.492157,1.880261,5.931524,4.461856,-0.929162,1.166142,-0.209014,5.215087,-26.977359,-3.605149,53.923251
1278693561071859198!,thoughtful-zippy-butterfly,0.220000,-1.833437,-0.648463,0.063267,-0.014023,-0.076337,-0.494138,2.101120,5.980588,4.482494,-1.138700,1.208310,-0.186665,1.719488,-24.434877,-2.863290,46.195564
1278693561071859198!,thoughtful-zippy-butterfly,0.230000,-1.811346,-0.588490,0.108055,-0.026440,-0.064072,-0.495878,2.317741,6.008692,4.470786,-1.343956,1.243724,-0.160701,-1.776378,-21.722435,-2.276002,37.884039
1278693561071859198!,thoughtful-zippy-butterfly,0.240000,-1.787119,-0.528340,0.152567,-0.040876,-0.051490,-0.497342,2.527957,6.014427,4.427025,-1.542220,1.271658,-0.131656,-5.219183,-18.893511,-1.843236,29.153861
1278693561071859198!,thoughtful-zippy-butterfly,0.250000,-1.760833,-0.468246,0.196483,-0.057250,-0.038670,-0.498502,2.729331,5.996757,4.352042,-1.731200,1.291517,-0.100185,-8.560636,-16.009893,-1.560389,20.188505
1278693561071859198!,thoughtful-zippy-butterfly,0.260000,-1.732590,-0.408447,0.239495,-0.075459,-0.025695,-0.499339,2.919289,5.955155,4.247167,-1.909057,1.302882,-0.067043,-11.757406,-13.138188,-1.418327,11.182819
1278693561071859198!,thoughtful-zippy-butterfly,0.270000,-1.702520,-0.349186,0.281311,-0.095383,-0.012653,-0.499840,3.095280,5.889701,4.114175,-2.074403,1.305535,-0.033049,-14.770747,-10.345631,-1.403722,2.334508
1278693561071859198!,thoughtful-zippy-butterfly,0.280000,-1.670775,-0.290704,0.321658,-0.116892,0.000366,-0.500000,3.254942,5.801131,3.955222,-2.226277,1.299477,0.000951,-17.566106,-7.695619,-1.499751,-6.165452
1278693561071859198!,thoughtful-zippy-butterfly,0.290000,-1.637534,-0.233229,0.360285,-0.139847,0.013274,-0.499824,3.396261,5.690826,3.772768,-2.364101,1.284930,0.034124,-20.112934,-5.243520,-1.687127,-14.142621
1278693561071859198!,thoughtful-zippy-butterfly,0.300000,-1.602991,-0.176975,0.396968,-0.164104,0.025986,-0.499324,3.517702,5.560743,3.569498,-2.487618,1.262321,0.065694,-22.384828,-3.033259,-1.945368,-21.448068
1278693561071859198!,thoughtful-zippy-butterfly,0.310000,-1.567353,-0.122132,0.431511,-0.189522,0.038422,-0.498522,3.618288,5.413306,3.348233,-2.596832,1.232259,0.094972,-24.360000,-1.095106,-2.254164,-27.965456
1278693561071859198!,thoughtful-zippy-butterfly,0.320000,-1.530837,-0.068863,0.463747,-0.215956,0.050508,-0.497442,3.697633,5.251254,3.111852,-2.691940,1.195494,0.121386,-26.021978,0.555127,-2.594634,-33.615419
1278693561071859198!,thoughtful-zippy-butterfly,0.330000,-1.493658,-0.017304,0.493536,-0.243269,0.062182,-0.496118,3.755922,5.077490,2.863208,-2.773279,1.152879,0.144497,-27.360352,1.915504,-2.950352,-38.356801
1278693561071859198!,thoughtful-zippy-butterfly,0.340000,-1.456026,0.032440,0.520771,-0.271323,0.073385,-0.494585,3.793848,4.894920,2.605069,-2.841275,1.105323,0.164005,-28.371347,2.996204,-3.308000,-42.184814
1278693561071859198!,thoughtful-zippy-butterfly,0.350000,-1.418145,0.080295,0.545368,-0.299989,0.084073,-0.492881,3.812515,4.706329,2.340050,-2.896407,1.053750,0.179744,-29.058084,3.816965,-3.657634,-45.126622
1278693561071859198!,thoughtful-zippy-butterfly,0.360000,-1.380201,0.126212,0.567272,-0.329142,0.094210,-0.491044,3.813330,4.514276,2.070579,-2.939177,0.999065,0.191677,-29.430225,4.404261,-3.992666,-47.235297
1278693561071859198!,thoughtful-zippy-butterfly,0.370000,-1.342345,0.170190,0.586466,-0.358664,0.103782,-0.489111,3.797941,4.321010,1.798817,-2.970090,0.942120,0.199905,-29.496755,4.792813,-4.312575,-48.589216
1278693561071859198!,thoughtful-zippy-butterfly,0.380000,-1.304723,0.212233,0.602943,-0.388442,0.112776,-0.487115,3.768031,4.128414,1.526736,-2.989646,0.883716,0.204597,-29.279954,5.013059,-4.615510,-49.270622
