ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
9858643044286961!,talented-zippy-butterfly,0.000000,1.533042,-1.212485,1.855794,-0.266002,0.878477,-0.477784,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148.899330,-44.978456,218.805186,597.679135
9858643044286961!,talented-zippy-butterfly,0.010000,1.528472,-1.205431,1.855576,-0.260442,0.879189,-0.476473,-0.911982,1.410387,-0.045313,1.110393,0.142280,0.262535,90.356034,-40.400673,173.583499,453.262786
9858643044286961!,talented-zippy-butterfly,0.020000,1.515516,-1.185910,1.854795,-0.245224,0.881075,-0.472976,-1.678611,2.494312,-0.114771,1.930280,0.234531,0.436892,46.641931,-36.402237,138.669295,342.457809
9858643044286961!,talented-zippy-butterfly,0.030000,1.495461,-1.156750,1.853184,-0.222922,0.883696,-0.468061,-2.328398,3.334780,-0.211236,2.523754,0.288960,0.545554,14.412150,-32.467861,110.565463,255.064840
9858643044286961!,talented-zippy-butterfly,0.040000,1.469395,-1.120113,1.850488,-0.195576,0.886718,-0.462311,-2.875412,3.985127,-0.330658,2.936183,0.314839,0.603865,-8.956135,-28.452671,87.240407,184.725334
9858643044286961!,talented-zippy-butterfly,0.050000,1.438306,-1.077723,1.846507,-0.164832,0.889889,-0.456177,-3.327657,4.481063,-0.466202,3.201557,0.319209,0.622698,-25.450164,-24.385899,67.537627,127.503318
9858643044286961!,talented-zippy-butterfly,0.060000,1.403114,-1.031009,1.841117,-0.132036,0.893020,-0.450017,-3.691252,4.848027,-0.610399,3.346957,0.307487,0.610181,-36.578057,-20.373144,50.819571,80.957324
9858643044286961!,talented-zippy-butterfly,0.070000,1.364684,-0.981177,1.834265,-0.098288,0.895968,-0.444119,-3.972502,5.105736,-0.756352,3.395169,0.283911,0.572764,-43.513557,-16.542798,36.736023,43.509854
9858643044286961!,talented-zippy-butterfly,0.080000,1.323848,-0.929270,1.825973,-0.064475,0.898634,-0.438698,-4.178837,5.270826,-0.898389,3.366100,0.251822,0.515834,-47.198265,-13.014607,25.072986,14.034513
9858643044286961!,talented-zippy-butterfly,0.090000,1.281312,-0.876128,1.816305,-0.031271,0.900951,-0.433921,-4.318681,5.358264,-1.032396,3.277271,0.213879,0.444078,-48.420149,-9.879649,15.651627,-8.429167
9858643044286961!,talented-zippy-butterfly,0.100000,1.237686,-0.822442,1.805354,0.000816,0.902872,-0.429910,-4.401259,5.381897,-1.155810,3.144035,0.172169,0.361579,-47.839943,-7.191227,8.278628,-24.801080
9858643044286961!,talented-zippy-butterfly,0.110000,1.193486,-0.768774,1.793230,0.031417,0.904367,-0.426755,-4.436101,5.354507,-1.267444,2.979596,0.128285,0.271858,-46.005597,-4.964614,2.729370,-36.003367
9858643044286961!,talented-zippy-butterfly,0.120000,1.149135,-0.715572,1.780051,0.060279,0.905421,-0.424514,-4.432493,5.287643,-1.367215,2.794985,0.083402,0.177883,-43.360433,-3.182774,-1.247650,-42.950921
9858643044286961!,talented-zippy-butterfly,0.130000,1.104971,-0.663179,1.765930,0.087244,0.906028,-0.423217,-4.399022,5.191422,-1.455833,2.599113,0.038343,0.082085,-40.250727,-1.805244,-3.915804,-46.518213
9858643044286961!,talented-zippy-butterfly,0.140000,1.061254,-0.611846,1.750973,0.112231,0.906188,-0.422875,-4.343266,5.074397,-1.534497,2.398909,-0.006351,-0.013610,-36.935184,-0.777785,-5.532844,-47.502772
9858643044286961!,talented-zippy-butterfly,0.150000,1.018174,-0.561751,1.735272,0.135222,0.905905,-0.423482,-4.271648,4.943545,-1.604651,2.199542,-0.050358,-0.107725,-33.596716,-0.040964,-6.336209,-46.597701
