ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
1290124197461339645!,lush-proficient-bumblebee,0.000000,1.660480,1.997172,0.000000,1.997172,0.000000,0.000000,0.000000,0.000000,62.654617,67.966011,12.329437,-48.561609
1290124197461339645!,lush-proficient-bumblebee,0.010000,1.655103,1.993344,0.000000,1.993344,-1.075460,-0.765695,0.000000,-0.765695,54.682079,58.761494,10.043522,-42.390405
1290124197461339645!,lush-proficient-bumblebee,0.020000,1.639657,1.982347,0.000000,1.982347,-2.011811,-1.432349,0.000000,-1.432349,47.545700,50.522347,7.997353,-36.866436
1290124197461339645!,lush-proficient-bumblebee,0.030000,1.615450,1.965113,0.000000,1.965113,-2.823642,-2.010348,0.000000,-2.010348,41.162334,43.152575,6.167091,-31.925343
1290124197461339645!,lush-proficient-bumblebee,0.040000,1.583655,1.942475,0.000000,1.942475,-3.524093,-2.509047,0.000000,-2.509047,35.457031,36.565644,4.531246,-27.509110
1290124197461339645!,lush-proficient-bumblebee,0.050000,1.545323,1.915184,0.000000,1.915184,-4.124994,-2.936871,0.000000,-2.936871,30.362203,30.683524,3.070438,-23.565419
1290124197461339645!,lush-proficient-bumblebee,0.060000,1.501394,1.883908,0.000000,1.883908,-4.636998,-3.301402,0.000000,-3.301402,25.816908,25.435855,1.767194,-20.047100
1290124197461339645!,lush-proficient-bumblebee,0.070000,1.452743,1.849270,0.000000,1.849270,-5.069693,-3.609468,0.000000,-3.609468,21.766763,20.759850,0.605922,-16.912054
1290124197461339645!,lush-proficient-bumblebee,0.080000,1.400149,1.811824,0.000000,1.811824,-5.431719,-3.867219,0.000000,-3.867219,18.162640,16.598790,-0.427466,-14.122254
1290124197461339645!,lush-proficient-bumblebee,0.090000,1.344282,1.772049,0.000000,1.772049,-5.730857,-4.080197,0.000000,-4.080197,14.959691,12.900897,-1.345827,-11.642987
1290124197461339645!,lush-proficient-bumblebee,0.100000,1.285729,1.730361,0.000000,1.730361,-5.974109,-4.253385,0.000000,-4.253385,12.117300,9.619277,-2.160808,-9.442813
1290124197461339645!,lush-proficient-bumblebee,0.110000,1.225009,1.687130,0.000000,1.687130,-6.167765,-4.391262,0.000000,-4.391262,9.598783,6.711580,-2.882926,-7.493336
1290124197461339645!,lush-proficient-bumblebee,0.120000,1.162580,1.642682,0.000000,1.642682,-6.317477,-4.497852,0.000000,-4.497852,7.371087,4.139643,-3.521660,-5.768971
1290124197461339645!,lush-proficient-bumblebee,0.130000,1.098850,1.597309,0.000000,1.597309,-6.428319,-4.576768,0.000000,-4.576768,5.404457,1.869114,-4.085539,-4.246686
1290124197461339645!,lush-proficient-bumblebee,0.140000,1.034184,1.551269,0.000000,1.551269,-6.504845,-4.631253,0.000000,-4.631253,3.672117,-0.130920,-4.582242,-2.905755
1290124197461339645!,lush-proficient-bumblebee,0.150000,0.968904,1.504792,0.000000,1.504792,-6.551145,-4.664217,0.000000,-4.664217,2.149990,-1.888258,-5.018672,-1.727541
1290124197461339645!,lush-proficient-bumblebee,0.160000,0.903294,1.458079,0.000000,1.458079,-6.570886,-4.678272,0.000000,-4.678272,0.816353,-3.427979,-5.401057,-0.695229
1290124197461339645!,lush-proficient-bumblebee,0.170000,0.837603,1.411309,0.000000,1.411309,-6.567357,-4.675759,0.000000,-4.675759,-0.348351,-4.772662,-5.735005,0.206319
1290124197461339645!,lush-proficient-bumblebee,0.180000,0.772051,1.364638,0.000000,1.364638,-6.543505,-4.658777,0.000000,-4.658777,-1.361727,-5.942633,-6.025564,0.990731
1290124197461339645!,lush-proficient-bumblebee,0.190000,0.706830,1.318202,0.000000,1.318202,-6.501972,-4.629207,0.000000,-4.629207,-2.239623,-6.956188,-6.277278,1.670273
1290124197461339645!,lush-proficient-bumblebee,0.200000,0.642108,1.272122,0.000000,1.272122,-6.445120,-4.588730,0.000000,-4.588730,-2.996307,-7.829800,-6.494237,2.255990
1290124197461339645!,lush-proficient-bumblebee,0.210000,0.578031,1.226502,0.000000,1.226502,-6.375065,-4.538853,0.000000,-4.538853,-3.644623,-8.578299,-6.680124,2.757823
1290124197461339645!,lush-proficient-bumblebee,0.220000,0.514725,1.181430,0.000000,1.181430,-6.293699,-4.480923,0.000000,-4.480923,-4.196133,-9.215033,-6.838256,3.184724
1290124197461339645!,lush-proficient-bumblebee,0.230000,0.452298,1.136983,0.000000,1.136983,-6.202709,-4.416141,0.000000,-4.416141,-4.661247,-9.752020,-6.971615,3.544749
1290124197461339645!,lush-proficient-bumblebee,0.240000,0.390842,1.093229,0.000000,1.093229,-6.103603,-4.345580,0.000000,-4.345580,-5.049332,-10.200075,-7.082888,3.845149
1290124197461339645!,lush-proficient-bumblebee,0.250000,0.330436,1.050221,0.000000,1.050221,-5.997726,-4.270199,0.000000,-4.270199,-5.368818,-10.568930,-7.174492,4.092450
1290124197461339645!,lush-proficient-bumblebee,0.260000,0.271144,1.008007,0.000000,1.008007,-5.886275,-4.190849,0.000000,-4.190849,-5.627289,-10.867343,-7.248602,4.292522
1290124197461339645!,lush-proficient-bumblebee,0.270000,0.213019,0.966624,0.000000,0.966624,-5.770313,-4.108288,0.000000,-4.108288,-5.831569,-11.103189,-7.307174,4.450646
1290124197461339645!,lush-proficient-bumblebee,0.280000,0.156106,0.926104,0.000000,0.926104,-5.650787,-4.023189,0.000000,-4.023189,-5.987792,-11.283553,-7.351966,4.571571
1290124197461339645!,lush-proficient-bumblebee,0.290000,0.100440,0.886471,0.000000,0.886471,-5.528535,-3.936149,0.000000,-3.936149,-6.101475,-11.414803,-7.384562,4.659568
1290124197461339645!,lush-proficient-bumblebee,0.300000,0.046045,0.847744,0.000000,0.847744,-5.404300,-3.847698,0.000000,-3.847698,-6.177576,-11.502663,-7.406382,4.718475
1290124197461339645!,lush-proficient-bumblebee,0.310000,-0.007058,0.809936,0.000000,0.809936,-5.278737,-3.758300,0.000000,-3.758300,-6.220550,-11.552278,-7.418704,4.751739
1290124197461339645!,lush-proficient-bumblebee,0.320000,-0.058897,0.773028,0.000000,0.773028,-5.152424,-3.668369,0.000000,-3.668369,-6.235115,-11.569094,-7.422880,4.763014
1290124197461339645!,lush-proficient-bumblebee,0.330000,-0.109467,0.737024,0.000000,0.737024,-5.025856,-3.578257,0.000000,-3.578257,-6.224819,-11.557207,-7.419928,4.755044
1290124197461339645!,lush-proficient-bumblebee,0.340000,-0.158765,0.701925,0.000000,0.701925,-4.899469,-3.488273,0.000000,-3.488273,-6.192799,-11.520239,-7.410747,4.730259
1290124197461339645!,lush-proficient-bumblebee,0.350000,-0.206794,0.667730,0.000000,0.667730,-4.773640,-3.398687,0.000000,-3.398687,-6.141862,-11.461431,-7.396142,4.690831
1290124197461339645!,lush-proficient-bumblebee,0.360000,-0.253559,0.634435,0.000000,0.634435,-4.648700,-3.309733,0.000000,-3.309733,-6.074519,-11.383682,-7.376833,4.638703
1290124197461339645!,lush-proficient-bumblebee,0.370000,-0.299067,0.602034,0.000000,0.602034,-4.524935,-3.221616,0.000000,-3.221616,-5.993016,-11.289584,-7.353464,4.575615
1290124197461339645!,lush-proficient-bumblebee,0.380000,-0.343331,0.570520,0.000000,0.570520,-4.402592,-3.134512,0.000000,-3.134512,-5.899358,-11.181454,-7.326610,4.503119
1290124197461339645!,lush-proficient-bumblebee,0.390000,-0.386362,0.539883,0.000000,0.539883,-4.281883,-3.048571,0.000000,-3.048571,-5.795339,-11.061361,-7.296786,4.422602
1290124197461339645!,lush-proficient-bumblebee,0.400000,-0.428176,0.510112,0.000000,0.510112,-4.162989,-2.963922,0.000000,-2.963922,-5.682558,-10.931151,-7.264449,4.335302
1290124197461339645!,lush-proficient-bumblebee,0.410000,-0.468791,0.481196,0.000000,0.481196,-4.046063,-2.880674,0.000000,-2.880674,-5.562442,-10.792475,-7.230009,4.242326
1290124197461339645!,lush-proficient-bumblebee,0.420000,-0.508247,0.453105,0.000000,0.453105,-3.931233,-2.798919,0.000000,-2.798919,-5.436669,-10.647266,-7.193946,4.144970
1290124197461339645!,lush-proficient-bumblebee,0.430000,-0.546571,0.425819,0.000000,0.425819,-3.818598,-2.718726,0.000000,-2.718726,-5.306454,-10.496929,-7.156611,4.044176
1290124197461339645!,lush-proficient-bumblebee,0.440000,-0.583786,0.399323,0.000000,0.399323,-3.708234,-2.640150,0.000000,-2.640150,-5.172779,-10.342597,-7.118283,3.940704
1290124197461339645!,lush-proficient-bumblebee,0.450000,-0.619915,0.373600,0.000000,0.373600,-3.600203,-2.563236,0.000000,-2.563236,-5.036511,-10.185273,-7.079212,3.835225
1290124197461339645!,lush-proficient-bumblebee,0.460000,-0.654983,0.348633,0.000000,0.348633,-3.494550,-2.488014,0.000000,-2.488014,-4.898416,-10.025838,-7.039617,3.728331
1290124197461339645!,lush-proficient-bumblebee,0.470000,-0.689014,0.324404,0.000000,0.324404,-3.391306,-2.414507,0.000000,-2.414507,-4.759165,-9.865069,-6.999690,3.620544
1290124197461339645!,lush-proficient-bumblebee,0.480000,-0.722032,0.300896,0.000000,0.300896,-3.290492,-2.342731,0.000000,-2.342731,-4.619351,-9.703649,-6.959602,3.512319
1290124197461339645!,lush-proficient-bumblebee,0.490000,-0.754062,0.278092,0.000000,0.278092,-3.192118,-2.272691,0.000000,-2.272691,-4.479488,-9.542175,-6.919500,3.404057
1290124197461339645!,lush-proficient-bumblebee,0.500000,-0.785128,0.255974,0.000000,0.255974,-3.096184,-2.204389,0.000000,-2.204389,-4.340030,-9.381166,-6.879514,3.296108
1290124197461339645!,lush-proficient-bumblebee,0.510000,-0.815254,0.234525,0.000000,0.234525,-3.002683,-2.137819,0.000000,-2.137819,-4.201366,-9.221075,-6.839756,3.188775
1290124197461339645!,lush-proficient-bumblebee,0.520000,-0.844466,0.213727,0.000000,0.213727,-2.911602,-2.072972,0.000000,-2.072972,-4.063838,-9.062295,-6.800323,3.082320
