ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
1445246914996110574!,thoughtful-zippy-butterfly,0.000000,0.097082,-2.420335,-0.185926,-0.440459,0.311623,-0.391013,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.332696,-93.982635,-20.070124,170.726528
1445246914996110574!,thoughtful-zippy-butterfly,0.010000,0.094241,-2.418530,-0.185520,-0.438193,0.312205,-0.390548,-0.566978,0.360478,0.081573,0.452098,0.115975,0.092711,69.777906,-68.322146,-32.739671,161.083193
1445246914996110574!,thoughtful-zippy-butterfly,0.020000,0.087040,-2.412961,-0.184237,-0.431444,0.313970,-0.389131,-0.871381,0.752955,0.176073,0.896355,0.236027,0.190438,94.995717,-56.659533,-37.767150,157.376845
1445246914996110574!,thoughtful-zippy-butterfly,0.030000,0.077397,-2.403418,-0.181943,-0.420303,0.316929,-0.386725,-1.054055,1.154758,0.284586,1.329818,0.354538,0.290551,106.460457,-51.391627,-39.314421,156.925203
1445246914996110574!,thoughtful-zippy-butterfly,0.040000,0.066217,-2.389848,-0.178478,-0.404873,0.321057,-0.383305,-1.177752,1.555795,0.410145,1.751541,0.468817,0.392682,111.761172,-49.140069,-39.206123,158.383751
1445246914996110574!,thoughtful-zippy-butterfly,0.050000,0.053946,-2.372279,-0.173654,-0.385272,0.326305,-0.378847,-1.271172,1.951519,0.555978,2.160808,0.577356,0.497283,114.148199,-48.369502,-38.246274,160.964350
1445246914996110574!,thoughtful-zippy-butterfly,0.060000,0.040816,-2.350773,-0.167252,-0.361626,0.332612,-0.373322,-1.347874,2.339651,0.724816,2.556457,0.679155,0.605093,114.940372,-48.363370,-36.787007,164.119315
1445246914996110574!,thoughtful-zippy-butterfly,0.070000,0.026958,-2.325411,-0.159029,-0.334077,0.339906,-0.366693,-1.414757,2.718690,0.918492,2.936612,0.773385,0.716888,114.614593,-48.763401,-34.985177,167.405848
1445246914996110574!,thoughtful-zippy-butterfly,0.080000,0.012447,-2.296287,-0.148732,-0.302793,0.348108,-0.358916,-1.475792,3.087334,1.137719,3.298643,0.859239,0.833365,113.293653,-49.366280,-32.916485,170.432242
1445246914996110574!,thoughtful-zippy-butterfly,0.090000,-0.002677,-2.263512,-0.136104,-0.267968,0.357131,-0.349939,-1.533644,3.444323,1.381946,3.639266,0.935861,0.955095,110.968501,-50.034169,-30.626481,172.841266
1445246914996110574!,thoughtful-zippy-butterfly,0.100000,-0.018396,-2.227211,-0.120903,-0.229839,0.366876,-0.339708,-1.590343,3.788477,1.649282,3.954738,1.002328,1.082489,107.602994,-50.655662,-28.153444,174.310410
1445246914996110574!,thoughtful-zippy-butterfly,0.110000,-0.034703,-2.187525,-0.102917,-0.188688,0.377235,-0.328168,-1.647532,4.118776,1.936461,4.241087,1.057636,1.215771,103.186130,-51.129376,-25.538411,174.560293
1445246914996110574!,thoughtful-zippy-butterfly,0.120000,-0.051613,-2.144597,-0.081968,-0.144827,0.388088,-0.315258,-1.706508,4.434417,2.238913,4.494306,1.100652,1.354924,97.752607,-51.360593,-22.827010,173.367509
1445246914996110574!,thoughtful-zippy-butterfly,0.130000,-0.069152,-2.098574,-0.057932,-0.098606,0.399309,-0.300920,-1.768163,4.734851,2.550892,4.710621,1.130147,1.499660,91.392052,-51.260692,-20.070004,170.572715
1445246914996110574!,thoughtful-zippy-butterfly,0.140000,-0.087351,-2.049608,-0.030745,-0.050409,0.410754,-0.285099,-1.832901,5.019734,2.865689,4.886695,1.144818,1.649387,84.247105,-50.750339,-17.321684,166.087437
1445246914996110574!,thoughtful-zippy-butterfly,0.150000,-0.106245,-1.997851,-0.000414,-0.000653,0.422269,-0.267747,-1.900555,5.288780,3.175913,5.019779,1.143331,1.803168,76.504257,-49.764293,-14.637694,159.897125
1445246914996110574!,thoughtful-zippy-butterfly,0.160000,-0.125860,-1.943460,0.032977,0.050223,0.433687,-0.248829,-1.970362,5.541548,3.473833,5.107809,1.124382,1.959698,68.381082,-48.256672,-12.073194,152.060608
1445246914996110574!,thoughtful-zippy-butterfly,0.170000,-0.146149,-1.886660,0.069230,0.101709,0.444809,-0.228352,-2.041468,5.776792,3.751567,5.149294,1.086846,2.117083,60.172284,-46.186189,-9.699478,142.704671
1445246914996110574!,thoughtful-zippy-butterfly,0.180000,-0.167108,-1.827637,0.108105,0.153337,0.455447,-0.206320,-2.112126,5.992857,4.001799,5.143461,1.029775,2.273204,52.097907,-43.570935,-7.561302,132.035112
1445246914996110574!,thoughtful-zippy-butterfly,0.190000,-0.188720,-1.766594,0.149293,0.204636,0.465402,-0.182760,-2.180455,6.187331,4.217928,5.090181,0.952550,2.425685,44.364223,-40.462242,-5.696671,120.319786
1445246914996110574!,thoughtful-zippy-butterfly,0.200000,-0.210951,-1.703763,0.192428,0.255136,0.474473,-0.157720,-2.244708,6.357040,4.394316,4.989924,0.854960,2.571995,37.151443,-36.946198,-4.133577,107.883349
1445246914996110574!,thoughtful-zippy-butterfly,0.210000,-0.233760,-1.639404,0.237091,0.304381,0.482460,-0.131273,-2.303595,6.498176,4.526431,4.843708,0.737253,2.709573,30.608695,-33.140731,-2.887172,95.100417
1445246914996110574!,thoughtful-zippy-butterfly,0.220000,-0.257097,-1.573820,0.282828,0.351921,0.489167,-0.103518,-2.356608,6.606546,4.610905,4.653046,0.600145,2.835953,24.854654,-29.188522,-1.957446,82.385742
1445246914996110574!,thoughtful-zippy-butterfly,0.230000,-0.280913,-1.507355,0.329154,0.397329,0.494408,-0.074573,-2.404285,6.677935,4.645487,4.419905,0.444789,2.948878,19.982067,-25.246322,-1.328006,70.179739
1445246914996110574!,thoughtful-zippy-butterfly,0.240000,-0.305170,-1.440390,0.375566,0.440194,0.498008,-0.044582,-2.448378,6.708510,4.628923,4.146660,0.272714,3.046393,16.064033,-21.471944,-0.966664,58.928408
1445246914996110574!,thoughtful-zippy-butterfly,0.250000,-0.329854,-1.373345,0.421554,0.480134,0.499812,-0.013703,-2.491881,6.695221,4.560766,3.836051,0.085730,3.126894,13.159736,-18.010774,-0.828309,49.058107
1445246914996110574!,thoughtful-zippy-butterfly,0.260000,-0.354982,-1.306665,0.466603,0.516793,0.499680,0.017888,-2.538915,6.636130,4.441176,3.491149,-0.114167,3.189131,11.317527,-14.984003,-0.859943,40.947461
1445246914996110574!,thoughtful-zippy-butterfly,0.270000,-0.380620,-1.240808,0.510202,0.549845,0.497493,0.050006,-2.594474,6.530638,4.270724,3.115310,-0.324884,3.232157,10.573784,-12.480529,-1.007022,34.899909
1445246914996110574!,thoughtful-zippy-butterfly,0.280000,-0.406880,-1.176234,0.551847,0.578999,0.493154,0.082456,-2.664038,6.379605,4.050280,2.712173,-0.544284,3.255260,10.945487,-10.554006,-1.219315,31.120476
1445246914996110574!,thoughtful-zippy-butterfly,0.290000,-0.433934,-1.113385,0.591042,0.604004,0.486587,0.115037,-2.753126,6.185352,3.780980,2.285652,-0.770217,3.257897,12.417850,-9.224796,-1.455005,29.699690
1445246914996110574!,thoughtful-zippy-butterfly,0.300000,-0.462000,-1.052677,0.627306,0.624646,0.477736,0.147542,-2.866960,5.951499,3.464213,1.839840,-1.000471,3.239498,14.938022,-8.482158,-1.685358,30.603707
