ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
257802761707014359!,talented-antique-butterfly,0.000000,-1.240804,-1.915901,-1.645694,-1.001536,-0.962493,-0.271305,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-257.882841,-62.489650,-431.087941,272.815207,-481.118430,-194.341395
257802761707014359!,talented-antique-butterfly,0.010000,-1.242933,-1.905215,-1.650713,-0.992135,-0.964259,-0.264961,-0.424332,2.137072,-0.997695,1.881010,-0.348460,1.268131,-210.716122,-58.388902,-336.550617,223.234812,-377.809185,-161.063023
257802761707014359!,talented-antique-butterfly,0.020000,-1.248219,-1.875243,-1.664296,-0.965914,-0.968956,-0.247233,-0.627278,3.858040,-1.705902,3.364499,-0.580687,2.275828,-174.798959,-55.674819,-263.306750,185.426052,-297.875793,-135.570036
257802761707014359!,talented-antique-butterfly,0.030000,-1.254610,-1.829585,-1.683709,-0.926327,-0.975405,-0.220420,-0.642398,5.270528,-2.159318,4.549904,-0.696488,3.082107,-146.146971,-52.638368,-205.900109,155.068754,-235.019061,-114.345574
257802761707014359!,talented-antique-butterfly,0.040000,-1.260439,-1.770991,-1.706591,-0.876034,-0.982484,-0.186346,-0.514491,6.438118,-2.397467,5.499420,-0.706294,3.723850,-122.192524,-48.583686,-160.125245,129.430066,-184.525818,-95.379801
257802761707014359!,talented-antique-butterfly,0.050000,-1.264479,-1.701718,-1.730972,-0.817193,-0.989206,-0.146535,-0.288109,7.396904,-2.459159,6.251906,-0.625729,4.224079,-101.352220,-43.346236,-122.954215,106.860966,-143.079433,-77.611860
257802761707014359!,talented-antique-butterfly,0.060000,-1.265944,-1.623756,-1.755265,-0.751652,-0.994750,-0.102331,-0.002974,8.166959,-2.380947,6.832724,-0.473006,4.598057,-82.750375,-37.062597,-92.355247,86.483776,-108.510815,-60.620779
257802761707014359!,talented-antique-butterfly,0.070000,-1.264414,-1.538947,-1.778232,-0.681047,-0.998489,-0.054947,0.307911,8.760621,-2.196719,7.260534,-0.267316,4.857666,-66.005986,-30.048683,-67.056656,67.958087,-79.514933,-44.421103
257802761707014359!,talented-antique-butterfly,0.080000,-1.259770,-1.449033,-1.798962,-0.606850,-0.999985,-0.005488,0.618719,9.188259,-1.937431,7.551734,-0.027517,5.014198,-51.048580,-22.717848,-46.296701,51.280170,-55.361207,-29.296375
257802761707014359!,talented-antique-butterfly,0.090000,-1.252126,-1.355667,-1.816837,-0.530379,-0.998985,0.045049,0.910706,9.461871,-1.630595,7.722959,0.229071,5.079824,-37.956701,-15.508072,-29.598084,36.605465,-35.632692,-15.646773
257802761707014359!,talented-antique-butterfly,0.100000,-1.241744,-1.260346,-1.831504,-0.452767,-0.995400,0.095804,1.171656,9.596686,-1.299562,7.792003,0.487766,5.067855,-26.826682,-8.814906,-16.589638,24.101758,-20.017686,-3.854062
257802761707014359!,talented-antique-butterfly,0.110000,-1.228981,-1.164382,-1.842820,-0.374951,-0.989275,0.146068,1.395123,9.611228,-0.963051,7.777581,0.737121,4.992315,-17.685076,-2.938731,-6.894689,13.849017,-8.176803,5.818139
