ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
488945083163106442!,thoughtful-ruddy-butterfly,0.000000,1.410898,-0.725682,0.297490,0.935740,0.058472,0.496569,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-64.227902,-45.571547,-65.525971
488945083163106442!,thoughtful-ruddy-butterfly,0.010000,1.411741,-0.723279,0.295709,0.936381,0.057709,0.496658,0.168280,0.479934,-0.355497,0.127722,-0.152192,0.017684,-66.420831,-49.650119,-40.893703
488945083163106442!,thoughtful-ruddy-butterfly,0.020000,1.413408,-0.716645,0.290363,0.938278,0.055409,0.496920,0.164173,0.845729,-0.713325,0.250252,-0.307678,0.034307,-66.307384,-50.595738,-30.166500
488945083163106442!,thoughtful-ruddy-butterfly,0.030000,1.414668,-0.706632,0.281458,0.941347,0.051561,0.497334,0.087311,1.154210,-1.066112,0.361075,-0.461073,0.047801,-65.047893,-50.052296,-25.731503
488945083163106442!,thoughtful-ruddy-butterfly,0.040000,1.415020,-0.693689,0.269057,0.945448,0.046197,0.497861,-0.016964,1.429764,-1.410702,0.455365,-0.609798,0.056584,-63.193775,-48.780675,-24.168392
488945083163106442!,thoughtful-ruddy-butterfly,0.050000,1.414292,-0.678089,0.253243,0.950397,0.039370,0.498448,-0.127994,1.682777,-1.745700,0.529415,-0.752571,0.059441,-61.014708,-47.137876,-23.939482
488945083163106442!,thoughtful-ruddy-butterfly,0.060000,1.412463,-0.660037,0.234117,0.955977,0.031141,0.499029,-0.236288,1.917683,-2.070346,0.580345,-0.888700,0.055458,-58.651161,-45.297700,-24.347432
488945083163106442!,thoughtful-ruddy-butterfly,0.070000,1.409595,-0.639730,0.211818,0.961935,0.021595,0.499533,-0.337470,2.136512,-2.384014,0.606042,-1.017779,0.044000,-56.185598,-43.352676,-25.064400
488945083163106442!,thoughtful-ruddy-butterfly,0.080000,1.405765,-0.617324,0.186459,0.968013,0.010803,0.499883,-0.429569,2.340328,-2.685965,0.604900,-1.139513,0.024626,-53.667492,-41.351840,-25.940196
488945083163106442!,thoughtful-ruddy-butterfly,0.090000,1.401067,-0.592958,0.158152,0.973938,-0.001165,0.499999,-0.511745,2.529969,-2.975277,0.575812,-1.253655,-0.002920,-51.130975,-39.325060,-26.898122
488945083163106442!,thoughtful-ruddy-butterfly,0.100000,1.395598,-0.566765,0.127023,0.979429,-0.014234,0.499797,-0.583775,2.706310,-3.250813,0.518139,-1.359978,-0.038732,-48.601651,-37.292452,-27.893767
488945083163106442!,thoughtful-ruddy-butterfly,0.110000,1.389458,-0.538868,0.093209,0.984201,-0.028328,0.499197,-0.645829,2.870402,-3.511254,0.431703,-1.458276,-0.082753,-46.100107,-35.269261,-28.894961
488945083163106442!,thoughtful-ruddy-butterfly,0.120000,1.382746,-0.509379,0.056867,0.987966,-0.043366,0.498116,-0.698400,3.023427,-3.755114,0.316748,-1.548345,-0.134800,-43.642694,-33.266769,-29.877507
488945083163106442!,thoughtful-ruddy-butterfly,0.130000,1.375553,-0.478402,0.018167,0.990443,-0.059267,0.496475,-0.742255,3.166714,-3.980786,0.173928,-1.629994,-0.194581,-41.242625,-31.293804,-30.820094
488945083163106442!,thoughtful-ruddy-butterfly,0.140000,1.367962,-0.446028,-0.022696,0.991356,-0.075943,0.494199,-0.778423,3.301674,-4.186596,0.004293,-1.703044,-0.261705,-38.910616,-29.357366,-31.702905
488945083163106442!,thoughtful-ruddy-butterfly,0.150000,1.360040,-0.412353,-0.065499,0.990444,-0.093301,0.491218,-0.808160,3.429752,-4.370847,-0.190691,-1.767331,-0.335684,-36.655838,-27.463572,-32.505563
488945083163106442!,thoughtful-ruddy-butterfly,0.160000,1.351844,-0.377434,-0.110023,0.987464,-0.111255,0.487465,-0.832992,3.552343,-4.531870,-0.409324,-1.822701,-0.416000,-34.483372,-25.614969,-33.215170
488945083163106442!,thoughtful-ruddy-butterfly,0.170000,1.343415,-0.341313,-0.156034,0.982187,-0.129718,0.482880,-0.854647,3.670772,-4.668062,-0.649605,-1.869011,-0.502078,-32.396925,-23.813387,-33.818425
488945083163106442!,thoughtful-ruddy-butterfly,0.180000,1.334776,-0.304023,-0.203278,0.974409,-0.148598,0.477408,-0.875035,3.786231,-4.777930,-0.909259,-1.906136,-0.593303,-30.399132,-22.060103,-34.301871
488945083163106442!,thoughtful-ruddy-butterfly,0.190000,1.325933,-0.265582,-0.251487,0.963948,-0.167805,0.471001,-0.896234,3.899702,-4.860136,-1.185767,-1.933970,-0.689020,-28.491512,-20.355672,-34.653365
488945083163106442!,thoughtful-ruddy-butterfly,0.200000,1.316867,-0.226005,-0.300381,0.950648,-0.187245,0.463616,-0.920443,4.011899,-4.913538,-1.476403,-1.952433,-0.788547,-26.674890,-18.700226,-34.861476
488945083163106442!,thoughtful-ruddy-butterfly,0.210000,1.307538,-0.185296,-0.349666,0.934380,-0.206825,0.455218,-0.949927,4.123220,-4.937217,-1.778266,-1.961464,-0.891176,-24.949640,-17.093595,-34.915577
488945083163106442!,thoughtful-ruddy-butterfly,0.220000,1.297884,-0.143462,-0.399042,0.915048,-0.226450,0.445781,-0.986961,4.233695,-4.930514,-2.088322,-1.961033,-0.996177,-23.315881,-15.535388,-34.805955
488945083163106442!,thoughtful-ruddy-butterfly,0.230000,1.287817,-0.100509,-0.448203,0.892584,-0.246026,0.435283,-1.033757,4.342953,-4.893047,-2.403446,-1.951136,-1.102803,-21.773624,-14.025037,-34.523954
488945083163106442!,thoughtful-ruddy-butterfly,0.240000,1.277230,-0.056452,-0.496840,0.866953,-0.265459,0.423712,-1.092393,4.450204,-4.824732,-2.720459,-1.931803,-1.210289,-20.322876,-12.561814,-34.062167
488945083163106442!,thoughtful-ruddy-butterfly,0.250000,1.265993,-0.011315,-0.544644,0.838152,-0.284652,0.411063,-1.164728,4.554227,-4.725794,-3.036178,-1.903103,-1.317857,-18.963681,-11.144812,-33.414663
488945083163106442!,thoughtful-ruddy-butterfly,0.260000,1.253962,0.034863,-0.591310,0.806209,-0.303514,0.397340,-1.252314,4.653391,-4.596765,-3.347457,-1.865145,-1.424720,-17.696123,-9.772912,-32.577267
488945083163106442!,thoughtful-ruddy-butterfly,0.270000,1.240974,0.082024,-0.636540,0.771185,-0.321952,0.382553,-1.356316,4.745686,-4.438488,-3.651229,-1.818085,-1.530080,-16.520286,-8.444738,-31.547855
488945083163106442!,thoughtful-ruddy-butterfly,0.280000,1.226861,0.130087,-0.680046,0.733170,-0.339875,0.366722,-1.477431,4.828777,-4.252102,-3.944548,-1.762133,-1.633136,-15.436194,-7.158613,-30.326672
488945083163106442!,thoughtful-ruddy-butterfly,0.290000,1.211447,0.178945,-0.721552,0.692283,-0.357196,0.349873,-1.615818,4.900084,-4.039026,-4.224626,-1.697555,-1.733086,-14.443727,-5.912528,-28.916626
488945083163106442!,thoughtful-ruddy-butterfly,0.300000,1.194559,0.228464,-0.760799,0.648672,-0.373829,0.332043,-1.771044,4.956873,-3.800940,-4.488867,-1.624679,-1.829137,-13.542547,-4.704141,-27.323555
488945083163106442!,thoughtful-ruddy-butterfly,0.310000,1.176033,0.278480,-0.797544,0.602508,-0.389691,0.313274,-1.942049,4.996369,-3.539758,-4.734896,-1.543901,-1.920507,-12.732029,-3.530787,-25.556432
488945083163106442!,thoughtful-ruddy-butterfly,0.320000,1.155715,0.328801,-0.831567,0.553985,-0.404707,0.293619,-2.127132,5.015883,-3.257594,-4.960587,-1.455686,-2.006435,-12.011212,-2.389538,-23.627493
488945083163106442!,thoughtful-ruddy-butterfly,0.330000,1.133477,0.379207,-0.862668,0.503319,-0.418804,0.273136,-2.323970,5.012934,-2.956735,-5.164078,-1.360573,-2.086194,-11.378784,-1.277284,-21.552260
