ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
1277955879313519403!,great-proficient-bumblebee,0.000000,0.082488,-1.440334,0.000000,-1.440334,0.000000,0.000000,0.000000,0.000000,3.471685,-52.438167,-71.784234,-3.505145
1277955879313519403!,great-proficient-bumblebee,0.010000,0.083333,-1.433888,0.000000,-1.433888,0.168974,1.289201,0.000000,1.289201,3.154384,-46.068557,-63.190154,-3.161937
1277955879313519403!,great-proficient-bumblebee,0.020000,0.085760,-1.415372,0.000000,-1.415372,0.316091,2.411645,0.000000,2.411645,2.870361,-40.366990,-55.497419,-2.854725
1277955879313519403!,great-proficient-bumblebee,0.030000,0.089563,-1.386355,0.000000,-1.386355,0.443644,3.384822,0.000000,3.384822,2.616307,-35.267040,-48.616404,-2.579929
1277955879313519403!,great-proficient-bumblebee,0.040000,0.094559,-1.348240,0.000000,-1.348240,0.553697,4.224482,0.000000,4.224482,2.389240,-30.708823,-42.466313,-2.334322
1277955879313519403!,great-proficient-bumblebee,0.050000,0.100581,-1.302290,0.000000,-1.302290,0.648109,4.944808,0.000000,4.944808,2.186469,-26.638341,-36.974290,-2.114996
1277955879313519403!,great-proficient-bumblebee,0.060000,0.107483,-1.249630,0.000000,-1.249630,0.728553,5.558569,0.000000,5.558569,2.005570,-23.006906,-32.074643,-1.919327
1277955879313519403!,great-proficient-bumblebee,0.070000,0.115132,-1.191273,0.000000,-1.191273,0.796537,6.077259,0.000000,6.077259,1.844355,-19.770621,-27.708144,-1.744949
1277955879313519403!,great-proficient-bumblebee,0.080000,0.123409,-1.128121,0.000000,-1.128121,0.853416,6.511223,0.000000,6.511223,1.700853,-16.889916,-23.821405,-1.589731
1277955879313519403!,great-proficient-bumblebee,0.090000,0.132209,-1.060983,0.000000,-1.060983,0.900411,6.869770,0.000000,6.869770,1.573287,-14.329121,-20.366299,-1.451750
1277955879313519403!,great-proficient-bumblebee,0.100000,0.141436,-0.990581,0.000000,-0.990581,0.938618,7.161276,0.000000,7.161276,1.460056,-12.056085,-17.299447,-1.329274
1277955879313519403!,great-proficient-bumblebee,0.110000,0.151007,-0.917559,0.000000,-0.917559,0.969025,7.393273,0.000000,7.393273,1.359716,-10.041827,-14.581747,-1.220742
1277955879313519403!,great-proficient-bumblebee,0.120000,0.160844,-0.842507,0.000000,-0.842507,0.992521,7.572537,0.000000,7.572537,1.270974,-8.260400,-12.178188,-1.124755
1277955879313519403!,great-proficient-bumblebee,0.130000,0.170881,-0.765932,0.000000,-0.765932,1.009904,7.705164,0.000000,7.705164,1.192655,-6.688195,-10.056920,-1.040041
1277955879313519403!,great-proficient-bumblebee,0.140000,0.181058,-0.688282,0.000000,-0.688282,1.021893,7.796630,0.000000,7.796630,1.123695,-5.303868,-8.189142,-0.965451
1277955879313519403!,great-proficient-bumblebee,0.150000,0.191326,-0.609946,0.000000,-0.609946,1.029131,7.851854,0.000000,7.851854,1.063134,-4.088142,-6.548846,-0.899945
1277955879313519403!,great-proficient-bumblebee,0.160000,0.201638,-0.531268,0.000000,-0.531268,1.032197,7.875250,0.000000,7.875250,1.010104,-3.023612,-5.112548,-0.842586
1277955879313519403!,great-proficient-bumblebee,0.170000,0.211956,-0.452547,0.000000,-0.452547,1.031611,7.870778,0.000000,7.870778,0.963824,-2.094565,-3.859048,-0.792527
1277955879313519403!,great-proficient-bumblebee,0.180000,0.222246,-0.374040,0.000000,-0.374040,1.027837,7.841982,0.000000,7.841982,0.923586,-1.286816,-2.769208,-0.749004
1277955879313519403!,great-proficient-bumblebee,0.190000,0.232478,-0.295972,0.000000,-0.295972,1.021291,7.792040,0.000000,7.792040,0.888753,-0.587571,-1.825763,-0.711327
1277955879313519403!,great-proficient-bumblebee,0.200000,0.242627,-0.218535,0.000000,-0.218535,1.012346,7.723792,0.000000,7.723792,0.858750,0.014711,-1.013146,-0.678875
1277955879313519403!,great-proficient-bumblebee,0.210000,0.252673,-0.141894,0.000000,-0.141894,1.001334,7.639775,0.000000,7.639775,0.833060,0.530429,-0.317322,-0.651087
1277955879313519403!,great-proficient-bumblebee,0.220000,0.262595,-0.066189,0.000000,-0.066189,0.988552,7.542258,0.000000,7.542258,0.811215,0.968951,0.274345,-0.627458
1277955879313519403!,great-proficient-bumblebee,0.230000,0.272379,0.008462,0.000000,0.008462,0.974266,7.433260,0.000000,7.433260,0.792796,1.338708,0.773233,-0.607535
1277955879313519403!,great-proficient-bumblebee,0.240000,0.282013,0.081959,0.000000,0.081959,0.958711,7.314581,0.000000,7.314581,0.777424,1.647284,1.189573,-0.590908
1277955879313519403!,great-proficient-bumblebee,0.250000,0.291484,0.154219,0.000000,0.154219,0.942097,7.187824,0.000000,7.187824,0.764761,1.901495,1.532562,-0.577211
1277955879313519403!,great-proficient-bumblebee,0.260000,0.300784,0.225174,0.000000,0.225174,0.924611,7.054412,0.000000,7.054412,0.754500,2.107464,1.810463,-0.566113
1277955879313519403!,great-proficient-bumblebee,0.270000,0.309905,0.294770,0.000000,0.294770,0.906418,6.915608,0.000000,6.915608,0.746369,2.270689,2.030692,-0.557318
1277955879313519403!,great-proficient-bumblebee,0.280000,0.318843,0.362961,0.000000,0.362961,0.887665,6.772530,0.000000,6.772530,0.740122,2.396101,2.199900,-0.550560
1277955879313519403!,great-proficient-bumblebee,0.290000,0.327592,0.429714,0.000000,0.429714,0.868482,6.626169,0.000000,6.626169,0.735538,2.488118,2.324053,-0.545602
1277955879313519403!,great-proficient-bumblebee,0.300000,0.336150,0.495004,0.000000,0.495004,0.848983,6.477399,0.000000,6.477399,0.732420,2.550703,2.408495,-0.542230
1277955879313519403!,great-proficient-bumblebee,0.310000,0.344513,0.558812,0.000000,0.558812,0.829269,6.326990,0.000000,6.326990,0.730592,2.587401,2.458009,-0.540253
1277955879313519403!,great-proficient-bumblebee,0.320000,0.352681,0.621129,0.000000,0.621129,0.809429,6.175621,0.000000,6.175621,0.729896,2.601386,2.476878,-0.539499
