ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
42706482753115169!,talented-zippy-butterfly,0.000000,0.710217,-1.364609,-0.207981,-0.968488,0.745377,-0.666644,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1265.791398,37.825265,-244.986322,919.958104
42706482753115169!,talented-zippy-butterfly,0.010000,0.714633,-1.352168,-0.205671,-0.960963,0.748832,-0.662760,0.879055,2.486263,0.461550,1.504091,0.688441,0.777847,893.465954,26.655950,-170.482594,653.297298
42706482753115169!,talented-zippy-butterfly,0.020000,0.726414,-1.318767,-0.199402,-0.940792,0.758050,-0.652197,1.469411,4.190758,0.790521,2.527882,1.149691,1.336289,632.739632,17.936270,-119.404604,466.632805
42706482753115169!,talented-zippy-butterfly,0.030000,0.743010,-1.270987,-0.190334,-0.912002,0.771047,-0.636779,1.838875,5.357041,1.018909,3.225169,1.442260,1.746367,445.225518,11.551759,-82.798315,332.406934
42706482753115169!,talented-zippy-butterfly,0.040000,0.762487,-1.213439,-0.179355,-0.877382,0.786358,-0.617771,2.044420,6.137902,1.171047,3.690164,1.611595,2.051394,308.725436,7.091110,-55.910095,234.704161
42706482753115169!,talented-zippy-butterfly,0.050000,0.783428,-1.149481,-0.167137,-0.838955,0.802922,-0.596084,2.131616,6.636653,1.265548,3.985500,1.692576,2.279890,209.329657,4.090472,-36.012873,163.566522
42706482753115169!,talented-zippy-butterfly,0.060000,0.804819,-1.081592,-0.154188,-0.798210,0.819981,-0.572391,2.135519,6.927717,1.316506,4.156045,1.711544,2.451881,137.593338,2.134145,-21.368299,112.254955
42706482753115169!,talented-zippy-butterfly,0.070000,0.825956,-1.011591,-0.140893,-0.756243,0.837010,-0.547187,2.082327,7.066727,1.334564,4.235397,1.688010,2.582081,86.666706,0.888434,-10.745849,75.898771
42706482753115169!,talented-zippy-butterfly,0.080000,0.846357,-0.940802,-0.127547,-0.713843,0.853652,-0.520844,1.991145,7.095896,1.327752,4.249210,1.636108,2.681542,51.352007,0.103508,-3.203860,50.807709
42706482753115169!,talented-zippy-butterfly,0.090000,0.865713,-0.870153,-0.114369,-0.671561,0.869673,-0.493628,1.875561,7.047213,1.302094,4.217070,1.565806,2.758637,27.610441,-0.397982,2.008144,34.110428
42706482753115169!,talented-zippy-butterfly,0.100000,0.883830,-0.800286,-0.101525,-0.629771,0.884928,-0.465728,1.745041,6.944644,1.262082,4.153779,1.483944,2.819638,12.296032,-0.736169,5.491758,23.561190
42706482753115169!,talented-zippy-butterfly,0.110000,0.900594,-0.731637,-0.089141,-0.588720,0.899326,-0.437279,1.606050,6.805824,1.211042,4.070309,1.395068,2.869150,2.983675,-0.988841,7.722626,17.418003
42706482753115169!,talented-zippy-butterfly,0.120000,0.915944,-0.664493,-0.077313,-0.548562,0.912812,-0.408379,1.462932,6.643446,1.151432,3.974605,1.302095,2.910452,-2.163165,-1.203942,9.068137,14.351070
42706482753115169!,talented-zippy-butterfly,0.130000,0.929855,-0.599037,-0.066119,-0.509388,0.925357,-0.379097,1.318573,6.466428,1.085069,3.872259,1.206818,2.945784,-4.506275,-1.409223,9.804513,13.364769
42706482753115169!,talented-zippy-butterfly,0.140000,0.942324,-0.535380,-0.055617,-0.471242,0.936942,-0.349484,1.174876,6.280872,1.013313,3.767078,1.110283,2.976594,-5.033219,-1.619251,10.133739,13.728599
42706482753115169!,talented-zippy-butterfly,0.150000,0.953364,-0.473586,-0.045857,-0.434139,0.947559,-0.319580,1.033106,6.090837,0.937202,3.661550,1.013060,3.003736,-4.444274,-1.840259,10.199442,14.917012
42706482753115169!,talented-zippy-butterfly,0.160000,0.963000,-0.413687,-0.036878,-0.398075,0.957202,-0.289421,0.894119,5.898936,0.857556,3.557208,0.915439,3.027629,-3.224887,-2.073374,10.100887,16.558826
42706482753115169!,talented-zippy-butterfly,0.170000,0.971262,-0.355693,-0.028711,-0.363035,0.965867,-0.259038,0.758515,5.706791,0.775048,3.454917,0.817556,3.048390,-1.703776,-2.316695,9.904612,18.396309
42706482753115169!,talented-zippy-butterfly,0.180000,0.978187,-0.299604,-0.021381,-0.328997,0.973552,-0.228464,0.626739,5.515360,0.690263,3.355080,0.719481,3.065919,-0.097863,-2.566598,9.653678,20.253303
42706482753115169!,talented-zippy-butterfly,0.190000,0.983813,-0.245413,-0.014910,-0.295938,0.980256,-0.197732,0.499140,5.325182,0.603729,3.257793,0.621276,3.079983,1.454057,-2.818538,9.374713,22.011190
42706482753115169!,talented-zippy-butterfly,0.200000,0.988185,-0.193107,-0.009311,-0.263835,0.985978,-0.166877,0.376009,5.136533,0.515946,3.162954,0.523028,3.090259,2.866770,-3.067533,9.083129,23.591288
42706482753115169!,talented-zippy-butterfly,0.210000,0.991348,-0.142675,-0.004594,-0.232667,0.990717,-0.135941,0.257599,4.949547,0.427400,3.070341,0.424870,3.096380,4.091170,-3.308467,8.786870,24.942288
42706482753115169!,talented-zippy-butterfly,0.220000,0.993352,-0.094105,-0.000765,-0.202415,0.994476,-0.104966,0.144133,4.764288,0.338570,2.979667,0.326987,3.097956,5.101915,-3.536245,8.489078,26.031294
42706482753115169!,talented-zippy-butterfly,0.230000,0.994248,-0.047381,0.002177,-0.173063,0.997258,-0.074001,0.035817,4.580795,0.249941,2.890607,0.229633,3.094607,5.889646,-3.746000,8.189787,26.838413
