ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
2223848240139224591!,thoughtful-antique-butterfly,0.000000,-1.422876,2.541181,-0.192057,0.964765,-0.184217,0.464827,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-6.746435,2.487169,-46.526146,11.923978,-49.772196,-23.176916
2223848240139224591!,thoughtful-antique-butterfly,0.010000,-1.421736,2.540922,-0.190301,0.964987,-0.183703,0.465030,0.227883,-0.051858,0.350388,0.043867,0.102774,0.040599,-6.200737,-4.595054,-39.848410,13.478559,-44.149179,-32.093425
2223848240139224591!,thoughtful-antique-butterfly,0.020000,-1.418681,2.539874,-0.185100,0.965618,-0.182185,0.465627,0.383184,-0.158568,0.689361,0.081351,0.200634,0.078502,-5.877402,-8.422348,-36.638705,14.375570,-41.541830,-37.230803
2223848240139224591!,thoughtful-antique-butterfly,0.030000,-1.414246,2.537588,-0.176529,0.966583,-0.179697,0.466593,0.504204,-0.299837,1.024145,0.109798,0.297060,0.114405,-5.659403,-10.910956,-35.033999,15.044539,-40.368016,-40.931995
2223848240139224591!,thoughtful-antique-butterfly,0.040000,-1.408683,2.533750,-0.164609,0.967774,-0.176241,0.467909,0.609108,-0.469860,1.359206,0.126048,0.394263,0.148502,-5.493403,-12.863201,-34.230906,15.658161,-39.940050,-44.164893
2223848240139224591!,thoughtful-antique-butterfly,0.050000,-1.402102,2.528071,-0.149320,0.969052,-0.171800,0.469558,0.707499,-0.668966,1.697451,0.126531,0.493876,0.180697,-5.351910,-14.606197,-33.874133,16.277979,-39.947533,-47.309104
2223848240139224591!,thoughtful-antique-butterfly,0.060000,-1.394540,2.520240,-0.130617,0.970241,-0.166342,0.471519,0.805228,-0.900122,2.040651,0.107285,0.597214,0.210685,-5.217378,-16.253055,-33.802953,16.913045,-40.242154,-50.475585
2223848240139224591!,thoughtful-antique-butterfly,0.070000,-1.385981,2.509918,-0.108443,0.971121,-0.159825,0.473768,0.906691,-1.167103,2.389544,0.063989,0.705431,0.237976,-5.075020,-17.825057,-33.930252,17.547072,-40.734469,-53.654170
2223848240139224591!,thoughtful-antique-butterfly,0.080000,-1.376368,2.496725,-0.082742,0.971427,-0.152193,0.476274,1.015554,-1.473693,2.743721,-0.008011,0.819527,0.261880,-4.910355,-19.291686,-34.200884,18.146890,-41.357906,-56.760528
2223848240139224591!,thoughtful-antique-butterfly,0.090000,-1.365610,2.480247,-0.053468,0.970849,-0.143384,0.479000,1.135017,-1.823039,3.101442,-0.113598,0.940331,0.281478,-4.708274,-20.588484,-34.571475,18.666013,-42.050950,-59.655777
2223848240139224591!,thoughtful-antique-butterfly,0.100000,-1.353585,2.460046,-0.020598,0.969024,-0.133325,0.481897,1.267796,-2.217037,3.459435,-0.257694,1.068453,0.295606,-4.453009,-21.624105,-35.001819,19.046152,-42.749436,-62.153448
2223848240139224591!,thoughtful-antique-butterfly,0.110000,-1.340146,2.435673,0.015846,0.965542,-0.121942,0.484902,1.415926,-2.655666,3.812714,-0.444960,1.204220,0.302833,-4.128589,-22.284496,-35.451369,19.218700,-43.383703,-64.024355
2223848240139224591!,thoughtful-antique-butterfly,0.120000,-1.325131,2.406692,0.055787,0.959950,-0.109156,0.487939,1.580459,-3.136291,4.154472,-0.679391,1.347595,0.301469,-3.719497,-22.438502,-35.878094,19.107441,-43.878620,-65.005669
2223848240139224591!,thoughtful-antique-butterfly,0.130000,-1.308373,2.372714,0.099067,0.951758,-0.094894,0.490912,1.761092,-3.653017,4.476123,-0.963811,1.498095,0.289585,-3.211294,-21.947606,-36.238583,18.633302,-44.155906,-64.818725
2223848240139224591!,thoughtful-antique-butterfly,0.140000,-1.289713,2.333425,0.145435,0.940460,-0.079088,0.493705,1.955789,-4.196208,4.767535,-1.299315,1.654721,0.265075,-2.590976,-20.681417,-36.488941,17.721655,-44.138597,-63.198437
2223848240139224591!,thoughtful-antique-butterfly,0.150000,-1.269068,2.288668,0.194471,0.925563,-0.061709,0.496177,2.160100,-4.752577,5.017649,-1.684482,1.815762,0.225824,-1.847552,-18.515991,-36.605237,16.305774,-43.772778,-59.904596
2223848240139224591!,thoughtful-antique-butterfly,0.160000,-1.246371,2.238389,0.245712,0.906591,-0.042721,0.498172,2.368107,-5.304989,5.214948,-2.115523,1.979066,0.169716,-0.969837,-15.421687,-36.534146,14.355318,-42.994056,-54.852800
2223848240139224591!,thoughtful-antique-butterfly,0.170000,-1.221621,2.182715,0.298590,0.883115,-0.022110,0.499511,2.571815,-5.833885,5.348476,-2.585879,2.141979,0.094810,0.051148,-11.439427,-36.235438,11.875257,-41.768138,-48.098760
2223848240139224591!,thoughtful-antique-butterfly,0.180000,-1.194900,2.121972,0.352430,0.854783,0.000110,0.500000,2.761647,-6.318805,5.408866,-3.086359,2.301440,-0.000508,1.220974,-6.696167,-35.685314,8.914157,-40.097953,-39.868708
2223848240139224591!,thoughtful-antique-butterfly,0.190000,-1.166419,2.056670,0.406467,0.821344,0.023883,0.499429,2.927286,-6.740241,5.389180,-3.605621,2.454072,-0.117353,2.539562,-1.408142,-34.877403,5.567243,-38.025459,-30.564147
2223848240139224591!,thoughtful-antique-butterfly,0.200000,-1.136423,1.987562,0.459899,0.782674,0.049142,0.497579,3.058701,-7.081987,5.285981,-4.131126,2.596683,-0.256457,3.994757,4.146737,-33.834351,1.970359,-35.637965,-20.712515
2223848240139224591!,thoughtful-antique-butterfly,0.210000,-1.105315,1.915487,0.511885,0.738768,0.075766,0.494226,3.147312,-7.332356,5.099071,-4.649993,2.726035,-0.417910,5.561192,9.653494,-32.596485,-1.712411,-33.050314,-10.911608
2223848240139224591!,thoughtful-antique-butterfly,0.220000,-1.073549,1.841398,0.561602,0.689755,0.103610,0.489147,3.186809,-7.485535,4.831673,-5.150088,2.839284,-0.601409,7.194576,14.820949,-31.232432,-5.310237,-30.402641,-1.717707
2223848240139224591!,thoughtful-antique-butterfly,0.230000,-1.041629,1.766279,0.608275,0.635873,0.132501,0.482124,3.173812,-7.541504,4.489771,-5.620773,2.933962,-0.806332,8.833145,19.420199,-29.828416,-8.665632,-27.840094,6.433190
2223848240139224591!,thoughtful-antique-butterfly,0.240000,-1.010092,1.691076,0.651194,0.577465,0.162240,0.472946,3.108078,-7.505168,4.081297,-6.053319,3.007904,-1.031835,10.402312,23.311070,-28.477513,-11.651211,-25.495231,13.278655
2223848240139224591!,thoughtful-antique-butterfly,0.250000,-0.979505,1.616628,0.689724,0.514959,0.192599,0.461417,2.992362,-7.384820,3.615284,-6.440981,3.059093,-1.276888,11.822620,26.443273,-27.265072,-14.178006,-23.471964,18.735301
2223848240139224591!,thoughtful-antique-butterfly,0.260000,-0.950329,1.543731,0.723343,0.448824,0.223345,0.447344,2.831857,-7.190875,3.101215,-6.779136,3.085710,-1.540599,13.018878,28.849895,-26.262731,-16.199497,-21.840528,22.882476
2223848240139224591!,thoughtful-antique-butterfly,0.270000,-0.922968,1.473073,0.751621,0.379569,0.254226,0.430545,2.633599,-6.934381,2.548426,-7.064814,3.085738,-1.822050,13.927862,30.622278,-25.521081,-17.706690,-20.635202,25.913306
2223848240139224591!,thoughtful-antique-butterfly,0.280000,-0.897748,1.405243,0.774213,0.307725,0.284963,0.410848,2.405906,-6.625979,1.965789,-7.296454,3.056829,-2.120207,14.505277,31.880039,-25.064703,-18.720117,-19.855688,28.075558
2223848240139224591!,thoughtful-antique-butterfly,0.290000,-0.874910,1.340714,0.790869,0.233835,0.315258,0.388088,2.157602,-6.275257,1.361439,-7.473431,2.995948,-2.433716,14.726117,32.751657,-24.897133,-19.280473,-19.476867,29.631189
2223848240139224591!,thoughtful-antique-butterfly,0.300000,-0.854604,1.279881,0.801409,0.158443,0.344774,0.362120,1.897782,-5.890586,0.742812,-7.596116,2.899595,-2.760697,14.589688,33.353531,-24.999021,-19.442833,-19.451523,30.813708
