ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
1722420842669930168!,great-mauve-beetle,0.000000,1.660480,1.997172,1.407476,0.518663,0.000000,0.000000,0.000000,0.000000,-186.155609,-1139.821918,766.310159
1722420842669930168!,great-mauve-beetle,0.010000,1.641419,2.006142,1.405176,0.524863,-3.813681,1.778277,-0.464721,1.244165,51.332828,130.106608,-176.484235
1722420842669930168!,great-mauve-beetle,0.020000,1.603251,2.020437,1.401715,0.534037,-3.817474,1.081498,-0.226541,0.594614,26.644972,1.402583,-79.102892
1722420842669930168!,great-mauve-beetle,0.030000,1.563241,2.028968,1.400257,0.537849,-4.182880,0.620067,-0.065299,0.170003,27.858582,9.510543,-84.226740
1722420842669930168!,great-mauve-beetle,0.040000,1.519806,2.032726,1.400396,0.537487,-4.503267,0.125634,0.092651,-0.241398,26.823073,5.381901,-80.382240
1722420842669930168!,great-mauve-beetle,0.050000,1.473204,2.031478,1.402046,0.533166,-4.816736,-0.382226,0.236616,-0.622221,26.035114,2.749836,-77.553159
1722420842669930168!,great-mauve-beetle,0.060000,1.423521,2.025054,1.405062,0.525168,-5.117673,-0.907427,0.364385,-0.974894,25.171402,0.347322,-74.543340
1722420842669930168!,great-mauve-beetle,0.070000,1.370893,2.013280,1.409269,0.513771,-5.402539,-1.449164,0.473490,-1.298780,24.150200,-1.821831,-71.111659
1722420842669930168!,great-mauve-beetle,0.080000,1.315500,1.995997,1.414473,0.499266,-5.666351,-2.004186,0.562043,-1.592326,22.881958,-3.823006,-66.980791
1722420842669930168!,great-mauve-beetle,0.090000,1.257578,1.973096,1.420461,0.481966,-5.903302,-2.566700,0.628785,-1.853169,21.290172,-5.704931,-61.915162
1722420842669930168!,great-mauve-beetle,0.100000,1.197422,1.944538,1.427011,0.462212,-6.107208,-3.128596,0.673204,-2.078416,19.316415,-7.506418,-55.734555
1722420842669930168!,great-mauve-beetle,0.110000,1.135391,1.910375,1.433899,0.440378,-6.272053,-3.679871,0.695614,-2.264965,16.927097,-9.257241,-48.333960
1722420842669930168!,great-mauve-beetle,0.120000,1.071901,1.870776,1.440908,0.416873,-6.392564,-4.209280,0.697204,-2.409865,14.119598,-10.978526,-39.701624
1722420842669930168!,great-mauve-beetle,0.130000,1.007459,1.826071,1.447827,0.392169,-6.464895,-4.705258,0.680130,-2.510937,10.928181,-12.674648,-29.938104
1722420842669930168!,great-mauve-beetle,0.140000,0.942580,1.776680,1.454479,0.366730,-6.486661,-5.156630,0.647142,-2.566617,7.413006,-14.392102,-19.212605
1722420842669930168!,great-mauve-beetle,0.150000,0.877772,1.723104,1.460722,0.341015,-6.457431,-5.553485,0.601417,-2.576142,3.665609,-16.163156,-7.789872
1722420842669930168!,great-mauve-beetle,0.160000,0.813537,1.665928,1.466449,0.315482,-6.378851,-5.888058,0.546405,-2.539846,-0.199529,-18.004054,3.994444
1722420842669930168!,great-mauve-beetle,0.170000,0.750344,1.605798,1.471586,0.290576,-6.254471,-6.155347,0.485592,-2.459226,-4.058039,-19.921174,15.773559
1722420842669930168!,great-mauve-beetle,0.180000,0.688620,1.543390,1.476096,0.266722,-6.089406,-6.353416,0.422261,-2.336884,-7.788739,-21.911634,27.188371
1722420842669930168!,great-mauve-beetle,0.190000,0.628737,1.479389,1.479969,0.244317,-5.889859,-6.483366,0.359278,-2.176358,-11.285432,-23.963573,37.922428
1722420842669930168!,great-mauve-beetle,0.200000,0.570999,1.414439,1.483225,0.223707,-5.662513,-6.548913,0.298909,-1.981837,-14.466738,-26.063809,47.732438
1722420842669930168!,great-mauve-beetle,0.210000,0.515636,1.349087,1.485904,0.205155,-5.413907,-6.555629,0.242692,-1.757778,-17.281401,-28.205096,56.465381
1722420842669930168!,great-mauve-beetle,0.220000,0.462828,1.283883,1.488054,0.188934,-5.150545,-6.510884,0.191584,-1.508928,-19.700038,-30.333878,64.024190
1722420842669930168!,great-mauve-beetle,0.230000,0.412694,1.219303,1.489725,0.175271,-4.878101,-6.422766,0.145888,-1.239984,-21.721311,-32.407233,70.396788
