ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
980170606586423108!,great-wine-beetle,0.000000,-2.104684,-0.003336,-1.054036,1.067243,0.000000,0.000000,0.000000,0.000000,-287.918373,-279.870895,-14.811511,223.626657
980170606586423108!,great-wine-beetle,0.010000,-2.097101,-0.011120,-1.054238,1.067044,1.516060,-1.550922,-0.043217,-0.042698,-142.648284,-71.673647,79.032753,111.765742
980170606586423108!,great-wine-beetle,0.020000,-2.076415,-0.027756,-1.052677,1.068583,2.621124,-1.770500,0.352833,0.347581,-104.210463,-23.790180,94.574202,82.063452
980170606586423108!,great-wine-beetle,0.030000,-2.045480,-0.045006,-1.046872,1.074271,3.569632,-1.675466,0.808558,0.787936,-91.454432,-13.991855,91.876574,72.118133
980170606586423108!,great-wine-beetle,0.040000,-2.005489,-0.060947,-1.036618,1.084169,4.427795,-1.509857,1.240936,1.186509,-84.395824,-12.374586,85.478229,66.559720
980170606586423108!,great-wine-beetle,0.050000,-1.957247,-0.075142,-1.022211,1.097763,5.212882,-1.327678,1.636228,1.523617,-78.230714,-12.055543,78.479876,61.689061
980170606586423108!,great-wine-beetle,0.060000,-1.901467,-0.087482,-1.004018,1.114427,5.927644,-1.140260,1.994296,1.796716,-71.745294,-11.485277,71.420468,56.568746
980170606586423108!,great-wine-beetle,0.070000,-1.838861,-0.097925,-0.982402,1.133528,6.569562,-0.950303,2.316493,2.007648,-64.632232,-10.351329,64.333499,50.960268
980170606586423108!,great-wine-beetle,0.080000,-1.770185,-0.106451,-0.957717,1.154460,7.134213,-0.759486,2.603543,2.159848,-56.874819,-8.648854,57.205134,44.850483
980170606586423108!,great-wine-beetle,0.090000,-1.696245,-0.113060,-0.930318,1.176651,7.617080,-0.569975,2.855578,2.257760,-48.595671,-6.467249,50.067478,38.335060
980170606586423108!,great-wine-beetle,0.100000,-1.617898,-0.117778,-0.900561,1.199579,8.014808,-0.384513,3.072567,2.306672,-40.004450,-3.935737,43.005905,31.577924
980170606586423108!,great-wine-beetle,0.110000,-1.536030,-0.120659,-0.868806,1.222774,8.326062,-0.206146,3.254740,2.312558,-31.362601,-1.202214,36.143950,24.783680
980170606586423108!,great-wine-beetle,0.120000,-1.451540,-0.121795,-0.835414,1.245826,8.552009,-0.037902,3.402842,2.281845,-22.947772,1.584262,29.623120,18.169727
