ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
2114607989924626257!,talented-zippy-butterfly,0.000000,1.547051,-1.978286,1.660975,-0.984796,0.963318,-0.268364,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,535.491533,-45.992839,153.589311,918.920993
2114607989924626257!,talented-zippy-butterfly,0.010000,1.545371,-1.972041,1.663422,-0.979034,0.964592,-0.263745,-0.335158,1.249590,0.486746,1.151880,0.252336,0.922864,444.673351,-51.889874,132.285584,797.935126
2114607989924626257!,talented-zippy-butterfly,0.020000,1.540085,-1.954172,1.670165,-0.962668,0.968103,-0.250552,-0.722930,2.327231,0.855425,2.120159,0.443645,1.714194,375.133849,-56.638248,115.781723,705.459646
2114607989924626257!,talented-zippy-butterfly,0.030000,1.530704,-1.926092,1.680057,-0.937308,0.973203,-0.229949,-1.155513,3.290999,1.113533,2.948265,0.567752,2.402873,319.675982,-60.017558,102.126297,630.117114
2114607989924626257!,talented-zippy-butterfly,0.040000,1.516814,-1.888750,1.692025,-0.904219,0.979205,-0.202871,-1.621001,4.175124,1.268262,3.660941,0.622493,3.004610,272.961373,-61.933380,89.914840,563.674229
2114607989924626257!,talented-zippy-butterfly,0.050000,1.498153,-1.842855,1.705064,-0.864495,0.985417,-0.170154,-2.104541,4.995410,1.326742,4.269735,0.608773,3.525600,231.273479,-62.294238,78.175582,500.357057
2114607989924626257!,talented-zippy-butterfly,0.060000,1.474615,-1.789027,1.718246,-0.819159,0.991169,-0.132603,-2.589532,5.753898,1.296950,4.777614,0.530592,3.966025,192.317882,-60.996993,66.313006,436.514739
2114607989924626257!,talented-zippy-butterfly,0.070000,1.446273,-1.727921,1.730732,-0.769233,0.995847,-0.091042,-3.058253,6.443013,1.188747,5.182857,0.395213,4.322988,154.997474,-57.981390,54.074297,370.430085
2114607989924626257!,talented-zippy-butterfly,0.080000,1.413379,-1.660306,1.741791,-0.715771,0.998926,-0.046330,-3.492978,7.049711,1.014459,5.482485,0.213030,4.593156,119.173693,-53.300426,41.516810,302.148219
2114607989924626257!,talented-zippy-butterfly,0.090000,1.376361,-1.587097,1.750829,-0.659857,1.000000,0.000639,-3.877571,7.559635,0.788774,5.675122,-0.003053,4.774999,85.392473,-47.172237,28.954752,233.196915
2114607989924626257!,talented-zippy-butterfly,0.100000,1.335803,-1.509359,1.757407,-0.602580,0.998800,0.048969,-4.199225,7.960922,0.527916,5.763052,-0.238784,4.870373,54.574003,-39.988474,16.873979,166.130173
2114607989924626257!,talented-zippy-butterfly,0.110000,1.292413,-1.428268,1.761258,-0.544988,0.995207,0.097792,-4.449904,8.247054,0.248293,5.753253,-0.480038,4.885244,27.701025,-32.271173,5.822176,103.928437
