ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
906133722625922357!,great-impartial-bumblebee,0.000000,0.097082,-2.420335,0.000000,-2.420335,0.000000,0.000000,0.000000,0.000000,-59.147468,-133.177417,200.186963
906133722625922357!,great-impartial-bumblebee,0.010000,0.095231,-2.413203,0.000000,-2.413203,-0.370031,1.426294,0.000000,1.426294,-51.945372,-117.166385,175.850002
906133722625922357!,great-impartial-bumblebee,0.020000,0.089917,-2.392719,0.000000,-2.392719,-0.692198,2.668098,0.000000,2.668098,-45.498630,-102.834589,154.065499
906133722625922357!,great-impartial-bumblebee,0.030000,0.081588,-2.360615,0.000000,-2.360615,-0.971523,3.744763,0.000000,3.744763,-39.732134,-90.015050,134.579646
906133722625922357!,great-impartial-bumblebee,0.040000,0.070649,-2.318448,0.000000,-2.318448,-1.212525,4.673713,0.000000,4.673713,-34.578174,-78.557245,117.163644
906133722625922357!,great-impartial-bumblebee,0.050000,0.057460,-2.267611,0.000000,-2.267611,-1.419276,5.470638,0.000000,5.470638,-29.975694,-68.325440,101.611178
906133722625922357!,great-impartial-bumblebee,0.060000,0.042345,-2.209352,0.000000,-2.209352,-1.595439,6.149666,0.000000,6.149666,-25.869643,-59.197248,87.736216
906133722625922357!,great-impartial-bumblebee,0.070000,0.025595,-2.144789,0.000000,-2.144789,-1.744315,6.723514,0.000000,6.723514,-22.210387,-51.062330,75.371043
906133722625922357!,great-impartial-bumblebee,0.080000,0.007469,-2.074922,0.000000,-2.074922,-1.868873,7.203625,0.000000,7.203625,-18.953183,-43.821217,64.364464
906133722625922357!,great-impartial-bumblebee,0.090000,-0.011801,-2.000644,0.000000,-2.000644,-1.971785,7.600300,0.000000,7.600300,-16.057701,-37.384250,54.580197
906133722625922357!,great-impartial-bumblebee,0.100000,-0.032008,-1.922755,0.000000,-1.922755,-2.055453,7.922804,0.000000,7.922804,-13.487587,-31.670612,45.895397
906133722625922357!,great-impartial-bumblebee,0.110000,-0.052967,-1.841968,0.000000,-1.841968,-2.122042,8.179472,0.000000,8.179472,-11.210073,-26.607454,38.199337
906133722625922357!,great-impartial-bumblebee,0.120000,-0.074512,-1.758921,0.000000,-1.758921,-2.173495,8.377799,0.000000,8.377799,-9.195651,-22.129180,31.392306
906133722625922357!,great-impartial-bumblebee,0.130000,-0.096495,-1.674189,0.000000,-1.674189,-2.211561,8.524524,0.000000,8.524524,-7.417804,-18.176836,25.384696
906133722625922357!,great-impartial-bumblebee,0.140000,-0.118786,-1.588267,0.000000,-1.588267,-2.237812,8.625708,0.000000,8.625708,-5.852415,-14.696807,20.095010
906133722625922357!,great-impartial-bumblebee,0.150000,-0.141273,-1.501589,0.000000,-1.501589,-2.253659,8.686793,0.000000,8.686793,-4.477712,-11.640695,15.449683
906133722625922357!,great-impartial-bumblebee,0.160000,-0.163857,-1.414539,0.000000,-1.414539,-2.260371,8.712664,0.000000,8.712664,-3.274043,-8.964810,11.382306
906133722625922357!,great-impartial-bumblebee,0.170000,-0.186452,-1.327448,0.000000,-1.327448,-2.259083,8.707701,0.000000,8.707701,-2.223670,-6.629718,7.832938
906133722625922357!,great-impartial-bumblebee,0.180000,-0.208981,-1.240607,0.000000,-1.240607,-2.250815,8.675832,0.000000,8.675832,-1.310582,-4.599826,4.747478
