ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
913041109346620861!,thoughtful-zippy-butterfly,0.000000,-1.422876,2.541181,-0.715335,0.670516,-0.290397,0.407025,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-384.457675,-181.879500,97.424324,97.435364
913041109346620861!,thoughtful-zippy-butterfly,0.010000,-1.414487,2.543836,-0.715709,0.669881,-0.290362,0.407050,1.677129,0.526586,-0.074193,-0.126463,0.007065,0.005040,-168.434532,-82.985125,64.873545,84.297397
913041109346620861!,thoughtful-zippy-butterfly,0.020000,-1.393702,2.549732,-0.717151,0.667638,-0.290475,0.406969,2.481224,0.646850,-0.213336,-0.321756,-0.029729,-0.021219,-78.802635,-42.386907,52.457229,81.434328
913041109346620861!,thoughtful-zippy-butterfly,0.030000,-1.366638,2.555897,-0.720118,0.663277,-0.291058,0.406553,2.933496,0.580841,-0.379105,-0.550743,-0.086723,-0.062086,-41.983446,-26.184453,48.530122,83.057811
913041109346620861!,thoughtful-zippy-butterfly,0.040000,-1.335719,2.560929,-0.724794,0.656521,-0.292264,0.405687,3.251811,0.420488,-0.553913,-0.800370,-0.154172,-0.111068,-27.036745,-20.109440,48.232589,86.766610
913041109346620861!,thoughtful-zippy-butterfly,0.050000,-1.301825,2.564056,-0.731225,0.647180,-0.294178,0.404301,3.527755,0.200225,-0.728738,-1.066814,-0.228124,-0.165988,-21.003119,-18.169958,49.494694,91.469468
913041109346620861!,thoughtful-zippy-butterfly,0.060000,-1.265187,2.564730,-0.739385,0.635084,-0.296860,0.402336,3.799697,-0.069796,-0.897756,-1.349790,-0.306941,-0.226474,-18.447311,-17.832095,51.390014,96.575039
913041109346620861!,thoughtful-zippy-butterfly,0.070000,-1.225766,2.562452,-0.749192,0.620063,-0.300354,0.399735,4.083061,-0.389123,-1.055996,-1.650016,-0.389803,-0.292891,-17.065242,-17.994758,53.450378,101.659791
913041109346620861!,thoughtful-zippy-butterfly,0.080000,-1.183421,2.556713,-0.760514,0.601937,-0.304697,0.396434,4.382753,-0.760549,-1.198352,-1.967998,-0.476047,-0.365888,-15.850243,-18.144187,55.379582,106.328744
913041109346620861!,thoughtful-zippy-butterfly,0.090000,-1.137991,2.546972,-0.773165,0.580528,-0.309922,0.392363,4.698165,-1.186972,-1.319220,-2.303351,-0.564848,-0.446166,-14.330416,-18.002783,56.934787,110.159215
913041109346620861!,thoughtful-zippy-butterfly,0.100000,-1.089338,2.532668,-0.786900,0.555667,-0.316048,0.387445,5.025119,-1.669534,-1.412485,-2.654348,-0.655068,-0.534356,-12.256115,-17.386477,57.881470,112.685893
913041109346620861!,thoughtful-zippy-butterfly,0.110000,-1.037410,2.513279,-0.801389,0.527254,-0.323071,0.381608,5.356828,-2.206093,-1.471933,-3.017630,-0.745171,-0.630866,-9.441721,-16.132901,57.975782,113.402222
913041109346620861!,thoughtful-zippy-butterfly,0.120000,-0.982206,2.488299,-0.816260,0.495195,-0.330979,0.374771,5.683924,-2.790561,-1.491347,-3.387976,-0.833212,-0.735850,-5.824486,-14.136974,56.998926,111.821504
913041109346620861!,thoughtful-zippy-butterfly,0.130000,-0.923825,2.457299,-0.831089,0.459450,-0.339739,0.366848,5.995309,-3.412028,-1.465150,-3.758327,-0.916864,-0.849112,-1.410966,-11.331641,54.772111,107.520487
913041109346620861!,thoughtful-zippy-butterfly,0.140000,-0.862478,2.419981,-0.845403,0.420054,-0.349299,0.357757,6.279010,-4.054566,-1.389074,-4.120034,-0.993521,-0.970033,3.711027,-7.701771,51.191337,100.208974
913041109346620861!,thoughtful-zippy-butterfly,0.150000,-0.798475,2.376226,-0.858691,0.377133,-0.359575,0.347428,6.523355,-4.697785,-1.260746,-4.463314,-1.060432,-1.097506,9.355978,-3.301687,46.264447,89.805351
913041109346620861!,thoughtful-zippy-butterfly,0.160000,-0.732284,2.326139,-0.870435,0.330916,-0.370459,0.335797,6.718128,-5.318186,-1.080334,-4.778213,-1.114976,-1.230067,15.212622,1.721511,40.145416,76.506675
913041109346620861!,thoughtful-zippy-butterfly,0.170000,-0.664436,2.270065,-0.880128,0.281729,-0.381819,0.322822,6.856286,-5.891365,-0.850565,-5.055338,-1.154815,-1.365863,20.898960,7.145857,33.131581,60.808590
913041109346620861!,thoughtful-zippy-butterfly,0.180000,-0.595513,2.208588,-0.887299,0.229987,-0.393498,0.308479,6.934827,-6.394570,-0.576650,-5.286849,-1.178134,-1.502837,25.992033,12.685425,25.642300,43.482349
913041109346620861!,thoughtful-zippy-butterfly,0.190000,-0.526118,2.142506,-0.891542,0.176173,-0.405326,0.292765,6.955396,-6.809256,-0.265803,-5.467267,-1.183809,-1.638955,30.111053,18.032996,18.159755,25.486930
913041109346620861!,thoughtful-zippy-butterfly,0.200000,-0.456819,2.072773,-0.892530,0.120811,-0.417124,0.275695,6.924038,-7.122992,0.073544,-5.593845,-1.171457,-1.772401,32.991378,22.906441,11.153233,7.837632
913041109346620861!,thoughtful-zippy-butterfly,0.210000,-0.388108,2.000438,-0.890021,0.064442,-0.428713,0.257303,6.850242,-7.330347,0.432592,-5.666553,-1.141380,-1.901747,34.535082,27.090060,5.006158,-8.536440
913041109346620861!,thoughtful-zippy-butterfly,0.220000,-0.320377,1.926573,-0.883861,0.007593,-0.439922,0.237631,6.745499,-7.432636,0.802942,-5.687679,-1.094416,-2.026069,34.821899,30.459320,-0.034127,-22.909106
913041109346620861!,thoughtful-zippy-butterfly,0.230000,-0.253899,1.852209,-0.873977,-0.049239,-0.450586,0.216731,6.621733,-7.436716,1.177138,-5.661188,-1.031720,-2.144959,34.079335,32.983691,-3.872684,-34.821159
913041109346620861!,thoughtful-zippy-butterfly,0.240000,-0.188833,1.778289,-0.860363,-0.105603,-0.460555,0.194652,6.489929,-7.353262,1.548946,-5.592004,-0.954532,-2.258461,32.625230,34.710214,-6.550878,-44.084839
913041109346620861!,thoughtful-zippy-butterfly,0.250000,-0.125057,1.705600,-0.843064,-0.161072,-0.469679,0.171469,6.358379,-7.194893,1.913381,-5.485144,-0.864004,-2.366632,30.756439,35.715178,-8.195583,-50.728664
913041109346620861!,thoughtful-zippy-butterfly,0.260000,-0.062496,1.634810,-0.822172,-0.215296,-0.477830,0.147236,6.233687,-6.974641,2.266606,-5.345710,-0.761073,-2.469944,28.780485,36.113895,-8.998148,-54.949209
913041109346620861!,thoughtful-zippy-butterfly,0.270000,-0.001066,1.566469,-0.797814,-0.267977,-0.484889,0.121994,6.120353,-6.704975,2.605674,-5.178458,-0.646327,-2.568948,26.956031,36.026640,-9.170355,-57.038563
913041109346620861!,thoughtful-zippy-butterfly,0.280000,0.059349,1.501011,-0.770147,-0.318862,-0.490740,0.095784,6.020766,-6.397181,2.928297,-4.987637,-0.519978,-2.664038,25.461070,35.556317,-8.911412,-57.322334
913041109346620861!,thoughtful-zippy-butterfly,0.290000,0.118886,1.438765,-0.739342,-0.367735,-0.495266,0.068644,5.935622,-6.061126,3.232662,-4.777010,-0.381885,-2.755314,24.395853,34.783437,-8.392474,-56.122001
913041109346620861!,thoughtful-zippy-butterfly,0.300000,0.177680,1.379972,-0.705592,-0.414417,-0.498348,0.040610,5.864387,-5.705272,3.517317,-4.549949,-0.231634,-2.842479,23.794729,33.767376,-7.750931,-53.735489
913041109346620861!,thoughtful-zippy-butterfly,0.310000,0.235858,1.324792,-0.669099,-0.458759,-0.499862,0.011730,5.805723,-5.336805,3.781113,-4.309538,-0.068631,-2.924771,23.641265,32.551220,-7.091171,-50.431543
913041109346620861!,thoughtful-zippy-butterfly,0.320000,0.293531,1.273323,-0.630077,-0.500641,-0.499678,-0.017944,5.757857,-4.961802,4.023201,-4.058660,0.107767,-3.000920,23.882894,31.167854,-6.488739,-46.452468
913041109346620861!,thoughtful-zippy-butterfly,0.330000,0.350794,1.225605,-0.588746,-0.539973,-0.497658,-0.048340,5.718847,-4.585375,4.243052,-3.800040,0.298122,-3.069138,24.443209,29.645600,-5.995685,-42.020419
913041109346620861!,thoughtful-zippy-butterfly,0.340000,0.407722,1.181630,-0.545330,-0.576691,-0.493661,-0.079368,5.686783,-4.211772,4.440482,-3.536247,0.502762,-3.127140,25.231354,28.012394,-5.645798,-37.343734
913041109346620861!,thoughtful-zippy-butterfly,0.350000,0.464372,1.141355,-0.500052,-0.610754,-0.487544,-0.110911,5.659904,-3.844438,4.615659,-3.269648,0.721639,-3.172199,26.148710,26.297987,-5.459094,-32.621135
913041109346620861!,thoughtful-zippy-butterfly,0.360000,0.520784,1.104704,-0.453134,-0.642146,-0.479167,-0.142824,5.636652,-3.486044,4.769070,-3.002343,0.954183,-3.201242,27.093335,24.534122,-5.445395,-28.042864
913041109346620861!,thoughtful-zippy-butterfly,0.370000,0.576987,1.071579,-0.404788,-0.670867,-0.468401,-0.174930,5.615677,-3.138524,4.901445,-2.736093,1.199177,-3.210973,27.962645,22.752872,-5.607044,-23.788724
913041109346620861!,thoughtful-zippy-butterfly,0.380000,0.632994,1.041865,-0.355222,-0.696936,-0.455130,-0.207019,5.595799,-2.803123,5.013640,-2.472264,1.454653,-3.198041,28.654767,20.983642,-5.940905,-20.023773
913041109346620861!,thoughtful-zippy-butterfly,0.390000,0.688809,1.015439,-0.304632,-0.720382,-0.439263,-0.238848,5.575951,-2.480497,5.106485,-2.211812,1.717829,-3.159238,29.068956,19.249495,-6.439835,-16.892832
913041109346620861!,thoughtful-zippy-butterfly,0.400000,0.744427,0.992173,-0.253208,-0.741241,-0.420741,-0.270143,5.555105,-2.170854,5.180609,-1.955319,1.985084,-3.091715,29.105497,17.563586,-7.093765,-14.515180
913041109346620861!,thoughtful-zippy-butterfly,0.410000,0.799831,0.971937,-0.201137,-0.759555,-0.399545,-0.300606,5.532208,-1.874155,5.236286,-1.703084,2.252006,-2.993214,28.665573,15.926475,-7.890533,-12.980645
913041109346620861!,thoughtful-zippy-butterfly,0.420000,0.854992,0.954601,-0.148604,-0.775368,-0.375704,-0.329919,5.506140,-1.590345,5.273309,-1.455274,2.513480,-2.862296,27.651676,14.324985,-8.816540,-12.347900
913041109346620861!,thoughtful-zippy-butterfly,0.430000,0.909870,0.940035,-0.095801,-0.788729,-0.349301,-0.357756,5.475693,-1.319597,5.290918,-1.212108,2.763855,-2.698535,25.969150,12.733017,-9.857307,-12.645292
913041109346620861!,thoughtful-zippy-butterfly,0.440000,0.964408,0.928100,-0.042934,-0.799691,-0.320474,-0.383792,5.439594,-1.062554,5.287808,-0.974059,2.997146,-2.502675,23.529525,11.114713,-10.998142,-13.874574
913041109346620861!,thoughtful-zippy-butterfly,0.450000,1.018505,0.918620,0.009744,-0.808344,-0.289421,-0.407720,5.396628,-0.820539,5.262226,-0.742032,3.207184,-2.276633,20.257510,9.432913,-12.227208,-16.025008
913041109346620861!,thoughtful-zippy-butterfly,0.460000,1.072143,0.911477,0.062049,-0.814706,-0.256416,-0.429244,5.345264,-0.595485,5.212067,-0.517542,3.388487,-2.024167,16.084311,7.630023,-13.517819,-19.014501
913041109346620861!,thoughtful-zippy-butterfly,0.470000,1.125155,0.906409,0.113633,-0.818939,-0.221774,-0.448125,5.284731,-0.390354,5.135304,-0.302750,3.535576,-1.749730,10.991347,5.688098,-14.865182,-22.819911
913041109346620861!,thoughtful-zippy-butterfly,0.480000,1.177623,0.903392,0.164430,-0.820975,-0.185849,-0.464177,5.213337,-0.208332,5.029712,-0.100439,3.645325,-1.459531,4.964507,3.546383,-16.226795,-27.268168
913041109346620861!,thoughtful-zippy-butterfly,0.490000,1.229336,0.902073,0.214033,-0.821053,-0.149031,-0.477273,5.131052,-0.053648,4.893967,0.086047,3.714289,-1.159807,-1.919849,1.231215,-17.604574,-32.331556
913041109346620861!,thoughtful-zippy-butterfly,0.500000,1.280173,0.902146,0.262126,-0.819359,-0.111737,-0.487355,5.037526,0.069568,4.727240,0.253062,3.740863,-0.857677,-9.562241,-1.246710,-18.976057,-37.887394
913041109346620861!,thoughtful-zippy-butterfly,0.510000,1.330019,0.903274,0.308393,-0.816110,-0.074393,-0.494435,4.932755,0.157317,4.529537,0.396901,3.725011,-0.560466,-17.806597,-3.854837,-20.317178,-43.792370
913041109346620861!,thoughtful-zippy-butterfly,0.520000,1.378761,0.905080,0.352527,-0.811557,-0.037417,-0.498598,4.817069,0.206095,4.301812,0.514124,3.668256,-0.275281,-26.442305,-6.539243,-21.602934,-49.884851
913041109346620861!,thoughtful-zippy-butterfly,0.530000,1.426292,0.907158,0.394234,-0.805984,-0.001205,-0.499999,4.691066,0.213247,4.045968,0.601877,3.573578,-0.008615,-35.212883,-9.228782,-22.807621,-55.986427
913041109346620861!,thoughtful-zippy-butterfly,0.540000,1.472522,0.909105,0.433267,-0.799681,0.033892,-0.498850,4.555496,0.177234,3.764700,0.658183,3.445232,0.234067,-43.828070,-11.839500,-23.906850,-61.909491
913041109346620861!,thoughtful-zippy-butterfly,0.550000,1.517358,0.910491,0.469390,-0.792965,0.067564,-0.495414,4.411200,0.097885,3.461448,0.682173,3.288390,0.448469,-51.986528,-14.285289,-24.876180,-67.458553
913041109346620861!,thoughtful-zippy-butterfly,0.560000,1.560714,0.910885,0.502398,-0.786161,0.099556,-0.489988,4.259001,-0.023512,3.140148,0.674229,3.108847,0.631654,-59.395812,-16.485582,-25.692475,-72.438829
913041109346620861!,thoughtful-zippy-butterfly,0.570000,1.602514,0.909865,0.532123,-0.779591,0.129667,-0.482894,4.099628,-0.184177,2.804992,0.636067,2.912655,0.782107,-65.796611,-18.374731,-26.334221,-76.664443
913041109346620861!,thoughtful-zippy-butterfly,0.580000,1.642687,0.907066,0.558449,-0.773538,0.157759,-0.474460,3.933755,-0.380159,2.460150,0.570534,2.705841,0.899700,-70.966488,-19.898151,-26.787553,-79.979748
913041109346620861!,thoughtful-zippy-butterfly,0.590000,1.681168,0.902143,0.581290,-0.768266,0.183752,-0.465011,3.761871,-0.606287,2.109630,0.481628,2.494018,0.985524,-74.756605,-21.031491,-27.039291,-82.250106
913041109346620861!,thoughtful-zippy-butterfly,0.600000,1.717897,0.894816,0.600599,-0.763992,0.207616,-0.454858,3.584435,-0.856669,1.757091,0.374146,2.282204,1.041690,-77.081822,-21.769832,-27.083698,-83.383335
913041109346620861!,thoughtful-zippy-butterfly,0.610000,1.752818,0.884863,0.616366,-0.760882,0.229369,-0.444286,3.401892,-1.124981,1.405754,0.253431,2.074649,1.071068,-77.925379,-22.129171,-26.921246,-83.329909
913041109346620861!,thoughtful-zippy-butterfly,0.620000,1.785881,0.872127,0.628610,-0.759046,0.249068,-0.433549,3.214734,-1.404786,1.058377,0.125088,1.874761,1.077025,-77.334134,-22.143433,-26.558288,-82.083210
913041109346620861!,thoughtful-zippy-butterfly,0.630000,1.817037,0.856512,0.637373,-0.758540,0.266799,-0.422869,3.023557,-1.689843,0.717273,-0.005290,1.685095,1.063169,-75.408038,-21.859415,-26.006803,-79.677744
913041109346620861!,thoughtful-zippy-butterfly,0.640000,1.846248,0.837981,0.642718,-0.759365,0.282668,-0.412430,2.829097,-1.974350,0.384371,-0.132358,1.507406,1.033132,-72.286811,-21.331228,-25.283850,-76.184830
913041109346620861!,thoughtful-zippy-butterfly,0.650000,1.873481,0.816552,0.644725,-0.761472,0.296796,-0.402383,2.632251,-2.253143,0.061292,-0.251223,1.342739,0.990398,-68.135727,-20.614994,-24.410796,-71.706472
913041109346620861!,thoughtful-zippy-butterfly,0.660000,1.898719,0.792307,0.643504,-0.764753,0.309319,-0.392838,2.434064,-2.521830,-0.250590,-0.357612,1.191522,0.938200,-63.130886,-19.763301,-23.413437,-66.370543
913041109346620861!,thoughtful-zippy-butterfly,0.670000,1.921987,0.765486,0.639260,-0.768988,0.320418,-0.383839,2.235722,-2.776902,-0.550118,-0.448108,1.053638,0.879547,-57.445023,-18.819606,-22.324394,-60.330256
913041109346620861!,thoughtful-zippy-butterfly,0.680000,1.943290,0.736234,0.632119,-0.774008,0.330221,-0.375439,2.038400,-3.015503,-0.836101,-0.519901,0.928755,0.816896,-51.255647,-17.830164,-21.168651,-53.726401
913041109346620861!,thoughtful-zippy-butterfly,0.690000,1.962642,0.704721,0.622218,-0.779618,0.338853,-0.367666,1.843342,-3.235581,-1.107416,-0.570917,0.816297,0.752326,-44.721760,-16.829674,-19.973138,-46.705724
913041109346620861!,thoughtful-zippy-butterfly,0.700000,1.980070,0.671136,0.609705,-0.785607,0.346433,-0.360533,1.651771,-3.435800,-1.362989,-0.599802,0.715527,0.687542,-37.982389,-15.842938,-18.764836,-39.413020
913041109346620861!,thoughtful-zippy-butterfly,0.710000,1.995616,0.635676,0.594741,-0.791751,0.353071,-0.354035,1.464827,-3.615451,-1.601794,-0.605876,0.625616,0.623912,-31.156053,-14.886378,-17.569458,-31.985444
913041109346620861!,thoughtful-zippy-butterfly,0.720000,2.009328,0.598547,0.577495,-0.797826,0.358870,-0.348156,1.283523,-3.774351,-1.822866,-0.589077,0.545701,0.562495,-24.341293,-13.969593,-16.410492,-24.548459
913041109346620861!,thoughtful-zippy-butterfly,0.730000,2.021266,0.559950,0.558147,-0.803605,0.363924,-0.342869,1.108703,-3.912744,-2.025317,-0.549883,0.474921,0.504086,-17.618043,-13.096927,-15.308524,-17.213138
913041109346620861!,thoughtful-zippy-butterfly,0.740000,2.031498,0.520086,0.536884,-0.808872,0.368320,-0.338143,0.941030,-4.031203,-2.208361,-0.489236,0.412444,0.449253,-11.049557,-12.268951,-14.280792,-10.074604
913041109346620861!,thoughtful-zippy-butterfly,0.750000,2.040097,0.479147,0.513903,-0.813421,0.372135,-0.333940,0.780982,-4.130545,-2.371336,-0.408458,0.357489,0.398377,-4.684610,-11.483784,-13.340957,-3.211423
913041109346620861!,thoughtful-zippy-butterfly,0.760000,2.047140,0.437319,0.489406,-0.817059,0.375439,-0.330220,0.628856,-4.211753,-2.513726,-0.309177,0.309329,0.351687,1.440256,-10.738187,-12.499054,3.314201
913041109346620861!,thoughtful-zippy-butterfly,0.770000,2.052705,0.394776,0.463598,-0.819612,0.378297,-0.326942,0.484783,-4.275910,-2.635173,-0.193240,0.267305,0.309292,7.298586,-10.028418,-11.761604,9.455613
913041109346620861!,thoughtful-zippy-butterfly,0.780000,2.056872,0.351679,0.436688,-0.820926,0.380766,-0.324063,0.348758,-4.324149,-2.735493,-0.062652,0.230818,0.271205,12.872069,-9.350841,-11.131861,15.180424
913041109346620861!,thoughtful-zippy-butterfly,0.790000,2.059722,0.308182,0.408888,-0.820865,0.382899,-0.321541,0.220656,-4.357608,-2.814674,0.080494,0.199330,0.237367,18.148845,-8.702324,-10.610146,20.468914
913041109346620861!,thoughtful-zippy-butterfly,0.800000,2.061330,0.264424,0.380405,-0.819315,0.384741,-0.319334,0.100267,-4.377400,-2.872878,0.234072,0.172360,0.207663,23.122070,-8.080449,-10.194250,25.312268
913041109346620861!,thoughtful-zippy-butterfly,0.810000,2.061774,0.220536,0.351449,-0.816183,0.386337,-0.317402,-0.012679,-4.384595,-2.910432,0.395968,0.149477,0.181940,27.788739,-7.483589,-9.879866,29.710743
913041109346620861!,thoughtful-zippy-butterfly,0.820000,2.061126,0.176635,0.322221,-0.811398,0.387723,-0.315707,-0.118490,-4.380203,-2.927819,0.564123,0.130296,0.160018,32.148716,-6.910874,-9.661014,33.671890
913041109346620861!,thoughtful-zippy-butterfly,0.830000,2.059457,0.132830,0.292920,-0.804907,0.388935,-0.314212,-0.217493,-4.365167,-2.925660,0.736559,0.114471,0.141693,36.203959,-6.362109,-9.530452,37.208879
913041109346620861!,thoughtful-zippy-butterfly,0.840000,2.056832,0.089217,0.263737,-0.796678,0.390005,-0.312884,-0.310014,-4.340362,-2.904698,0.911405,0.101690,0.126754,39.957837,-5.837657,-9.480022,40.338991
913041109346620861!,thoughtful-zippy-butterfly,0.850000,2.053319,0.045884,0.234855,-0.786696,0.390960,-0.311690,-0.396376,-4.306590,-2.865776,1.086902,0.091664,0.114977,43.414390,-5.338386,-9.500882,43.082315
913041109346620861!,thoughtful-zippy-butterfly,0.860000,2.048981,0.002898,0.206448,-0.774966,0.391826,-0.310601,-0.476905,-4.264568,-2.809810,1.261407,0.084128,0.106128,46.576924,-4.865851,-9.583448,45.460693
913041109346620861!,thoughtful-zippy-butterfly,0.870000,2.043861,-0.039594,0.178691,-0.761495,0.392634,-0.309579,-0.551595,-4.215110,-2.737896,1.433619,0.078928,0.100103,49.456746,-4.419953,-9.721221,47.496525
913041109346620861!,thoughtful-zippy-butterfly,0.880000,2.038030,-0.081573,0.151734,-0.746320,0.393401,-0.308602,-0.620842,-4.158767,-2.651028,1.602115,0.075792,0.096618,52.052738,-4.004169,-9.902661,49.213748
913041109346620861!,thoughtful-zippy-butterfly,0.890000,2.031538,-0.122959,0.125724,-0.729483,0.394150,-0.307645,-0.684761,-4.096192,-2.550321,1.765761,0.074535,0.095493,54.373353,-3.618772,-10.120133,50.634181
913041109346620861!,thoughtful-zippy-butterfly,0.900000,2.024441,-0.163692,0.100795,-0.711036,0.394900,-0.306682,-0.743482,-4.027975,-2.436894,1.923533,0.074971,0.096536,56.424090,-3.265014,-10.365339,51.779421
913041109346620861!,thoughtful-zippy-butterfly,0.910000,2.016806,-0.203742,0.077081,-0.691046,0.395670,-0.305688,-0.797197,-3.954434,-2.311785,2.074427,0.076937,0.099584,58.187819,-2.952333,-10.623646,52.672715
913041109346620861!,thoughtful-zippy-butterfly,0.920000,2.008629,-0.242961,0.054658,-0.669576,0.396466,-0.304655,-0.845637,-3.877099,-2.176423,2.218132,0.080231,0.104410,59.763581,-2.646551,-10.915746,53.321250
913041109346620861!,thoughtful-zippy-butterfly,0.930000,1.999985,-0.281364,0.033637,-0.646707,0.397302,-0.303563,-0.889142,-3.795879,-2.031748,2.353846,0.084686,0.110837,61.098038,-2.371809,-11.216586,53.754560
913041109346620861!,thoughtful-zippy-butterfly,0.940000,1.990926,-0.318918,0.014104,-0.622522,0.398190,-0.302399,-0.927788,-3.711309,-1.878819,2.481037,0.090130,0.118680,62.201789,-2.126429,-11.521377,53.988419
913041109346620861!,thoughtful-zippy-butterfly,0.950000,1.981500,-0.355597,-0.003865,-0.597108,0.399135,-0.301150,-0.961642,-3.623934,-1.718668,2.599280,0.096392,0.127755,63.088333,-1.907515,-11.826718,54.037147
913041109346620861!,thoughtful-zippy-butterfly,0.960000,1.971757,-0.391379,-0.020201,-0.570557,0.400147,-0.299804,-0.990757,-3.534195,-1.552267,2.708226,0.103323,0.137904,63.760705,-1.715971,-12.126690,53.915201
913041109346620861!,thoughtful-zippy-butterfly,0.970000,1.961745,-0.426243,-0.034846,-0.542964,0.401232,-0.298350,-1.015167,-3.442564,-1.380552,2.807607,0.110779,0.148980,64.225906,-1.550932,-12.417111,53.635094
913041109346620861!,thoughtful-zippy-butterfly,0.980000,1.951513,-0.460173,-0.047751,-0.514424,0.402395,-0.296780,-1.034902,-3.349518,-1.204412,2.897226,0.118624,0.160839,64.492107,-1.410928,-12.694641,53.208078
913041109346620861!,thoughtful-zippy-butterfly,0.990000,1.941109,-0.493154,-0.058875,-0.485037,0.403639,-0.295086,-1.049988,-3.255526,-1.024691,2.976945,0.126726,0.173345,64.567627,-1.294316,-12.956456,52.644411
913041109346620861!,thoughtful-zippy-butterfly,1.000000,1.930580,-0.525178,-0.068185,-0.454899,0.404967,-0.293261,-1.060451,-3.161052,-0.842180,3.046678,0.134961,0.186370,64.460535,-1.199456,-13.200100,51.953498
