ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2
334648752373062005!,great-devious-beetle,0.000000,1.552669,0.520539,1.175831,-0.931354,0.000000,0.000000,0.000000,0.000000,-482.279456,-99.989694
334648752373062005!,great-devious-beetle,0.010000,1.554001,0.511338,1.169995,-0.938676,0.265005,-1.838885,-1.170350,-1.458761,-306.784241,-33.204069
334648752373062005!,great-devious-beetle,0.020000,1.555858,0.486980,1.154056,-0.958204,0.102295,-3.029228,-2.024243,-2.437989,-208.455230,-0.291489
334648752373062005!,great-devious-beetle,0.030000,1.555113,0.452604,1.130391,-0.986011,-0.256471,-3.838097,-2.714801,-3.112325,-150.976951,14.914442
334648752373062005!,great-devious-beetle,0.040000,1.550409,0.411321,1.100248,-1.019537,-0.687179,-4.406179,-3.316444,-3.578988,-115.622898,20.944710
334648752373062005!,great-devious-beetle,0.050000,1.541334,0.365148,1.064323,-1.056984,-1.125901,-4.812052,-3.866095,-3.892939,-92.517108,22.286832
334648752373062005!,great-devious-beetle,0.060000,1.527967,0.315472,1.023041,-1.096990,-1.540914,-5.101772,-4.381641,-4.086272,-76.405339,21.288358
334648752373062005!,great-devious-beetle,0.070000,1.510625,0.263307,0.976695,-1.138449,-1.917370,-5.303855,-4.870918,-4.178847,-64.466688,19.176933
334648752373062005!,great-devious-beetle,0.080000,1.489736,0.209427,0.925532,-1.180420,-2.249150,-5.437289,-5.336330,-4.184056,-55.151388,16.605193
334648752373062005!,great-devious-beetle,0.090000,1.465778,0.154461,0.869806,-1.222063,-2.534824,-5.515813,-5.777268,-4.111983,-47.576983,13.929196
334648752373062005!,great-devious-beetle,0.100000,1.439221,0.098917,0.809790,-1.262632,-2.775464,-5.550157,-6.191531,-3.970943,-41.209172,11.352907
334648752373062005!,great-devious-beetle,0.110000,1.410513,0.043192,0.745771,-1.301471,-2.973558,-5.549204,-6.576116,-3.768258,-35.697844,8.999654
334648752373062005!,great-devious-beetle,0.120000,1.380070,-0.012401,0.678068,-1.337993,-3.132527,-5.520576,-6.927626,-3.510782,-30.796456,6.944709
334648752373062005!,great-devious-beetle,0.130000,1.348268,-0.067620,0.607035,-1.371681,-3.256397,-5.470912,-7.242540,-3.205174,-26.317643,5.233295
334648752373062005!,great-devious-beetle,0.140000,1.315424,-0.122265,0.533074,-1.402081,-3.349563,-5.405965,-7.517441,-2.858147,-22.114714,3.887621
334648752373062005!,great-devious-beetle,0.150000,1.281786,-0.176171,0.456622,-1.428809,-3.416536,-5.330627,-7.749221,-2.476511,-18.069877,2.913039
334648752373062005!,great-devious-beetle,0.160000,1.247577,-0.229250,0.378118,-1.451560,-3.461813,-5.248961,-7.935083,-2.067015,-14.076353,2.308634
334648752373062005!,great-devious-beetle,0.170000,1.212982,-0.281459,0.298026,-1.470095,-3.489794,-5.164162,-8.072613,-1.636526,-10.043517,2.064958
334648752373062005!,great-devious-beetle,0.180000,1.178149,-0.332781,0.216832,-1.484245,-3.504641,-5.078552,-8.159868,-1.192067,-5.896223,2.165785
334648752373062005!,great-devious-beetle,0.190000,1.143189,-0.383220,0.135038,-1.493909,-3.510137,-4.993603,-8.195479,-0.740809,-1.575282,2.589315
334648752373062005!,great-devious-beetle,0.200000,1.108182,-0.432790,0.053159,-1.499058,-3.509554,-4.909978,-8.178743,-0.290030,2.961505,3.308935
334648752373062005!,great-devious-beetle,0.210000,1.073176,-0.481509,-0.028287,-1.499733,-3.505533,-4.827614,-8.109719,0.152961,7.738079,4.293653
334648752373062005!,great-devious-beetle,0.220000,1.038199,-0.529391,-0.108784,-1.496050,-3.499986,-4.745834,-7.989302,0.580937,12.758886,5.508319
334648752373062005!,great-devious-beetle,0.230000,1.003264,-0.576440,-0.187830,-1.488193,-3.494034,-4.663503,-7.819279,0.986899,18.007884,6.913775
334648752373062005!,great-devious-beetle,0.240000,0.968376,-0.622646,-0.264943,-1.476416,-3.487977,-4.579198,-7.602346,1.364242,23.448008,8.467070
334648752373062005!,great-devious-beetle,0.250000,0.933542,-0.667986,-0.339672,-1.461035,-3.481318,-4.491407,-7.342095,1.706942,29.021321,10.121885
334648752373062005!,great-devious-beetle,0.260000,0.898776,-0.712420,-0.411604,-1.442422,-3.472841,-4.398725,-7.042952,2.009749,34.650073,11.829257
334648752373062005!,great-devious-beetle,0.270000,0.864111,-0.755902,-0.480376,-1.420999,-3.460767,-4.300010,-6.710040,2.268363,40.239787,13.538591
334648752373062005!,great-devious-beetle,0.280000,0.829596,-0.798360,-0.545671,-1.397227,-3.442831,-4.194626,-6.349153,2.479587,45.679228,15.199364
334648752373062005!,great-devious-beetle,0.290000,0.795309,-0.839733,-0.607233,-1.371593,-3.416647,-4.082414,-5.966416,2.641459,50.849788,16.762433
334648752373062005!,great-devious-beetle,0.300000,0.761352,-0.879954,-0.664868,-1.344601,-3.379825,-3.963831,-5.568194,2.753319,55.627531,18.182252
334648752373062005!,great-devious-beetle,0.310000,0.727854,-0.918963,-0.718438,-1.316756,-3.330238,-3.839911,-5.160854,2.815824,59.890573,19.418719
334648752373062005!,great-devious-beetle,0.320000,0.694964,-0.956710,-0.767868,-1.288557,-3.266225,-3.712189,-4.750545,2.830910,63.525787,20.438968
334648752373062005!,great-devious-beetle,0.330000,0.662852,-0.993160,-0.813136,-1.260480,-3.186746,-3.582578,-4.343014,2.801681,66.435396,21.218856
334648752373062005!,great-devious-beetle,0.340000,0.631695,-1.028300,-0.854277,-1.232968,-3.091488,-3.453215,-3.943434,2.732256,68.542928,21.744015
334648752373062005!,great-devious-beetle,0.350000,0.601676,-1.062137,-0.891369,-1.206425,-2.980898,-3.326292,-3.556279,2.627560,69.798066,22.010381
334648752373062005!,great-devious-beetle,0.360000,0.572823,-1.094726,-0.924689,-1.181080,-2.856179,-3.204006,-3.184720,2.493374,70.210004,22.039117
334648752373062005!,great-devious-beetle,0.370000,0.545235,-1.126129,-0.954444,-1.157168,-2.719127,-3.088096,-2.831374,2.335346,69.799841,21.849565
