ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
2004642061510223807!,talented-zippy-butterfly,0.000000,1.382094,0.434754,1.045298,1.376331,0.121876,0.992545,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,109.289609,-138.642242,13.950553,418.429093
2004642061510223807!,talented-zippy-butterfly,0.010000,1.377231,0.431077,1.044189,1.373989,0.119687,0.992812,-0.971447,-0.732924,-0.222172,-0.468276,-0.436963,0.052678,69.707665,-116.712115,1.658652,311.988687
2004642061510223807!,talented-zippy-butterfly,0.020000,1.363800,0.420462,1.041312,1.367035,0.113689,0.993516,-1.714942,-1.386218,-0.354439,-0.922708,-0.761047,0.087087,44.633812,-98.759679,-6.926120,235.187639
2004642061510223807!,talented-zippy-butterfly,0.030000,1.343774,0.403691,1.037392,1.355599,0.104870,0.994486,-2.290069,-1.961805,-0.431715,-1.363674,-1.000651,0.105520,29.107601,-83.756645,-12.855015,178.896129
2004642061510223807!,talented-zippy-butterfly,0.040000,1.318622,0.381510,1.032857,1.339810,0.093974,0.995575,-2.738485,-2.464443,-0.478120,-1.790403,-1.175232,0.110932,19.806369,-71.010704,-16.838533,136.981672
2004642061510223807!,talented-zippy-butterfly,0.050000,1.289464,0.354618,1.027934,1.319813,0.081585,0.996666,-3.089607,-2.900243,-0.510200,-2.201324,-1.298166,0.106265,14.504354,-60.035606,-19.345658,105.302309
2004642061510223807!,talented-zippy-butterfly,0.060000,1.257172,0.323649,1.022710,1.295775,0.068176,0.997673,-3.364790,-3.275667,-0.539354,-2.594214,-1.378956,0.094231,11.679906,-50.471928,-20.692319,80.979824
2004642061510223807!,talented-zippy-butterfly,0.070000,1.222446,0.289217,1.017173,1.267922,0.054142,0.998533,-3.579972,-3.596936,-0.573310,-2.966323,-1.424689,0.077249,10.258251,-42.043904,-21.100592,61.939204
2004642061510223807!,talented-zippy-butterfly,0.080000,1.185821,0.251840,1.011249,1.236484,0.039807,0.999207,-3.747146,-3.869440,-0.616982,-3.314478,-1.440568,0.057390,9.466764,-34.535641,-20.738819,46.639770
2004642061510223807!,talented-zippy-butterfly,0.090000,1.147726,0.211979,1.004824,1.201716,0.025446,0.999676,-3.875436,-4.097668,-0.673092,-3.635302,-1.430546,0.036414,8.739134,-27.777251,-19.743344,33.908542
2004642061510223807!,talented-zippy-butterfly,0.100000,1.108509,0.170053,0.997768,1.163902,0.011302,0.999936,-3.971781,-4.285240,-0.742620,-3.925429,-1.397715,0.015799,7.666097,-21.636829,-18.232760,22.847935
2004642061510223807!,talented-zippy-butterfly,0.110000,1.068455,0.126447,0.989947,1.123361,-0.002415,0.999997,-4.041445,-4.434999,-0.825167,-4.181712,-1.344605,-0.003247,5.968470,-16.014628,-16.317463,12.779589
2004642061510223807!,talented-zippy-butterfly,0.120000,1.027815,0.081524,0.981239,1.080438,-0.015511,0.999880,-4.088277,-4.549286,-0.919213,-4.401520,-1.273352,-0.019754,3.492605,-10.841460,-14.100852,3.234333
2004642061510223807!,talented-zippy-butterfly,0.130000,0.986815,0.035621,0.971548,1.035505,-0.027808,0.999613,-4.115044,-4.630148,-1.022450,-4.582929,-1.185859,-0.032989,0.199971,-6.074605,-11.681708,-6.071128
2004642061510223807!,talented-zippy-butterfly,0.140000,0.945642,-0.010936,0.960794,0.988949,-0.039153,0.999233,-4.123832,-4.679424,-1.132129,-4.724760,-1.083974,-0.042474,-3.856620,-1.689800,-9.158776,-15.283414
2004642061510223807!,talented-zippy-butterfly,0.150000,0.904479,-0.057844,0.948931,0.941168,-0.049408,0.998779,-4.116099,-4.699071,-1.245248,-4.826814,-0.969477,-0.047958,-8.535143,2.319252,-6.623171,-24.403792
2004642061510223807!,talented-zippy-butterfly,0.160000,0.863499,-0.104816,0.935947,0.892556,-0.058447,0.998290,-4.092970,-4.691238,-1.358844,-4.889841,-0.844160,-0.049423,-13.632678,5.948179,-4.158225,-33.333433
2004642061510223807!,talented-zippy-butterfly,0.170000,0.822856,-0.151587,0.921852,0.843501,-0.066171,0.997808,-4.055412,-4.658285,-1.470188,-4.915474,-0.709850,-0.047075,-18.913433,9.188140,-1.838065,-41.914166
2004642061510223807!,talented-zippy-butterfly,0.180000,0.782628,-0.197904,0.906652,0.794375,-0.072529,0.997366,-4.004299,-4.602664,-1.576871,-4.906066,-0.568377,-0.041333,-24.138719,12.031718,0.272651,-49.972562
2004642061510223807!,talented-zippy-butterfly,0.190000,0.742948,-0.243560,0.890404,0.745509,-0.077457,0.996996,-3.940526,-4.527247,-1.676988,-4.864709,-0.421460,-0.032743,-29.074274,14.472025,2.130490,-57.307598
2004642061510223807!,talented-zippy-butterfly,0.200000,0.703943,-0.288374,0.873184,0.697200,-0.080905,0.996722,-3.865141,-4.435028,-1.769184,-4.794943,-0.270787,-0.021980,-33.521994,16.509685,3.706879,-63.749299
2004642061510223807!,talented-zippy-butterfly,0.210000,0.665729,-0.332197,0.855077,0.649713,-0.082844,0.996563,-3.779340,-4.329019,-1.852640,-4.700558,-0.117970,-0.009807,-37.331359,18.154060,4.987927,-69.173943
2004642061510223807!,talented-zippy-butterfly,0.220000,0.628408,-0.374904,0.836175,0.603275,-0.083255,0.996528,-3.684446,-4.212133,-1.927020,-4.585414,0.035498,0.002966,-40.403989,19.423139,5.973172,-73.510794
2004642061510223807!,talented-zippy-butterfly,0.230000,0.592072,-0.416401,0.816572,0.558073,-0.082136,0.996621,-3.581861,-4.087092,-1.992395,-4.453275,0.188268,0.015516,-42.692134,20.342374,6.673567,-76.741305
2004642061510223807!,talented-zippy-butterfly,0.240000,0.556797,-0.456618,0.796360,0.514262,-0.079496,0.996835,-3.473018,-3.956354,-2.049163,-4.307688,0.339158,0.027047,-44.192643,20.942848,7.108976,-78.892818
2004642061510223807!,talented-zippy-butterfly,0.250000,0.522647,-0.495511,0.775626,0.471961,-0.075355,0.997157,-3.359327,-3.822025,-2.097939,-4.151859,0.487163,0.036815,-44.938592,21.259328,7.304922,-80.030664
2004642061510223807!,talented-zippy-butterfly,0.260000,0.489670,-0.533051,0.754450,0.431258,-0.069745,0.997565,-3.242129,-3.685853,-2.139479,-3.988618,0.631447,0.044147,-44.989320,21.328139,7.290341,-80.246582
2004642061510223807!,talented-zippy-butterfly,0.270000,0.457902,-0.569228,0.732903,0.392216,-0.062701,0.998032,-3.122658,-3.549221,-2.174610,-3.820391,0.771341,0.048460,-44.421131,21.185410,7.095381,-79.648529
2004642061510223807!,talented-zippy-butterfly,0.280000,0.427367,-0.604043,0.711049,0.354875,-0.054269,0.998526,-3.002020,-3.413168,-2.204166,-3.649202,0.906329,0.049259,-43.319263,20.865723,6.749684,-78.351918
2004642061510223807!,talented-zippy-butterfly,0.290000,0.398031,-0.637506,0.688919,0.319251,-0.044518,0.999009,-2.881075,-3.278394,-2.228916,-3.476674,1.036093,0.046170,-41.773537,20.401451,6.281065,-76.475644
2004642061510223807!,talented-zippy-butterfly,0.300000,0.369872,-0.669628,0.666546,0.285351,-0.033510,0.999438,-2.760566,-3.145348,-2.249590,-3.304088,1.160412,0.038907,-39.870767,19.821855,5.715060,-74.132684
2004642061510223807!,talented-zippy-butterfly,0.310000,0.342882,-0.700428,0.643968,0.253169,-0.021300,0.999773,-2.641137,-3.014241,-2.266847,-3.132418,1.279125,0.027252,-37.691790,19.152894,5.074392,-71.427336
2004642061510223807!,talented-zippy-butterfly,0.320000,0.317061,-0.729925,0.621224,0.222695,-0.007939,0.999968,-2.523316,-2.885079,-2.281252,-2.962368,1.392136,0.011053,-35.310513,18.417293,4.378851,-68.454493
2004642061510223807!,talented-zippy-butterfly,0.330000,0.292401,-0.758138,0.598344,0.193912,0.006520,0.999979,-2.407485,-2.757699,-2.293254,-2.794407,1.499427,-0.009776,-32.794279,17.634876,3.645479,-65.300411
2004642061510223807!,talented-zippy-butterfly,0.340000,0.268887,-0.785085,0.575354,0.166796,0.022023,0.999757,-2.293897,-2.631808,-2.303183,-2.628818,1.601038,-0.035268,-30.203871,16.822746,2.888919,-62.042543
2004642061510223807!,talented-zippy-butterfly,0.350000,0.246500,-0.810781,0.552274,0.141323,0.038516,0.999258,-2.182668,-2.507025,-2.311264,-2.465726,1.697066,-0.065413,-27.594027,15.995478,2.121815,-58.749832
2004642061510223807!,talented-zippy-butterfly,0.360000,0.225213,-0.835231,0.529124,0.117469,0.055942,0.998434,-2.073835,-2.382881,-2.317553,-2.305135,1.787639,-0.100160,-25.017613,15.166932,1.355215,-55.490274
2004642061510223807!,talented-zippy-butterfly,0.370000,0.205011,-0.858442,0.505923,0.095209,0.074250,0.997240,-1.967320,-2.258893,-2.322024,-2.146971,1.872923,-0.139450,-22.521056,14.347880,0.599041,-52.320432
2004642061510223807!,talented-zippy-butterfly,0.380000,0.185875,-0.880415,0.482692,0.074519,0.093391,0.995630,-1.862974,-2.134566,-2.324506,-1.991110,1.953110,-0.183204,-20.150194,13.548333,-0.137449,-49.295763
2004642061510223807!,talented-zippy-butterfly,0.390000,0.167788,-0.901144,0.459455,0.055376,0.113316,0.993559,-1.760568,-2.009422,-2.324697,-1.837404,2.028416,-0.231343,-17.950086,12.777101,-0.845285,-46.468915
2004642061510223807!,talented-zippy-butterfly,0.400000,0.150735,-0.920621,0.436237,0.037758,0.133980,0.990984,-1.659810,-1.883035,-2.322163,-1.685720,2.099084,-0.283793,-15.966096,12.041921,-1.515416,-43.890604
2004642061510223807!,talented-zippy-butterfly,0.410000,0.134696,-0.938828,0.413066,0.021645,0.155334,0.987862,-1.560333,-1.755075,-2.316348,-1.535962,2.165386,-0.340491,-14.244547,11.349460,-2.138430,-41.609883
2004642061510223807!,talented-zippy-butterfly,0.420000,0.119658,-0.955751,0.389977,0.007020,0.177337,0.984150,-1.461742,-1.625314,-2.306566,-1.388111,2.227604,-0.401398,-12.833299,10.705281,-2.704300,-39.674311
2004642061510223807!,talented-zippy-butterfly,0.430000,0.105616,-0.971370,0.367016,-0.006139,0.199949,0.979806,-1.363622,-1.493673,-2.292008,-1.242251,2.286032,-0.466511,-11.782132,10.113775,-3.202184,-38.129906
2004642061510223807!,talented-zippy-butterfly,0.440000,0.092566,-0.985667,0.344235,-0.017853,0.223136,0.974787,-1.265550,-1.360256,-2.271757,-1.098604,2.340976,-0.535867,-11.142612,9.577986,-3.620310,-37.020489
2004642061510223807!,talented-zippy-butterfly,0.450000,0.080510,-0.998625,0.321696,-0.028146,0.246864,0.969050,-1.167121,-1.225391,-2.244803,-0.957563,2.392745,-0.609547,-10.967467,9.099371,-3.945984,-36.386509
2004642061510223807!,talented-zippy-butterfly,0.460000,0.069452,-1.010232,0.299475,-0.037047,0.271103,0.962550,-1.067973,-1.089667,-2.210068,-0.819720,2.441642,-0.687690,-11.309346,8.677487,-4.165722,-36.263297
2004642061510223807!,talented-zippy-butterfly,0.470000,0.059400,-1.020485,0.277655,-0.044594,0.295828,0.955241,-0.967814,-0.953969,-2.166446,-0.685898,2.487962,-0.770494,-12.218892,8.309653,-4.265561,-36.678757
2004642061510223807!,talented-zippy-butterfly,0.480000,0.050364,-1.029390,0.256334,-0.050832,0.321014,0.947074,-0.866459,-0.819508,-2.112843,-0.557165,2.531972,-0.858220,-13.742040,7.990593,-4.231571,-37.650524
2004642061510223807!,talented-zippy-butterfly,0.490000,0.042358,-1.036967,0.235621,-0.055820,0.346642,0.937998,-0.763864,-0.687844,-2.048240,-0.434852,2.573901,-0.951198,-15.916531,7.712127,-4.050599,-39.182709
2004642061510223807!,talented-zippy-butterfly,0.500000,0.035390,-1.043256,0.215632,-0.059634,0.372692,0.927955,-0.660161,-0.560885,-1.971757,-0.320545,2.613917,-1.049819,-18.767691,7.462962,-3.711265,-41.262435
2004642061510223807!,talented-zippy-butterfly,0.510000,0.029471,-1.048317,0.196495,-0.062364,0.399147,0.916887,-0.555700,-0.440876,-1.882728,-0.216073,2.652110,-1.154540,-22.303618,7.228650,-3.205193,-43.856456
2004642061510223807!,talented-zippy-butterfly,0.520000,0.024603,-1.052234,0.178341,-0.064122,0.425991,0.904727,-0.451075,-0.330354,-1.780787,-0.123468,2.688465,-1.265863,-26.510085,6.991789,-2.528430,-46.908221
2004642061510223807!,talented-zippy-butterfly,0.530000,0.020783,-1.055120,0.161304,-0.065042,0.453205,0.891406,-0.347157,-0.232080,-1.665946,-0.044906,2.722833,-1.384331,-31.345533,6.732511,-1.682979,-50.335806
2004642061510223807!,talented-zippy-butterfly,0.540000,0.017996,-1.057116,0.145513,-0.065280,0.480770,0.876847,-0.245100,-0.148936,-1.538671,0.017374,2.754907,-1.510498,-36.736717,6.429297,-0.678284,-54.031129
