ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
405901898493394871!,thoughtful-antique-butterfly,0.000000,1.552669,0.520539,-0.444289,0.410272,-0.492299,-0.087418,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,102.247019,307.165749,-110.062592,-181.220199,-49.299022,401.622073
405901898493394871!,thoughtful-antique-butterfly,0.010000,1.553381,0.501098,-0.444509,0.409255,-0.492110,-0.088474,0.126926,-3.883953,-0.042268,-0.203419,0.037951,-0.211091,32.824501,141.554093,-54.493328,-73.716261,-26.844266,195.568804
405901898493394871!,thoughtful-antique-butterfly,0.020000,1.554133,0.453335,-0.445326,0.406821,-0.491644,-0.091030,0.005674,-5.665125,-0.119518,-0.283617,0.055528,-0.299902,0.251077,64.563736,-29.056847,-23.474036,-16.835482,99.764907
405901898493394871!,thoughtful-antique-butterfly,0.030000,1.552989,0.392670,-0.446980,0.403874,-0.491050,-0.094180,-0.244902,-6.463405,-0.210408,-0.305911,0.063317,-0.330131,-14.685067,28.458956,-17.520951,-0.054739,-12.565285,54.235277
405901898493394871!,thoughtful-antique-butterfly,0.040000,1.549060,0.326352,-0.449552,0.400838,-0.490404,-0.097490,-0.544870,-6.795394,-0.302854,-0.301629,0.065973,-0.331864,-21.311534,11.184880,-12.296615,10.875121,-10.839491,31.754110
405901898493394871!,thoughtful-antique-butterfly,0.050000,1.542060,0.257856,-0.453031,0.397905,-0.489745,-0.100746,-0.855166,-6.900272,-0.390861,-0.285918,0.065732,-0.319536,-24.005450,2.590172,-9.890925,15.966243,-10.188310,19.867640
405901898493394871!,thoughtful-antique-butterfly,0.060000,1.531979,0.188901,-0.457358,0.395150,-0.489098,-0.103841,-1.158285,-6.889404,-0.471611,-0.266223,0.063752,-0.300277,-24.798007,-1.991917,-8.710162,18.290385,-9.949127,12.859398
405901898493394871!,thoughtful-antique-butterfly,0.070000,1.518939,0.120384,-0.462450,0.392596,-0.488477,-0.106727,-1.446275,-6.815221,-0.543808,-0.246291,0.060696,-0.277800,-24.633970,-4.705044,-8.032969,19.268026,-9.829197,8.106566
405901898493394871!,thoughtful-antique-butterfly,0.080000,1.503117,0.052802,-0.468213,0.390230,-0.487889,-0.109383,-1.715174,-6.702988,-0.606874,-0.228049,0.056989,-0.254194,-23.960223,-6.530945,-7.538031,19.560438,-9.704279,4.414512
405901898493394871!,thoughtful-antique-butterfly,0.090000,1.484717,-0.013535,-0.474554,0.388031,-0.487339,-0.111806,-1.962684,-6.565461,-0.660602,-0.212502,0.052940,-0.230753,-22.995753,-7.913596,-7.088135,19.478934,-9.526997,1.252695
405901898493394871!,thoughtful-antique-butterfly,0.100000,1.463958,-0.078409,-0.481383,0.385970,-0.486831,-0.114000,-2.187325,-6.409709,-0.705017,-0.200147,0.048791,-0.208359,-21.856220,-9.049828,-6.630287,19.174812,-9.284883,-1.602616
405901898493394871!,thoughtful-antique-butterfly,0.110000,1.441070,-0.141660,-0.488610,0.384015,-0.486363,-0.115980,-2.388164,-6.240228,-0.740310,-0.191179,0.044748,-0.187650,-20.609924,-10.023508,-6.149660,18.726087,-8.981070,-4.234808
405901898493394871!,thoughtful-antique-butterfly,0.120000,1.416295,-0.203164,-0.496146,0.382132,-0.485934,-0.117764,-2.564749,-6.060345,-0.766806,-0.185608,0.040982,-0.169106,-19.302690,-10.868069,-5.648038,18.177127,-8.625189,-6.665518
405901898493394871!,thoughtful-antique-butterfly,0.130000,1.389875,-0.262828,-0.503905,0.380288,-0.485541,-0.119375,-2.717070,-5.872832,-0.784946,-0.183320,0.037638,-0.153088,-17.968609,-11.595537,-5.133688,17.556521,-8.229006,-8.891801
405901898493394871!,thoughtful-antique-butterfly,0.140000,1.362053,-0.320586,-0.511806,0.378452,-0.485178,-0.120839,-2.845543,-5.680151,-0.795266,-0.184124,0.034832,-0.139855,-16.634576,-12.210114,-4.616514,16.885102,-7.804267,-10.903882
405901898493394871!,thoughtful-antique-butterfly,0.150000,1.333065,-0.376394,-0.519774,0.376594,-0.484841,-0.122185,-2.950957,-5.484539,-0.798374,-0.187785,0.032656,-0.129582,-15.322165,-12.714389,-4.105775,16.179479,-7.361639,-12.693414
405901898493394871!,thoughtful-antique-butterfly,0.160000,1.303138,-0.430231,-0.527739,0.374686,-0.484522,-0.123443,-3.034415,-5.288022,-0.794928,-0.194045,0.031177,-0.122373,-14.048433,-13.111935,-3.609108,15.453524,-6.910243,-14.256895
405901898493394871!,thoughtful-antique-butterfly,0.170000,1.272488,-0.482094,-0.535639,0.372703,-0.484214,-0.124646,-3.097264,-5.092407,-0.785615,-0.202645,0.030444,-0.118267,-12.826364,-13.408117,-3.132236,14.718959,-6.457521,-15.596566
405901898493394871!,thoughtful-antique-butterfly,0.180000,1.241316,-0.532000,-0.543417,0.370623,-0.483910,-0.125823,-3.141027,-4.899274,-0.771127,-0.213333,0.030486,-0.117247,-11.665264,-13.610068,-2.679028,13.985606,-6.009299,-16.720037
405901898493394871!,thoughtful-antique-butterfly,0.190000,1.209809,-0.579977,-0.551024,0.368427,-0.483600,-0.127007,-3.167324,-4.709965,-0.752146,-0.225876,0.031319,-0.119254,-10.571183,-13.726281,-2.251741,13.261521,-5.569955,-17.639306
405901898493394871!,thoughtful-antique-butterfly,0.200000,1.178135,-0.626067,-0.558417,0.366095,-0.483278,-0.128227,-3.177821,-4.525592,-0.729324,-0.240059,0.032951,-0.124190,-9.547400,-13.766070,-1.851340,12.553121,-5.142649,-18.369546
405901898493394871!,thoughtful-antique-butterfly,0.210000,1.146449,-0.670325,-0.565560,0.363612,-0.482935,-0.129514,-3.174171,-4.347045,-0.703275,-0.255694,0.035381,-0.131929,-8.594918,-13.739050,-1.477832,11.865330,-4.729563,-18.927894
405901898493394871!,thoughtful-antique-butterfly,0.220000,1.114888,-0.712809,-0.572422,0.360963,-0.482562,-0.130896,-3.157975,-4.175012,-0.674561,-0.272612,0.038605,-0.142321,-7.712963,-13.654685,-1.130574,11.201754,-4.332136,-19.332373
405901898493394871!,thoughtful-antique-butterfly,0.230000,1.083543,-0.753619,-0.578985,0.358137,-0.482153,-0.132396,-3.130767,-4.009938,-0.643645,-0.290679,0.042620,-0.155210,-6.899546,-13.525444,-0.807101,10.566221,-3.950514,-19.606448
405901898493394871!,thoughtful-antique-butterfly,0.240000,1.052509,-0.792832,-0.585231,0.355126,-0.481699,-0.134038,-3.093935,-3.852118,-0.610964,-0.309772,0.047422,-0.170424,-6.151375,-13.358873,-0.506366,9.959804,-3.585259,-19.766579
405901898493394871!,thoughtful-antique-butterfly,0.250000,1.021883,-0.830514,-0.591144,0.351917,-0.481193,-0.135843,-3.048750,-3.701754,-0.576919,-0.329776,0.053011,-0.187777,-5.464663,-13.160285,-0.227895,9.382377,-3.237045,-19.825910
405901898493394871!,thoughtful-antique-butterfly,0.260000,0.991745,-0.866736,-0.596711,0.348504,-0.480627,-0.137834,-2.996389,-3.558949,-0.541852,-0.350590,0.059386,-0.207080,-4.835544,-12.935419,0.029187,8.833873,-2.906211,-19.798168
405901898493394871!,thoughtful-antique-butterfly,0.270000,0.962164,-0.901570,-0.601923,0.344877,-0.479992,-0.140028,-2.937921,-3.423719,-0.506051,-0.372122,0.066554,-0.228138,-4.260118,-12.689607,0.265796,8.314017,-2.592957,-19.696308
405901898493394871!,thoughtful-antique-butterfly,0.280000,0.933198,-0.935092,-0.606773,0.341031,-0.479281,-0.142442,-2.874310,-3.296002,-0.469753,-0.394283,0.074525,-0.250757,-3.734554,-12.427488,0.482739,7.822291,-2.297448,-19.532012
405901898493394871!,thoughtful-antique-butterfly,0.290000,0.904897,-0.967374,-0.611256,0.336957,-0.478485,-0.145092,-2.806418,-3.175677,-0.433150,-0.416992,0.083311,-0.274743,-3.255177,-12.152967,0.680660,7.357975,-2.019855,-19.315544
405901898493394871!,thoughtful-antique-butterfly,0.300000,0.877301,-0.998488,-0.615370,0.332652,-0.477597,-0.147992,-2.735018,-3.062574,-0.396394,-0.440163,0.092930,-0.299902,-2.818534,-11.869254,0.860041,6.920216,-1.760374,-19.055787
405901898493394871!,thoughtful-antique-butterfly,0.310000,0.850442,-1.028505,-0.619114,0.328111,-0.476606,-0.151151,-2.660795,-2.956482,-0.359601,-0.463713,0.103400,-0.326040,-2.421426,-11.578953,1.021218,6.508077,-1.519217,-18.760349
405901898493394871!,thoughtful-antique-butterfly,0.320000,0.824346,-1.057495,-0.622486,0.323329,-0.475505,-0.154579,-2.584360,-2.857164,-0.322856,-0.487552,0.114744,-0.352968,-2.060927,-11.284152,1.164414,6.120586,-1.296607,-18.435703
405901898493394871!,thoughtful-antique-butterfly,0.330000,0.799035,-1.085523,-0.625489,0.318305,-0.474285,-0.158285,-2.506258,-2.764359,-0.286219,-0.511590,0.126984,-0.380496,-1.734374,-10.986513,1.289777,5.756764,-1.092749,-18.087332
405901898493394871!,thoughtful-antique-butterfly,0.340000,0.774523,-1.112653,-0.628122,0.313035,-0.472935,-0.162272,-2.426974,-2.677787,-0.249728,-0.535731,0.140142,-0.408439,-1.439355,-10.687356,1.397414,5.415644,-0.907819,-17.719872
