ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2
1243396707060341478!,great-piquant-bumblebee,0.000000,-2.109967,-0.053881,0.000000,-0.053881,0.000000,0.000000,0.000000,0.000000,20.440318,91.338846
1243396707060341478!,great-piquant-bumblebee,0.010000,-2.107764,-0.049663,0.000000,-0.049663,0.440524,0.843538,0.000000,0.843538,17.796389,80.755127
1243396707060341478!,great-piquant-bumblebee,0.020000,-2.101437,-0.037548,0.000000,-0.037548,0.824067,1.577965,0.000000,1.577965,15.429755,71.281427
1243396707060341478!,great-piquant-bumblebee,0.030000,-2.091522,-0.018561,0.000000,-0.018561,1.156605,2.214725,0.000000,2.214725,13.312843,62.807369
1243396707060341478!,great-piquant-bumblebee,0.040000,-2.078498,0.006377,0.000000,0.006377,1.443519,2.764123,0.000000,2.764123,11.420796,55.233454
1243396707060341478!,great-piquant-bumblebee,0.050000,-2.062796,0.036443,0.000000,0.036443,1.689657,3.235440,0.000000,3.235440,9.731200,48.469957
1243396707060341478!,great-piquant-bumblebee,0.060000,-2.044803,0.070899,0.000000,0.070899,1.899381,3.637031,0.000000,3.637031,8.223846,42.435979
1243396707060341478!,great-piquant-bumblebee,0.070000,-2.024862,0.109082,0.000000,0.109082,2.076620,3.976415,0.000000,3.976415,6.880513,37.058580
1243396707060341478!,great-piquant-bumblebee,0.080000,-2.003283,0.150403,0.000000,0.150403,2.224906,4.260362,0.000000,4.260362,5.684776,32.272012
1243396707060341478!,great-piquant-bumblebee,0.090000,-1.980341,0.194332,0.000000,0.194332,2.347423,4.494963,0.000000,4.494963,4.621828,28.017004
1243396707060341478!,great-piquant-bumblebee,0.100000,-1.956285,0.240397,0.000000,0.240397,2.447032,4.685699,0.000000,4.685699,3.678326,24.240137
1243396707060341478!,great-piquant-bumblebee,0.110000,-1.931339,0.288164,0.000000,0.288164,2.526306,4.837497,0.000000,4.837497,2.842336,20.893650
1243396707060341478!,great-piquant-bumblebee,0.120000,-1.905703,0.337254,0.000000,0.337254,2.587563,4.954795,0.000000,4.954795,2.103012,17.934114
1243396707060341478!,great-piquant-bumblebee,0.130000,-1.879547,0.387339,0.000000,0.387339,2.632887,5.041583,0.000000,5.041583,1.450527,15.322197
1243396707060341478!,great-piquant-bumblebee,0.140000,-1.853022,0.438129,0.000000,0.438129,2.664148,5.101444,0.000000,5.101444,0.876004,13.022368
1243396707060341478!,great-piquant-bumblebee,0.150000,-1.826262,0.489371,0.000000,0.489371,2.683027,5.137595,0.000000,5.137595,0.371425,11.002526
1243396707060341478!,great-piquant-bumblebee,0.160000,-1.799381,0.540844,0.000000,0.540844,2.691032,5.152923,0.000000,5.152923,-0.070452,9.233680
1243396707060341478!,great-piquant-bumblebee,0.170000,-1.772480,0.592355,0.000000,0.592355,2.689514,5.150016,0.000000,5.150016,-0.456164,7.689662
1243396707060341478!,great-piquant-bumblebee,0.180000,-1.745647,0.643737,0.000000,0.643737,2.679683,5.131191,0.000000,5.131191,-0.791610,6.346863
1243396707060341478!,great-piquant-bumblebee,0.190000,-1.718956,0.694847,0.000000,0.694847,2.662622,5.098522,0.000000,5.098522,-1.082106,5.184001
1243396707060341478!,great-piquant-bumblebee,0.200000,-1.692472,0.745559,0.000000,0.745559,2.639301,5.053865,0.000000,5.053865,-1.332440,4.181908
1243396707060341478!,great-piquant-bumblebee,0.210000,-1.666252,0.795766,0.000000,0.795766,2.610585,4.998878,0.000000,4.998878,-1.546921,3.323332
1243396707060341478!,great-piquant-bumblebee,0.220000,-1.640344,0.845377,0.000000,0.845377,2.577246,4.935039,0.000000,4.935039,-1.729427,2.592758
1243396707060341478!,great-piquant-bumblebee,0.230000,-1.614788,0.894312,0.000000,0.894312,2.539974,4.863669,0.000000,4.863669,-1.883439,1.976241
1243396707060341478!,great-piquant-bumblebee,0.240000,-1.589620,0.942505,0.000000,0.942505,2.499382,4.785942,0.000000,4.785942,-2.012088,1.461256
1243396707060341478!,great-piquant-bumblebee,0.250000,-1.564869,0.989900,0.000000,0.989900,2.456018,4.702907,0.000000,4.702907,-2.118183,1.036557
1243396707060341478!,great-piquant-bumblebee,0.260000,-1.540559,1.036449,0.000000,1.036449,2.410368,4.615493,0.000000,4.615493,-2.204244,0.692053
1243396707060341478!,great-piquant-bumblebee,0.270000,-1.516711,1.082115,0.000000,1.082115,2.362863,4.524527,0.000000,4.524527,-2.272532,0.418692
1243396707060341478!,great-piquant-bumblebee,0.280000,-1.493342,1.126864,0.000000,1.126864,2.313886,4.430744,0.000000,4.430744,-2.325077,0.208354
1243396707060341478!,great-piquant-bumblebee,0.290000,-1.470464,1.170672,0.000000,1.170672,2.263776,4.334792,0.000000,4.334792,-2.363696,0.053763
1243396707060341478!,great-piquant-bumblebee,0.300000,-1.448087,1.213519,0.000000,1.213519,2.212834,4.237246,0.000000,4.237246,-2.390018,-0.051606
1243396707060341478!,great-piquant-bumblebee,0.310000,-1.426220,1.255391,0.000000,1.255391,2.161325,4.138614,0.000000,4.138614,-2.405504,-0.113596
1243396707060341478!,great-piquant-bumblebee,0.320000,-1.404868,1.296277,0.000000,1.296277,2.109483,4.039343,0.000000,4.039343,-2.411460,-0.137441
1243396707060341478!,great-piquant-bumblebee,0.330000,-1.384033,1.336172,0.000000,1.336172,2.057512,3.939826,0.000000,3.939826,-2.409059,-0.127830
1243396707060341478!,great-piquant-bumblebee,0.340000,-1.363718,1.375074,0.000000,1.375074,2.005592,3.840408,0.000000,3.840408,-2.399348,-0.088957
1243396707060341478!,great-piquant-bumblebee,0.350000,-1.343921,1.412981,0.000000,1.412981,1.953882,3.741391,0.000000,3.741391,-2.383264,-0.024572
1243396707060341478!,great-piquant-bumblebee,0.360000,-1.324642,1.449898,0.000000,1.449898,1.902519,3.643038,0.000000,3.643038,-2.361646,0.061966
