ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
783971717205067741!,rebel-wine-beetle,0.000000,0.710217,-1.364609,-0.062784,-1.999014,0.000000,0.000000,0.000000,0.000000,-35.741440,-414.439715,-491.405242,22.258935
783971717205067741!,rebel-wine-beetle,0.010000,0.718032,-1.358152,-0.049309,-1.999392,1.559046,1.292992,2.695097,-0.066466,-51.906328,-314.502615,-343.122082,36.489905
783971717205067741!,rebel-wine-beetle,0.020000,0.738608,-1.340045,-0.012733,-1.999959,2.545593,2.330665,4.618479,-0.029403,-61.613650,-243.142395,-239.446027,45.200267
783971717205067741!,rebel-wine-beetle,0.030000,0.766991,-1.312490,0.040429,-1.999591,3.113774,3.179084,6.005372,0.121420,-65.732416,-191.878926,-168.398689,49.200094
783971717205067741!,rebel-wine-beetle,0.040000,0.799585,-1.277189,0.105631,-1.997209,3.386668,3.873131,7.020045,0.371287,-65.620861,-154.735703,-120.641768,49.650052
783971717205067741!,rebel-wine-beetle,0.050000,0.833905,-1.235573,0.179721,-1.991909,3.458988,4.435147,7.775581,0.701557,-62.595087,-127.455364,-89.104195,47.652582
783971717205067741!,rebel-wine-beetle,0.060000,0.868295,-1.188877,0.260491,-1.982964,3.400840,4.882987,8.347704,1.096590,-57.728560,-107.016441,-68.600034,44.100344
783971717205067741!,rebel-wine-beetle,0.070000,0.901707,-1.138165,0.346356,-1.969781,3.262748,5.232866,8.785491,1.544793,-51.836284,-91.290047,-55.404845,39.668679
783971717205067741!,rebel-wine-beetle,0.080000,0.933526,-1.084345,0.436129,-1.951869,3.080128,5.500172,9.119254,2.037625,-45.512239,-78.788923,-46.887127,34.848845
783971717205067741!,rebel-wine-beetle,0.090000,0.963433,-1.028187,0.528842,-1.928815,2.876986,5.699478,9.366379,2.568073,-39.177808,-68.482344,-41.211450,29.989001
783971717205067741!,rebel-wine-beetle,0.100000,0.991305,-0.970312,0.623657,-1.900277,2.668750,5.844272,9.535663,3.129537,-33.120996,-59.659967,-37.115779,25.327189
783971717205067741!,rebel-wine-beetle,0.110000,1.017140,-0.911212,0.719798,-1.865983,2.464486,5.946640,9.630509,3.714942,-27.529075,-51.834996,-33.747382,21.018555
783971717205067741!,rebel-wine-beetle,0.120000,1.040999,-0.851260,0.816508,-1.825737,2.268592,6.016999,9.651264,4.316252,-22.512686,-44.675615,-30.545450,17.155399
783971717205067741!,rebel-wine-beetle,0.130000,1.062970,-0.790736,0.913031,-1.779431,2.082193,6.063882,9.596986,4.924240,-18.125178,-37.957885,-27.157128,13.783155
783971717205067741!,rebel-wine-beetle,0.140000,1.083134,-0.729842,1.008595,-1.727060,1.904263,6.093820,9.466761,5.528542,-14.377114,-31.533478,-23.378470,10.912323
783971717205067741!,rebel-wine-beetle,0.150000,1.101534,-0.668738,1.102413,-1.668738,1.732747,6.111301,9.260781,6.117923,-11.250322,-25.309987,-19.112173,8.529874
783971717205067741!,rebel-wine-beetle,0.160000,1.118210,-0.607532,1.193741,-1.604675,1.564835,6.119041,8.980551,6.680760,-8.699563,-19.229291,-14.337666,6.600874
783971717205067741!,rebel-wine-beetle,0.170000,1.133183,-0.546313,1.281861,-1.535198,1.397757,6.118120,8.629414,7.205392,-6.663388,-13.259253,-9.087372,5.077197
783971717205067741!,rebel-wine-beetle,0.180000,1.146449,-0.485164,1.366101,-1.460743,1.229242,6.108269,8.212702,7.680597,-5.069866,-7.386405,-3.430375,3.902155
