ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
1928208604684747441!,talented-antique-butterfly,0.000000,-2.109967,-0.053881,-1.150297,-0.335010,-0.351252,-0.936281,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,175.259507,99.332115,-68.289100,-142.861897,-50.840085,-25.893205
1928208604684747441!,talented-antique-butterfly,0.010000,-2.105288,-0.045888,-1.146934,-0.331473,-0.350716,-0.936482,0.937319,1.594597,0.672515,0.705980,0.105930,-0.039671,130.852830,76.395794,-55.364622,-106.836039,-42.188834,-18.348280
1928208604684747441!,talented-antique-butterfly,0.020000,-2.092320,-0.023988,-1.137694,-0.321793,-0.349329,-0.937000,1.659106,2.777932,1.175186,1.226706,0.168805,-0.062933,97.925731,58.520446,-43.745819,-80.118750,-33.769101,-12.893122
1928208604684747441!,talented-antique-butterfly,0.030000,-2.072873,0.008128,-1.124039,-0.307649,-0.347476,-0.937689,2.231362,3.632370,1.553736,1.596265,0.198867,-0.073693,71.652274,44.628381,-35.098110,-58.848577,-27.640888,-8.299811
1928208604684747441!,talented-antique-butterfly,0.040000,-2.048262,0.047520,-1.107086,-0.290395,-0.345474,-0.938428,2.688702,4.228213,1.833516,1.846307,0.199921,-0.073599,49.594486,33.851369,-29.590641,-41.056794,-24.191125,-4.063635
1928208604684747441!,talented-antique-butterfly,0.050000,-2.019544,0.091886,-1.087747,-0.271094,-0.343604,-0.939115,3.050272,4.623407,2.029938,2.004133,0.173749,-0.063572,30.575474,25.505138,-26.755241,-25.778181,-23.071928,-0.036080
1928208604684747441!,talented-antique-butterfly,0.060000,-1.987655,0.139377,-1.066826,-0.250589,-0.342126,-0.939654,3.328081,4.865014,2.153917,2.092450,0.122090,-0.044453,14.070569,19.061060,-25.922772,-12.569317,-23.680819,3.766528
1928208604684747441!,talented-antique-butterfly,0.070000,-1.953368,0.188674,-1.044987,-0.229469,-0.341282,-0.939961,3.531394,4.990750,2.214428,2.129756,0.046930,-0.017039,-0.154986,14.108645,-26.436264,-1.221463,-25.400860,7.272151
1928208604684747441!,talented-antique-butterfly,0.080000,-1.917374,0.238792,-1.022817,-0.208162,-0.341293,-0.939957,3.668691,5.030661,2.219854,2.130877,-0.049071,0.017817,-12.225215,10.331038,-27.744420,8.381849,-27.707870,10.404569
1928208604684747441!,talented-antique-butterfly,0.090000,-1.880291,0.288994,-1.000825,-0.186968,-0.342352,-0.939572,3.748384,5.008544,2.178389,2.107561,-0.162699,0.059283,-22.247642,7.481530,-29.426903,16.339941,-30.203387,13.108059
1928208604684747441!,talented-antique-butterfly,0.100000,-1.842655,0.338757,-0.979443,-0.166085,-0.344620,-0.938742,3.778912,4.943100,2.098034,2.069023,-0.290445,0.106625,-30.356283,5.364910,-31.188912,22.769618,-32.613150,15.356188
1928208604684747441!,talented-antique-butterfly,0.110000,-1.804922,0.387719,-0.959026,-0.145629,-0.348223,-0.937412,3.768546,4.848864,1.986424,2.022397,-0.428748,0.159268,-36.721844,3.824439,-32.841908,27.813835,-34.769241,17.150916
1928208604684747441!,talented-antique-butterfly,0.120000,-1.767465,0.435648,-0.939854,-0.125654,-0.353251,-0.935528,3.725124,4.736986,1.850629,1.973139,-0.574190,0.216812,-41.544727,2.732826,-34.279600,31.636758,-36.586120,18.516774
1928208604684747441!,talented-antique-butterfly,0.130000,-1.730584,0.482411,-0.922141,-0.106164,-0.359763,-0.933044,3.655813,4.615882,1.697011,1.925349,-0.723633,0.279018,-45.040877,1.986156,-35.454665,34.413097,-38.036786,19.493388
1928208604684747441!,talented-antique-butterfly,0.140000,-1.694511,0.527945,-0.906042,-0.087129,-0.367786,-0.929911,3.566952,4.491776,1.531133,1.882043,-0.874284,0.345785,-47.426663,1.499713,-36.358757,36.316602,-39.132052,20.128280
1928208604684747441!,talented-antique-butterfly,0.150000,-1.659417,0.572246,-0.891658,-0.068493,-0.377322,-0.926082,3.463980,4.369165,1.357743,1.845385,-1.023729,0.417108,-48.906243,1.204937,-37.006764,37.510424,-39.904167,20.470973
1928208604684747441!,talented-antique-butterfly,0.160000,-1.625426,0.615343,-0.879048,-0.050180,-0.388352,-0.921511,3.351438,4.251196,1.180817,1.816863,-1.169911,0.493036,-49.662847,1.046994,-37.425303,38.140494,-40.394891,20.568781
1928208604684747441!,talented-antique-butterfly,0.170000,-1.592618,0.657295,-0.868235,-0.032103,-0.400836,-0.916150,3.233032,4.139986,1.003626,1.797442,-1.311102,0.573637,-49.854054,0.982692,-37.644915,38.331985,-40.647519,20.464240
