ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2
1161596371354548625!,rebel-vivacious-beetle,0.000000,-1.806083,-1.588326,-0.832892,-1.818321,0.000000,0.000000,0.000000,0.000000,-2402.869396,-1146.464622
1161596371354548625!,rebel-vivacious-beetle,0.010000,-1.816103,-1.569403,-0.846037,-1.812242,-1.988920,3.786490,-2.629500,1.227570,-433.339582,-261.686113
1161596371354548625!,rebel-vivacious-beetle,0.020000,-1.835874,-1.526024,-0.873852,-1.798995,-1.950576,4.884178,-2.932294,1.424345,-34.234504,-80.512832
1161596371354548625!,rebel-vivacious-beetle,0.030000,-1.853130,-1.474620,-0.902457,-1.784817,-1.494497,5.386874,-2.791619,1.411527,36.252770,-45.888168
1161596371354548625!,rebel-vivacious-beetle,0.040000,-1.865409,-1.418968,-0.929397,-1.770938,-0.959988,5.731067,-2.601636,1.365352,39.469091,-41.230963
1161596371354548625!,rebel-vivacious-beetle,0.050000,-1.872271,-1.360194,-0.954581,-1.757491,-0.415166,6.007268,-2.441735,1.326227,28.244012,-42.894559
1161596371354548625!,rebel-vivacious-beetle,0.060000,-1.873693,-1.298882,-0.978394,-1.744347,0.124195,6.234014,-2.327926,1.305720,13.253234,-45.999825
1161596371354548625!,rebel-vivacious-beetle,0.070000,-1.869766,-1.235503,-1.001321,-1.731288,0.651312,6.414406,-2.263291,1.309014,-3.326766,-49.474963
1161596371354548625!,rebel-vivacious-beetle,0.080000,-1.860648,-1.170515,-1.023866,-1.718051,1.160123,6.548194,-2.247988,1.339679,-21.018788,-53.041447
1161596371354548625!,rebel-vivacious-beetle,0.090000,-1.846563,-1.104380,-1.046532,-1.704339,1.643974,6.634715,-2.281118,1.400698,-39.635137,-56.592728
1161596371354548625!,rebel-vivacious-beetle,0.100000,-1.827810,-1.037560,-1.069816,-1.689821,2.095773,6.673848,-2.360936,1.494695,-58.975030,-60.061684
