ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2
1578156326844983676!,rebel-vivacious-beetle,0.000000,2.047652,-1.165329,1.161287,-1.628316,0.000000,0.000000,0.000000,0.000000,-2336.482235,-958.951893
1578156326844983676!,rebel-vivacious-beetle,0.010000,2.036358,-1.180380,1.147310,-1.638194,-2.264038,-3.005103,-2.801255,-1.961860,-684.123632,-224.400623
1578156326844983676!,rebel-vivacious-beetle,0.020000,2.008217,-1.212872,1.114195,-1.660894,-3.365315,-3.486998,-3.826403,-2.566905,-276.169999,-45.313931
1578156326844983676!,rebel-vivacious-beetle,0.030000,1.970653,-1.247103,1.072998,-1.687802,-4.145583,-3.353085,-4.414077,-2.806192,-169.370899,-1.043747
1578156326844983676!,rebel-vivacious-beetle,0.040000,1.925842,-1.279232,1.026500,-1.716478,-4.810694,-3.069933,-4.883395,-2.920400,-133.730087,11.585295
1578156326844983676!,rebel-vivacious-beetle,0.050000,1.874663,-1.308318,0.975513,-1.745959,-5.414233,-2.747329,-5.307950,-2.965691,-114.451962,16.993168
1578156326844983676!,rebel-vivacious-beetle,0.060000,1.817659,-1.334096,0.920412,-1.775625,-5.970167,-2.411108,-5.702147,-2.955761,-98.686638,20.740886
1578156326844983676!,rebel-vivacious-beetle,0.070000,1.755289,-1.356465,0.861496,-1.804945,-6.481039,-2.068553,-6.066168,-2.895367,-83.426202,24.005516
1578156326844983676!,rebel-vivacious-beetle,0.080000,1.688010,-1.375381,0.799083,-1.833430,-6.945400,-1.723441,-6.396847,-2.788006,-68.010280,26.960709
1578156326844983676!,rebel-vivacious-beetle,0.090000,1.616307,-1.390836,0.733529,-1.860627,-7.360148,-1.379330,-6.690504,-2.637649,-52.395427,29.557971
1578156326844983676!,rebel-vivacious-beetle,0.100000,1.540702,-1.402864,0.665227,-1.886127,-7.721613,-1.040100,-6.943865,-2.449064,-36.749461,31.709968
1578156326844983676!,rebel-vivacious-beetle,0.110000,1.461760,-1.411538,0.594600,-1.909568,-8.026295,-0.709845,-7.154517,-2.227768,-21.344703,33.336684
1578156326844983676!,rebel-vivacious-beetle,0.120000,1.380087,-1.416981,0.522100,-1.930651,-8.271465,-0.392606,-7.321197,-1.979848,-6.509185,34.381470
1578156326844983676!,rebel-vivacious-beetle,0.130000,1.296321,-1.419355,0.448186,-1.949136,-8.455584,-0.092126,-7.443951,-1.711667,7.412073,34.818286
1578156326844983676!,rebel-vivacious-beetle,0.140000,1.211088,-1.418856,0.373300,-1.964853,-8.578449,0.188418,-7.524041,-1.429485,20.061821,34.640329
1578156326844983676!,rebel-vivacious-beetle,0.150000,1.125010,-1.415704,0.297866,-1.977695,-8.641415,0.446603,-7.563948,-1.139226,31.123888,33.867483
1578156326844983676!,rebel-vivacious-beetle,0.160000,1.038685,-1.410143,0.222272,-1.987610,-8.647340,0.680870,-7.567190,-0.846228,40.350914,32.542860
1578156326844983676!,rebel-vivacious-beetle,0.170000,0.952675,-1.402424,0.146866,-1.994600,-8.600410,0.890558,-7.538062,-0.555041,47.584758,30.728241
1578156326844983676!,rebel-vivacious-beetle,0.180000,0.867469,-1.392792,0.071938,-1.998706,-8.505788,1.075714,-7.481383,-0.269273,52.781721,28.505177
1578156326844983676!,rebel-vivacious-beetle,0.190000,0.783489,-1.381478,-0.002279,-1.999999,-8.369273,1.237127,-7.402103,0.008436,55.982564,25.957070
1578156326844983676!,rebel-vivacious-beetle,0.200000,0.701108,-1.368704,-0.075595,-1.998571,-8.197042,1.376288,-7.305016,0.276310,57.300854,23.163762
1578156326844983676!,rebel-vivacious-beetle,0.210000,0.620616,-1.354665,-0.147875,-1.994526,-7.995238,1.494970,-7.194626,0.533413,56.935427,20.209392
1578156326844983676!,rebel-vivacious-beetle,0.220000,0.542259,-1.339542,-0.219016,-1.987972,-7.769782,1.595278,-7.074878,0.779442,55.122946,17.168452
1578156326844983676!,rebel-vivacious-beetle,0.230000,0.466233,-1.323499,-0.288946,-1.979017,-7.526139,1.679374,-6.949095,1.014601,52.129013,14.108626
1578156326844983676!,rebel-vivacious-beetle,0.240000,0.392686,-1.306679,-0.357623,-1.967767,-7.269175,1.749333,-6.819931,1.239458,48.226321,11.088595
1578156326844983676!,rebel-vivacious-beetle,0.250000,0.321724,-1.289210,-0.425024,-1.954317,-7.003088,1.807030,-6.689368,1.454800,43.676363,8.156704
1578156326844983676!,rebel-vivacious-beetle,0.260000,0.253418,-1.271201,-0.491141,-1.938757,-6.731404,1.854064,-6.558774,1.661521,38.715860,5.350468
1578156326844983676!,rebel-vivacious-beetle,0.270000,0.187806,-1.252749,-0.555978,-1.921168,-6.457017,1.891722,-6.428976,1.860519,33.547943,2.696721
1578156326844983676!,rebel-vivacious-beetle,0.280000,0.124905,-1.233941,-0.619542,-1.901622,-6.182263,1.920965,-6.300355,2.052634,28.337634,0.212233
1578156326844983676!,rebel-vivacious-beetle,0.290000,0.064707,-1.214855,-0.681843,-1.880183,-5.909009,1.942441,-6.172950,2.238602,23.210810,-2.095367
1578156326844983676!,rebel-vivacious-beetle,0.300000,0.007193,-1.195567,-0.742890,-1.856910,-5.638755,1.956512,-6.046556,2.419032,18.255832,-4.226472
1578156326844983676!,rebel-vivacious-beetle,0.310000,-0.047672,-1.176149,-0.802688,-1.831855,-5.372721,1.963299,-5.920812,2.594402,13.527018,-6.188268
1578156326844983676!,rebel-vivacious-beetle,0.320000,-0.099933,-1.156676,-0.861241,-1.805066,-5.111938,1.962722,-5.795280,2.765068,9.049281,-7.993446
1578156326844983676!,rebel-vivacious-beetle,0.330000,-0.149646,-1.137221,-0.918545,-1.776591,-4.857317,1.954557,-5.669504,2.931285,4.823414,-9.658889
1578156326844983676!,rebel-vivacious-beetle,0.340000,-0.196872,-1.117864,-0.974595,-1.746472,-4.609713,1.938480,-5.543059,3.093228,0.831612,-11.204346
1578156326844983676!,rebel-vivacious-beetle,0.350000,-0.241685,-1.098687,-1.029380,-1.714753,-4.369972,1.914116,-5.415577,3.251016,-2.957017,-12.651115
1578156326844983676!,rebel-vivacious-beetle,0.360000,-0.284164,-1.079776,-1.082888,-1.681474,-4.138962,1.881081,-5.286771,3.404741,-6.581140,-14.020731
1578156326844983676!,rebel-vivacious-beetle,0.370000,-0.324398,-1.061221,-1.135103,-1.646676,-3.917603,1.839020,-5.156433,3.554485,-10.082185,-15.333658
1578156326844983676!,rebel-vivacious-beetle,0.380000,-0.362484,-1.043117,-1.186009,-1.610399,-3.706876,1.787641,-5.024428,3.700336,-13.499667,-16.608012
1578156326844983676!,rebel-vivacious-beetle,0.390000,-0.398533,-1.025561,-1.235587,-1.572681,-3.507833,1.726739,-4.890679,3.842393,-16.866876,-17.858287
1578156326844983676!,rebel-vivacious-beetle,0.400000,-0.432662,-1.008650,-1.283819,-1.533561,-3.321594,1.656224,-4.755145,3.980766,-20.206912,-19.094107
1578156326844983676!,rebel-vivacious-beetle,0.410000,-0.465003,-0.992484,-1.330687,-1.493074,-3.149347,1.576135,-4.617795,4.115563,-23.529059,-20.319003
1578156326844983676!,rebel-vivacious-beetle,0.420000,-0.495699,-0.977162,-1.376172,-1.451258,-2.992332,1.486661,-4.478580,4.246866,-26.825476,-21.529214
1578156326844983676!,rebel-vivacious-beetle,0.430000,-0.524907,-0.962779,-1.420255,-1.408146,-2.851827,1.388157,-4.337403,4.374703,-30.067881,-22.712458
1578156326844983676!,rebel-vivacious-beetle,0.440000,-0.552797,-0.949427,-1.462916,-1.363773,-2.729128,1.281158,-4.194100,4.499002,-33.204483,-23.846739
1578156326844983676!,rebel-vivacious-beetle,0.450000,-0.579550,-0.937192,-1.504132,-1.318175,-2.625511,1.166384,-4.048417,4.619533,-36.159690,-24.899853
1578156326844983676!,rebel-vivacious-beetle,0.460000,-0.605365,-0.926150,-1.543878,-1.271393,-2.542191,1.044758,-3.900004,4.735852,-38.831206,-25.828300
1578156326844983676!,rebel-vivacious-beetle,0.470000,-0.630447,-0.916369,-1.582124,-1.223473,-2.480274,0.917418,-3.748417,4.847235,-41.089245,-26.576814
1578156326844983676!,rebel-vivacious-beetle,0.480000,-0.655017,-0.907903,-1.618834,-1.174468,-2.440685,0.785723,-3.593129,4.952606,-42.776941,-27.078351
1578156326844983676!,rebel-vivacious-beetle,0.490000,-0.679301,-0.900794,-1.653969,-1.124449,-2.424082,0.651253,-3.433563,5.050478,-43.712462,-27.254766
