ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
954056430071061303!,talented-steel-butterfly,0.000000,1.410898,-0.725682,1.878628,0.158188,0.911305,0.411733,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-354.519814,-910.138624,1298.361397
954056430071061303!,talented-steel-butterfly,0.010000,1.405573,-0.714117,1.877353,0.167599,0.908936,0.416935,-1.064731,2.311071,-0.259320,1.880119,-0.476138,1.038002,-256.061324,-665.278229,949.372318
954056430071061303!,talented-steel-butterfly,0.020000,1.390980,-0.682715,1.873661,0.193081,0.902368,0.430966,-1.855608,3.964827,-0.487231,3.210667,-0.841859,1.762706,-181.780295,-485.714572,693.409783
954056430071061303!,talented-steel-butterfly,0.030000,1.369399,-0.637151,1.867712,0.229846,0.892489,0.451069,-2.460508,5.136892,-0.710065,4.130811,-1.136853,2.249387,-127.029556,-350.472865,501.289140
954056430071061303!,talented-steel-butterfly,0.040000,1.342443,-0.581642,1.859527,0.274293,0.879906,0.475147,-2.925698,5.946597,-0.931531,4.741887,-1.379853,2.555296,-87.592808,-247.251808,355.487334
954056430071061303!,talented-steel-butterfly,0.050000,1.311382,-0.519397,1.849143,0.323700,0.865096,0.501607,-3.278466,6.480067,-1.146984,5.120521,-1.580061,2.725053,-59.849135,-168.365642,244.786242
954056430071061303!,talented-steel-butterfly,0.060000,1.277258,-0.452877,1.836656,0.376022,0.848465,0.529251,-3.538119,6.802675,-1.350169,5.326096,-1.742801,2.793961,-40.803203,-108.591725,161.418374
954056430071061303!,talented-steel-butterfly,0.070000,1.240939,-0.383958,1.822221,0.429744,0.830377,0.557202,-3.720544,6.965674,-1.536036,5.405132,-1.872105,2.789926,-28.052631,-64.051078,99.574332
954056430071061303!,talented-steel-butterfly,0.080000,1.203139,-0.314050,1.806033,0.483771,0.811153,0.584834,-3.839863,7.009839,-1.701594,5.393998,-1.971728,2.734750,-19.723825,-31.642040,54.636282
954056430071061303!,talented-steel-butterfly,0.090000,1.164431,-0.244186,1.788307,0.537338,0.791077,0.611717,-3.908792,6.967592,-1.845839,5.320776,-2.045403,2.645131,-14.394718,-8.774937,22.805029
954056430071061303!,talented-steel-butterfly,0.100000,1.125269,-0.175103,1.769257,0.589932,0.770392,0.637570,-3.938540,6.864422,-1.969257,5.206726,-2.096747,2.533552,-11.016084,6.734961,0.933794
954056430071061303!,talented-steel-butterfly,0.110000,1.085994,-0.107310,1.749087,0.641228,0.749307,0.662222,-3.938653,6.719995,-2.073276,5.067548,-2.129101,2.409088,-8.835986,16.710430,-13.553972
954056430071061303!,talented-steel-butterfly,0.120000,1.046864,-0.041138,1.727984,0.691034,0.727999,0.685579,-3.916956,6.549146,-2.159784,4.914499,-2.145401,2.278146,-7.331990,22.637612,-22.721625
954056430071061303!,talented-steel-butterfly,0.130000,1.008058,0.023215,1.706110,0.739262,0.706611,0.707602,-3.879614,6.362780,-2.230786,4.755389,-2.148103,2.145094,-6.153303,25.694667,-28.177446
954056430071061303!,talented-steel-butterfly,0.140000,0.969702,0.085642,1.683610,0.785882,0.685270,0.728289,-3.831346,6.168719,-2.288179,4.595432,-2.139193,2.012832,-5.073877,26.788171,-31.138768
954056430071061303!,talented-steel-butterfly,0.150000,0.931887,0.146098,1.660612,0.830906,0.664083,0.747659,-3.775636,5.972418,-2.333638,4.437943,-2.120225,1.883218,-3.955869,26.595079,-32.499368
954056430071061303!,talented-steel-butterfly,0.160000,0.894672,0.204586,1.637227,0.874371,0.643144,0.765745,-3.714974,5.777564,-2.368579,4.284889,-2.092392,1.757387,-2.722144,25.606301,-32.895392
954056430071061303!,talented-steel-butterfly,0.170000,0.858096,0.261134,1.613556,0.916329,0.622539,0.782589,-3.651077,5.586563,-2.394164,4.137306,-2.056606,1.636004,-1.336261,24.167508,-32.764840
954056430071061303!,talented-steel-butterfly,0.180000,0.822186,0.315789,1.589687,0.956837,0.602344,0.798237,-3.585089,5.400912,-2.411328,3.995615,-2.013569,1.519425,0.211680,22.514675,-32.398013
954056430071061303!,talented-steel-butterfly,0.190000,0.786958,0.368612,1.565702,0.995954,0.582629,0.812738,-3.517740,5.221485,-2.420823,3.859842,-1.963837,1.407820,1.914811,20.803296,-31.978229
954056430071061303!,talented-steel-butterfly,0.200000,0.752425,0.419668,1.541675,1.033739,0.563461,0.826143,-3.449463,5.048732,-2.423256,3.729774,-1.907873,1.301243,3.756247,19.131673,-31.613849
954056430071061303!,talented-steel-butterfly,0.210000,0.718573,0.469045,1.517662,1.070258,0.544887,0.838510,-3.380471,4.882804,-2.419119,3.605043,-1.846068,1.199626,5.715062,17.561663,-31.367082
954056430071061303!,talented-steel-butterfly,0.220000,0.685406,0.516814,1.493723,1.105561,0.526960,0.849890,-3.310871,4.723689,-2.408820,3.485223,-1.778792,1.102909,7.766298,16.123849,-31.260045
954056430071061303!,talented-steel-butterfly,0.230000,0.652925,0.563046,1.469915,1.139698,0.509730,0.860335,-3.240694,4.571268,-2.392713,3.369865,-1.706409,1.011010,9.884091,14.830590,-31.292564
954056430071061303!,talented-steel-butterfly,0.240000,0.621134,0.607808,1.446290,1.172712,0.493243,0.869892,-3.169932,4.425358,-2.371113,3.258522,-1.629292,0.923835,12.042829,13.682330,-31.450573
954056430071061303!,talented-steel-butterfly,0.250000,0.590034,0.651166,1.422900,1.204641,0.477541,0.878609,-3.098558,4.285743,-2.344318,3.150767,-1.547831,0.841276,14.217886,12.671931,-31.711856
954056430071061303!,talented-steel-butterfly,0.260000,0.559631,0.693181,1.399792,1.235518,0.462663,0.886534,-3.026548,4.152191,-2.312610,3.046197,-1.462433,0.763213,16.386075,11.787605,-32.049920
954056430071061303!,talented-steel-butterfly,0.270000,0.529931,0.733912,1.377012,1.265375,0.448645,0.893710,-2.953882,4.024464,-2.276271,2.944441,-1.373528,0.689515,18.525927,11.014894,-32.436570
954056430071061303!,talented-steel-butterfly,0.280000,0.500938,0.773415,1.354604,1.294236,0.435517,0.900180,-2.880559,3.902327,-2.235581,2.845160,-1.281564,0.620035,20.617844,10.337982,-32.843611
954056430071061303!,talented-steel-butterfly,0.290000,0.472660,0.811744,1.332607,1.322126,0.423307,0.905986,-2.806592,3.785555,-2.190826,2.748047,-1.187002,0.554607,22.644182,9.740586,-33.243952
954056430071061303!,talented-steel-butterfly,0.300000,0.445103,0.848949,1.311062,1.349064,0.412037,0.911167,-2.732015,3.673926,-2.142300,2.652824,-1.090317,0.493050,24.589271,9.206554,-33.612316
954056430071061303!,talented-steel-butterfly,0.310000,0.418275,0.885079,1.290004,1.375067,0.401727,0.915760,-2.656880,3.567234,-2.090302,2.559247,-0.991990,0.435168,26.439396,8.720274,-33.925678
954056430071061303!,talented-steel-butterfly,0.320000,0.392182,0.920180,1.269466,1.400150,0.392390,0.919799,-2.581255,3.465279,-2.035140,2.467096,-0.892500,0.380745,28.182751,8.266958,-34.163526
954056430071061303!,talented-steel-butterfly,0.330000,0.366829,0.954298,1.249480,1.424326,0.384038,0.923317,-2.505224,3.367874,-1.977129,2.376181,-0.792325,0.329554,29.809362,7.832842,-34.307988
954056430071061303!,talented-steel-butterfly,0.340000,0.342221,0.987474,1.230072,1.447606,0.376674,0.926346,-2.428884,3.274842,-1.916588,2.286339,-0.691935,0.281357,31.310994,7.405332,-34.343880
954056430071061303!,talented-steel-butterfly,0.350000,0.318364,1.019750,1.211267,1.469998,0.370300,0.928912,-2.352343,3.186018,-1.853846,2.197430,-0.591783,0.235908,32.681041,6.973098,-34.258683
954056430071061303!,talented-steel-butterfly,0.360000,0.295260,1.051166,1.193088,1.491512,0.364914,0.931041,-2.275717,3.101243,-1.789231,2.109339,-0.492311,0.192957,33.914413,6.526143,-34.042482
954056430071061303!,talented-steel-butterfly,0.370000,0.272910,1.081761,1.175552,1.512154,0.360507,0.932757,-2.199127,3.020369,-1.723077,2.021973,-0.393937,0.152255,35.007409,6.055840,-33.687857
954056430071061303!,talented-steel-butterfly,0.380000,0.251317,1.111570,1.158675,1.531930,0.357067,0.934079,-2.122698,2.943258,-1.655716,1.935264,-0.297057,0.113555,35.957582,5.554944,-33.189759
954056430071061303!,talented-steel-butterfly,0.390000,0.230480,1.140630,1.142468,1.550845,0.354581,0.935025,-2.046556,2.869775,-1.587480,1.849161,-0.202043,0.076619,36.763619,5.017577,-32.545352
954056430071061303!,talented-steel-butterfly,0.400000,0.210396,1.168975,1.126941,1.568906,0.353030,0.935612,-1.970824,2.799796,-1.518701,1.763638,-0.109242,0.041220,37.425201,4.439204,-31.753842
954056430071061303!,talented-steel-butterfly,0.410000,0.191063,1.196639,1.112099,1.586116,0.352390,0.935853,-1.895623,2.733199,-1.449701,1.678683,-0.018969,0.007143,37.942879,3.816570,-30.816295
954056430071061303!,talented-steel-butterfly,0.420000,0.172478,1.223654,1.097946,1.602480,0.352638,0.935760,-1.821069,2.669867,-1.380805,1.594308,0.068479,-0.025806,38.317909,3.147212,-29.734927
954056430071061303!,talented-steel-butterfly,0.430000,0.154635,1.250051,1.084480,1.618004,0.353745,0.935342,-1.747269,2.609690,-1.312320,1.510540,0.152852,-0.057809,38.552308,2.430974,-28.514852
954056430071061303!,talented-steel-butterfly,0.440000,0.137529,1.275861,1.071698,1.632691,0.355682,0.934607,-1.674327,2.552556,-1.244553,1.427423,0.233913,-0.089020,38.648458,1.667440,-27.160876
954056430071061303!,talented-steel-butterfly,0.450000,0.121152,1.301113,1.059594,1.646548,0.358417,0.933562,-1.602335,2.498356,-1.177796,1.345015,0.311462,-0.119578,38.609261,0.857819,-25.679733
954056430071061303!,talented-steel-butterfly,0.460000,0.105497,1.325835,1.048160,1.659581,0.361914,0.932211,-1.531378,2.446981,-1.112333,1.263392,0.385329,-0.149597,38.437959,0.004100,-24.079004
954056430071061303!,talented-steel-butterfly,0.470000,0.090556,1.350055,1.037383,1.671796,0.366139,0.930560,-1.461533,2.398320,-1.048432,1.182637,0.455372,-0.179171,38.138058,-0.891040,-22.366958
954056430071061303!,talented-steel-butterfly,0.480000,0.076319,1.373800,1.027250,1.683202,0.371054,0.928611,-1.392870,2.352260,-0.986351,1.102847,0.521480,-0.208372,37.713291,-1.824340,-20.552416
954056430071061303!,talented-steel-butterfly,0.490000,0.062777,1.397094,1.017744,1.693806,0.376621,0.926367,-1.325449,2.308683,-0.926333,1.024127,0.583569,-0.237254,37.167571,-2.792048,-18.644624
954056430071061303!,talented-steel-butterfly,0.500000,0.049920,1.419963,1.008846,1.703618,0.382802,0.923830,-1.259328,2.267464,-0.868606,0.946590,0.641583,-0.265849,36.504990,-3.790017,-16.653146
954056430071061303!,talented-steel-butterfly,0.510000,0.037738,1.442429,1.000537,1.712649,0.389558,0.921002,-1.194558,2.228475,-0.813386,0.870352,0.695493,-0.294174,35.729814,-4.813787,-14.587777
954056430071061303!,talented-steel-butterfly,0.520000,0.026221,1.464516,0.992794,1.720910,0.396850,0.917884,-1.131189,2.191578,-0.760873,0.795533,0.745298,-0.322232,34.846516,-5.858668,-12.458477
954056430071061303!,talented-steel-butterfly,0.530000,0.015359,1.486244,0.985593,1.728413,0.404638,0.914477,-1.069270,2.156625,-0.711254,0.722252,0.791020,-0.350011,33.859812,-6.919800,-10.275324
954056430071061303!,talented-steel-butterfly,0.540000,0.005120,1.507635,0.978887,1.735184,0.412870,0.910790,-1.008834,2.123462,-0.664656,0.650593,0.832698,-0.377470,32.777810,-7.987842,-8.055107
954056430071061303!,talented-steel-butterfly,0.550000,-0.004525,1.528708,0.972628,1.741248,0.421493,0.906832,-0.949905,2.091927,-0.621184,0.580633,0.870388,-0.404554,31.608330,-9.054935,-5.812442
954056430071061303!,talented-steel-butterfly,0.560000,-0.013585,1.549477,0.966790,1.746620,0.430473,0.902603,-0.892520,2.061849,-0.580958,0.512483,0.904181,-0.431226,30.355906,-10.118743,-3.553677
954056430071061303!,talented-steel-butterfly,0.570000,-0.022070,1.569956,0.961347,1.751315,0.439775,0.898108,-0.836728,2.033050,-0.544094,0.446243,0.934190,-0.457444,29.025763,-11.176166,-1.286226
954056430071061303!,talented-steel-butterfly,0.580000,-0.029989,1.590160,0.956273,1.755349,0.449366,0.893348,-0.782587,2.005348,-0.510694,0.382006,0.960545,-0.483168,27.623864,-12.223604,0.981718
954056430071061303!,talented-steel-butterfly,0.590000,-0.037381,1.610096,0.951508,1.758754,0.459196,0.888335,-0.730140,1.978570,-0.480781,0.319807,0.983350,-0.508311,26.161268,-13.251165,3.232553
954056430071061303!,talented-steel-butterfly,0.600000,-0.044272,1.629773,0.947007,1.761557,0.469223,0.883079,-0.679429,1.952535,-0.454375,0.259685,1.002738,-0.532804,24.647030,-14.253441,5.455143
954056430071061303!,talented-steel-butterfly,0.610000,-0.050679,1.649195,0.942734,1.763780,0.479416,0.877588,-0.630508,1.927056,-0.431494,0.201682,1.018863,-0.556593,23.088922,-15.227817,7.642415
954056430071061303!,talented-steel-butterfly,0.620000,-0.056622,1.668366,0.938655,1.765443,0.489742,0.871867,-0.583433,1.901951,-0.412144,0.145821,1.031892,-0.579631,21.495382,-16.171513,9.787037
954056430071061303!,talented-steel-butterfly,0.630000,-0.062117,1.687289,0.934736,1.766567,0.500174,0.865925,-0.538267,1.877041,-0.396315,0.092113,1.041994,-0.601874,19.875422,-17.081767,11.881699
954056430071061303!,talented-steel-butterfly,0.640000,-0.067184,1.705964,0.930941,1.767174,0.510683,0.859769,-0.495074,1.852154,-0.383978,0.040548,1.049344,-0.623285,18.238536,-17.955976,13.919335
954056430071061303!,talented-steel-butterfly,0.650000,-0.071842,1.724390,0.927237,1.767284,0.521243,0.853408,-0.453918,1.827130,-0.375091,-0.008898,1.054120,-0.643833,16.594569,-18.791790,15.893308
954056430071061303!,talented-steel-butterfly,0.660000,-0.076113,1.742565,0.923591,1.766918,0.531831,0.846850,-0.414857,1.801815,-0.369593,-0.056270,1.056500,-0.663493,14.953585,-19.587188,17.797568
954056430071061303!,talented-steel-butterfly,0.670000,-0.080015,1.760483,0.919969,1.766096,0.542425,0.840104,-0.377947,1.776073,-0.367408,-0.101627,1.056662,-0.682248,13.325699,-20.340521,19.626785
954056430071061303!,talented-steel-butterfly,0.680000,-0.083570,1.778141,0.916341,1.764837,0.553003,0.833179,-0.343231,1.749780,-0.368443,-0.145041,1.054780,-0.700085,11.720902,-21.050556,21.376466
954056430071061303!,talented-steel-butterfly,0.690000,-0.086800,1.795531,0.912676,1.763158,0.563548,0.826083,-0.310745,1.722834,-0.372591,-0.186602,1.051024,-0.717001,10.148877,-21.716486,23.043052
954056430071061303!,talented-steel-butterfly,0.700000,-0.089726,1.812647,0.908943,1.761079,0.574042,0.818826,-0.280508,1.695147,-0.379732,-0.226408,1.045560,-0.732994,8.618798,-22.337948,24.623997
954056430071061303!,talented-steel-butterfly,0.710000,-0.092370,1.829482,0.905116,1.758615,0.584469,0.811416,-0.252527,1.666655,-0.389731,-0.264569,1.038543,-0.748070,7.139146,-22.915014,26.117817
954056430071061303!,talented-steel-butterfly,0.720000,-0.094753,1.846025,0.901166,1.755781,0.594816,0.803862,-0.226788,1.637313,-0.402445,-0.301201,1.030121,-0.762235,5.717520,-23.448186,27.524129
954056430071061303!,talented-steel-butterfly,0.730000,-0.096898,1.862270,0.897069,1.752592,0.605068,0.796173,-0.203263,1.607098,-0.417719,-0.336422,1.020433,-0.775499,4.360475,-23.938366,28.843648
954056430071061303!,talented-steel-butterfly,0.740000,-0.098825,1.878208,0.892801,1.749060,0.615216,0.788358,-0.181902,1.576006,-0.435393,-0.370355,1.009606,-0.787873,3.073374,-24.386831,30.078172
954056430071061303!,talented-steel-butterfly,0.750000,-0.100555,1.893829,0.888338,1.745197,0.625248,0.780426,-0.162638,1.544055,-0.455301,-0.403122,0.997756,-0.799365,1.860277,-24.795194,31.230531
954056430071061303!,talented-steel-butterfly,0.760000,-0.102108,1.909127,0.883660,1.741015,0.635155,0.772385,-0.145385,1.511281,-0.477274,-0.434838,0.984988,-0.809986,0.723860,-25.165353,32.304513
954056430071061303!,talented-steel-butterfly,0.770000,-0.103503,1.924093,0.878748,1.736523,0.644929,0.764243,-0.130039,1.477735,-0.501140,-0.465616,0.971394,-0.819739,-0.334629,-25.499441,33.304765
954056430071061303!,talented-steel-butterfly,0.780000,-0.104757,1.938718,0.873586,1.731728,0.654561,0.756009,-0.116476,1.443484,-0.526722,-0.495551,0.957044,-0.828620,-1.316095,-25.800666,34.238149
954056430071061303!,talented-steel-butterfly,0.790000,-0.105885,1.952997,0.868159,1.726639,0.664047,0.747691,-0.104558,1.408608,-0.553846,-0.524727,0.941995,-0.836613,-2.223015,-26.072391,35.112246
954056430071061303!,talented-steel-butterfly,0.800000,-0.106901,1.966922,0.862455,1.721260,0.673378,0.739298,-0.094144,1.373197,-0.582352,-0.553220,0.926305,-0.843711,-3.058271,-26.316782,35.933097
954056430071061303!,talented-steel-butterfly,0.810000,-0.107819,1.980489,0.856460,1.715600,0.682551,0.730838,-0.085087,1.337350,-0.612087,-0.581094,0.910024,-0.849899,-3.825935,-26.536032,36.707073
954056430071061303!,talented-steel-butterfly,0.820000,-0.108650,1.993694,0.850165,1.709662,0.691559,0.722320,-0.077230,1.301171,-0.642906,-0.608397,0.893193,-0.855155,-4.531128,-26.732285,37.440700
954056430071061303!,talented-steel-butterfly,0.830000,-0.109406,2.006535,0.843559,1.703453,0.700396,0.713754,-0.070414,1.264762,-0.674670,-0.635167,0.875844,-0.859452,-5.179859,-26.907578,38.140498
954056430071061303!,talented-steel-butterfly,0.840000,-0.110096,2.019010,0.836633,1.696978,0.709059,0.705149,-0.064483,1.228226,-0.707252,-0.661427,0.858001,-0.862758,-5.778843,-27.063783,38.812827
954056430071061303!,talented-steel-butterfly,0.850000,-0.110727,2.031118,0.829381,1.690242,0.717542,0.696516,-0.059279,1.191663,-0.740535,-0.687186,0.839685,-0.865033,-6.335323,-27.202562,39.463757
954056430071061303!,talented-steel-butterfly,0.860000,-0.111306,2.042859,0.821796,1.683249,0.725840,0.687864,-0.054652,1.155166,-0.774412,-0.712440,0.820909,-0.866231,-6.856874,-27.325332,40.098949
954056430071061303!,talented-steel-butterfly,0.870000,-0.111840,2.054235,0.813872,1.676006,0.733949,0.679205,-0.050458,1.118823,-0.808785,-0.737174,0.801684,-0.866301,-7.351232,-27.433236,40.723568
954056430071061303!,talented-steel-butterfly,0.880000,-0.112330,2.065247,0.805605,1.668516,0.741865,0.670550,-0.046563,1.082710,-0.843570,-0.761361,0.782017,-0.865187,-7.826117,-27.527127,41.342209
