ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
1399647802672369230!,great-proficient-bumblebee,0.000000,1.547051,-1.978286,0.000000,-1.978286,0.000000,0.000000,0.000000,0.000000,59.094079,-11.741665,-86.163140,-46.900884
1399647802672369230!,great-proficient-bumblebee,0.010000,1.543522,-1.972314,0.000000,-1.972314,-0.705905,1.194269,0.000000,1.194269,51.582092,-10.636095,-75.709166,-40.944493
1399647802672369230!,great-proficient-bumblebee,0.020000,1.533384,-1.955162,0.000000,-1.955162,-1.320502,2.234061,0.000000,2.234061,44.857961,-9.646477,-66.351604,-35.612807
1399647802672369230!,great-proficient-bumblebee,0.030000,1.517495,-1.928281,0.000000,-1.928281,-1.853367,3.135577,0.000000,3.135577,38.843345,-8.761282,-57.981430,-30.843708
1399647802672369230!,great-proficient-bumblebee,0.040000,1.496625,-1.892974,0.000000,-1.892974,-2.313125,3.913408,0.000000,3.913408,33.467621,-7.970114,-50.500364,-26.581199
1399647802672369230!,great-proficient-bumblebee,0.050000,1.471465,-1.850406,0.000000,-1.850406,-2.707542,4.580693,0.000000,4.580693,28.667107,-7.263603,-43.819781,-22.774784
1399647802672369230!,great-proficient-bumblebee,0.060000,1.442656,-1.801667,0.000000,-1.801667,-3.043608,5.149259,0.000000,5.149259,24.385031,-6.633392,-37.860677,-19.379448
1399647802672369230!,great-proficient-bumblebee,0.070000,1.410769,-1.747719,0.000000,-1.747719,-3.327626,5.629768,0.000000,5.629768,20.569969,-6.071914,-32.551489,-16.354416
1399647802672369230!,great-proficient-bumblebee,0.080000,1.376291,-1.689389,0.000000,-1.689389,-3.565272,6.031824,0.000000,6.031824,17.174953,-5.572256,-27.826853,-13.662446
1399647802672369230!,great-proficient-bumblebee,0.090000,1.339653,-1.627404,0.000000,-1.627404,-3.761651,6.364064,0.000000,6.364064,14.157507,-5.128166,-23.627658,-11.269858
1399647802672369230!,great-proficient-bumblebee,0.100000,1.301238,-1.562412,0.000000,-1.562412,-3.921354,6.634253,0.000000,6.634253,11.479360,-4.734012,-19.900644,-9.146307
1399647802672369230!,great-proficient-bumblebee,0.110000,1.261388,-1.494993,0.000000,-1.494993,-4.048504,6.849369,0.000000,6.849369,9.106064,-4.384725,-16.597873,-7.264477
1399647802672369230!,great-proficient-bumblebee,0.120000,1.220409,-1.425663,0.000000,-1.425663,-4.146807,7.015680,0.000000,7.015680,7.006617,-4.075740,-13.676201,-5.599787
1399647802672369230!,great-proficient-bumblebee,0.130000,1.178572,-1.354882,0.000000,-1.354882,-4.219591,7.138818,0.000000,7.138818,5.153101,-3.802951,-11.096775,-4.130101
1399647802672369230!,great-proficient-bumblebee,0.140000,1.136118,-1.283058,0.000000,-1.283058,-4.269845,7.223840,0.000000,7.223840,3.520368,-3.562655,-8.824600,-2.835477
1399647802672369230!,great-proficient-bumblebee,0.150000,1.093262,-1.210553,0.000000,-1.210553,-4.300254,7.275286,0.000000,7.275286,2.085761,-3.351518,-6.828146,-1.697951
1399647802672369230!,great-proficient-bumblebee,0.160000,1.050191,-1.137684,0.000000,-1.137684,-4.313225,7.297231,0.000000,7.297231,0.828866,-3.166536,-5.079002,-0.701336
1399647802672369230!,great-proficient-bumblebee,0.170000,1.007071,-1.064733,0.000000,-1.064733,-4.310919,7.293329,0.000000,7.293329,-0.268712,-3.005001,-3.551569,0.168954
1399647802672369230!,great-proficient-bumblebee,0.180000,0.964048,-0.991945,0.000000,-0.991945,-4.295271,7.266856,0.000000,7.266856,-1.223547,-2.864474,-2.222784,0.926059
1399647802672369230!,great-proficient-bumblebee,0.190000,0.921248,-0.919535,0.000000,-0.919535,-4.268018,7.220748,0.000000,7.220748,-2.050570,-2.742757,-1.071866,1.581821
1399647802672369230!,great-proficient-bumblebee,0.200000,0.878782,-0.847690,0.000000,-0.847690,-4.230712,7.157633,0.000000,7.157633,-2.763232,-2.637872,-0.080098,2.146904
1399647802672369230!,great-proficient-bumblebee,0.210000,0.836747,-0.776573,0.000000,-0.776573,-4.184744,7.079863,0.000000,7.079863,-3.373650,-2.548034,0.769383,2.630915
1399647802672369230!,great-proficient-bumblebee,0.220000,0.795224,-0.706323,0.000000,-0.706323,-4.131356,6.989540,0.000000,6.989540,-3.892733,-2.471639,1.491759,3.042506
1399647802672369230!,great-proficient-bumblebee,0.230000,0.754285,-0.637062,0.000000,-0.637062,-4.071659,6.888543,0.000000,6.888543,-4.330306,-2.407239,2.100703,3.389466
1399647802672369230!,great-proficient-bumblebee,0.240000,0.713990,-0.568890,0.000000,-0.568890,-4.006643,6.778547,0.000000,6.778547,-4.695215,-2.353534,2.608524,3.678808
1399647802672369230!,great-proficient-bumblebee,0.250000,0.674390,-0.501893,0.000000,-0.501893,-3.937191,6.661047,0.000000,6.661047,-4.995419,-2.309352,3.026301,3.916846
1399647802672369230!,great-proficient-bumblebee,0.260000,0.635527,-0.436144,0.000000,-0.436144,-3.864091,6.537374,0.000000,6.537374,-5.238083,-2.273638,3.364001,4.109259
1399647802672369230!,great-proficient-bumblebee,0.270000,0.597437,-0.371702,0.000000,-0.371702,-3.788041,6.408711,0.000000,6.408711,-5.429651,-2.245444,3.630595,4.261156
1399647802672369230!,great-proficient-bumblebee,0.280000,0.560144,-0.308610,0.000000,-0.308610,-3.709663,6.276108,0.000000,6.276108,-5.575989,-2.223907,3.834244,4.377190
1399647802672369230!,great-proficient-bumblebee,0.290000,0.523650,-0.246867,0.000000,-0.246867,-3.629506,6.140496,0.000000,6.140496,-5.682867,-2.208177,3.982979,4.461936
1399647802672369230!,great-proficient-bumblebee,0.300000,0.487969,-0.186502,0.000000,-0.186502,-3.548049,6.002686,0.000000,6.002686,-5.754917,-2.197573,4.083247,4.519066
1399647802672369230!,great-proficient-bumblebee,0.310000,0.453114,-0.127532,0.000000,-0.127532,-3.465717,5.863395,0.000000,5.863395,-5.796290,-2.191484,4.140823,4.551871
1399647802672369230!,great-proficient-bumblebee,0.320000,0.419090,-0.069970,0.000000,-0.069970,-3.382883,5.723252,0.000000,5.723252,-5.810742,-2.189357,4.160935,4.563330
1399647802672369230!,great-proficient-bumblebee,0.330000,0.385896,-0.013811,0.000000,-0.013811,-3.299872,5.582813,0.000000,5.582813,-5.801758,-2.190680,4.148433,4.556206
1399647802672369230!,great-proficient-bumblebee,0.340000,0.353531,0.040944,0.000000,0.040944,-3.216971,5.442558,0.000000,5.442558,-5.772348,-2.195008,4.107505,4.532887
1399647802672369230!,great-proficient-bumblebee,0.350000,0.321993,0.094302,0.000000,0.094302,-3.134427,5.302908,0.000000,5.302908,-5.725204,-2.201946,4.041898,4.495506
1399647802672369230!,great-proficient-bumblebee,0.360000,0.291275,0.146272,0.000000,0.146272,-3.052456,5.164228,0.000000,5.164228,-5.662731,-2.211141,3.954958,4.445970
