ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
1637721959883986202!,great-proficient-bumblebee,0.000000,-1.240804,-1.915901,0.000000,-1.915901,0.000000,0.000000,0.000000,0.000000,10.233854,-52.097233,-79.471952,-8.847632
1637721959883986202!,great-proficient-bumblebee,0.010000,-1.240397,-1.908929,0.000000,-1.908929,0.081346,1.394399,0.000000,1.394399,9.041875,-45.771722,-69.883475,-7.813380
1637721959883986202!,great-proficient-bumblebee,0.020000,-1.239229,-1.888903,0.000000,-1.888903,0.152170,2.608433,0.000000,2.608433,7.974910,-40.109630,-61.300637,-6.887600
1637721959883986202!,great-proficient-bumblebee,0.030000,-1.237398,-1.857517,0.000000,-1.857517,0.213576,3.661021,0.000000,3.661021,7.020529,-35.044988,-53.623439,-6.059507
1637721959883986202!,great-proficient-bumblebee,0.040000,-1.234993,-1.816293,0.000000,-1.816293,0.266556,4.569197,0.000000,4.569197,6.167525,-30.518330,-46.761739,-5.319376
1637721959883986202!,great-proficient-bumblebee,0.050000,-1.232094,-1.766592,0.000000,-1.766592,0.312008,5.348302,0.000000,5.348302,5.405794,-26.476030,-40.634250,-4.658441
1637721959883986202!,great-proficient-bumblebee,0.060000,-1.228771,-1.709636,0.000000,-1.709636,0.350735,6.012145,0.000000,6.012145,4.726224,-22.869737,-35.167678,-4.068794
1637721959883986202!,great-proficient-bumblebee,0.070000,-1.225089,-1.646517,0.000000,-1.646517,0.383463,6.573160,0.000000,6.573160,4.120601,-19.655858,-30.295944,-3.543310
1637721959883986202!,great-proficient-bumblebee,0.080000,-1.221104,-1.578212,0.000000,-1.578212,0.410845,7.042535,0.000000,7.042535,3.581519,-16.795097,-25.959481,-3.075561
1637721959883986202!,great-proficient-bumblebee,0.090000,-1.216868,-1.505596,0.000000,-1.505596,0.433469,7.430339,0.000000,7.430339,3.102304,-14.252031,-22.104595,-2.659758
1637721959883986202!,great-proficient-bumblebee,0.100000,-1.212426,-1.429449,0.000000,-1.429449,0.451862,7.745631,0.000000,7.745631,2.676938,-11.994732,-18.682886,-2.290678
1637721959883986202!,great-proficient-bumblebee,0.110000,-1.207818,-1.350468,0.000000,-1.350468,0.466501,7.996560,0.000000,7.996560,2.299999,-9.994420,-15.650728,-1.963618
1637721959883986202!,great-proficient-bumblebee,0.120000,-1.203082,-1.269286,0.000000,-1.269286,0.477812,8.190451,0.000000,8.190451,1.966619,-8.225260,-12.968961,-1.674351
1637721959883986202!,great-proficient-bumblebee,0.130000,-1.198250,-1.186456,0.000000,-1.186456,0.486180,8.333898,0.000000,8.333898,1.672392,-6.663878,-10.602152,-1.419058
1637721959883986202!,great-proficient-bumblebee,0.140000,-1.193350,-1.102463,0.000000,-1.102463,0.491952,8.432824,0.000000,8.432824,1.413325,-5.289082,-8.518178,-1.194272
1637721959883986202!,great-proficient-bumblebee,0.150000,-1.188407,-1.017730,0.000000,-1.017730,0.495436,8.492549,0.000000,8.492549,1.185814,-4.081740,-6.688038,-0.996866
1637721959883986202!,great-proficient-bumblebee,0.160000,-1.183442,-0.932630,0.000000,-0.932630,0.496912,8.517849,0.000000,8.517849,0.986602,-3.024578,-5.085546,-0.824015
1637721959883986202!,great-proficient-bumblebee,0.170000,-1.178475,-0.847486,0.000000,-0.847486,0.496629,8.513005,0.000000,8.513005,0.812752,-2.102000,-3.687064,-0.673169
