ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
997253799527438433!,thoughtful-antique-butterfly,0.000000,1.533042,-1.212485,-0.016960,0.051435,-0.482634,-0.130631,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-104.594374,-47.351441,-18.556377,91.088609,-31.101434,-5.608966
997253799527438433!,thoughtful-antique-butterfly,0.010000,1.533704,-1.208603,-0.017683,0.053616,-0.482925,-0.129550,0.132421,0.775419,-0.144303,0.435298,-0.057898,0.215829,-90.757796,-18.329931,-30.639610,71.628117,-37.567188,27.231354
997253799527438433!,thoughtful-antique-butterfly,0.020000,1.534653,-1.198528,-0.019781,0.059937,-0.483754,-0.126420,0.057421,1.238447,-0.274993,0.827856,-0.107118,0.409897,-82.872026,-4.691507,-35.614715,61.471137,-39.840697,41.897616
997253799527438433!,thoughtful-antique-butterfly,0.030000,1.534387,-1.184590,-0.023143,0.070041,-0.485034,-0.121418,-0.109430,1.546798,-0.396626,1.190266,-0.147523,0.589313,-77.742169,1.850540,-37.281564,55.607308,-40.148737,48.211360
997253799527438433!,thoughtful-antique-butterfly,0.040000,1.532252,-1.167972,-0.027691,0.083658,-0.486672,-0.114675,-0.314945,1.773479,-0.511615,1.528363,-0.178466,0.757395,-73.910745,5.083453,-37.389974,51.750933,-39.523258,50.654106
997253799527438433!,thoughtful-antique-butterfly,0.050000,1.527997,-1.149332,-0.033358,0.100536,-0.488568,-0.106306,-0.534808,1.952976,-0.621408,1.844794,-0.199252,0.915730,-70.693383,6.741423,-36.739629,48.844295,-38.435047,51.263356
997253799527438433!,thoughtful-antique-butterfly,0.060000,1.521533,-1.129054,-0.040100,0.120468,-0.490618,-0.096403,-0.757855,2.101944,-0.726986,2.140523,-0.209274,1.065047,-67.757644,7.620358,-35.692855,46.389408,-37.095045,50.960656
997253799527438433!,thoughtful-antique-butterfly,0.070000,1.512849,-1.107398,-0.047879,0.143254,-0.492713,-0.085050,-0.978883,2.228630,-0.829095,2.415556,-0.208107,1.205604,-64.937650,8.080360,-34.409925,44.150439,-35.594681,50.151292
997253799527438433!,thoughtful-antique-butterfly,0.080000,1.501976,-1.084561,-0.056667,0.168688,-0.494740,-0.072334,-1.195279,2.337468,-0.928367,2.669421,-0.195545,1.337469,-62.144666,8.286476,-32.961707,42.010734,-33.973020,49.011142
997253799527438433!,thoughtful-antique-butterfly,0.090000,1.488962,-1.060709,-0.066438,0.196562,-0.496585,-0.058338,-1.405537,2.430811,-1.025308,2.901201,-0.171580,1.460524,-59.333351,8.305654,-31.376380,39.916922,-32.245262,47.603300
997253799527438433!,thoughtful-antique-butterfly,0.100000,1.473872,-1.035988,-0.077175,0.226651,-0.498135,-0.043151,-1.608471,2.510119,-1.120319,3.109774,-0.136400,1.574606,-56.479380,8.166499,-29.667315,37.843306,-30.419327,45.949157
997253799527438433!,thoughtful-antique-butterfly,0.110000,1.456779,-1.010531,-0.088860,0.258722,-0.499278,-0.026860,-1.802909,2.576317,-1.213666,3.293871,-0.090356,1.679531,-53.572825,7.879981,-27.843395,35.780349,-28.502310,44.053608
997253799527438433!,thoughtful-antique-butterfly,0.120000,1.437770,-0.984462,-0.101481,0.292528,-0.499909,-0.009557,-1.987534,2.629999,-1.305454,3.452160,-0.033938,1.775129,-50.614363,7.451245,-25.914836,33.728113,-26.504099,41.919458
997253799527438433!,thoughtful-antique-butterfly,0.130000,1.416947,-0.957901,-0.115026,0.327811,-0.499925,0.008667,-2.160826,2.671516,-1.395597,3.583316,0.032268,1.861264,-47.613382,6.885535,-23.896014,31.692929,-24.439085,39.554724
997253799527438433!,thoughtful-antique-butterfly,0.140000,1.394426,-0.930959,-0.129483,0.364303,-0.499231,0.027722,-2.321069,2.701022,-1.483803,3.686088,0.107608,1.937858,-44.586698,6.191257,-21.806612,29.685440,-22.326707,36.976362
997253799527438433!,thoughtful-antique-butterfly,0.150000,1.370338,-0.903742,-0.144838,0.401724,-0.497737,0.047517,-2.466378,2.718482,-1.569561,3.759364,0.191402,2.004900,-41.557357,5.381435,-19.671620,27.719190,-20.191123,34.211878
997253799527438433!,thoughtful-antique-butterfly,0.160000,1.344884,-0.876395,-0.161042,0.439730,-0.495363,0.067937,-2.594877,2.723315,-1.652069,3.802089,0.282823,2.062210,-38.564616,4.456752,-17.515999,25.823524,-18.059296,31.280653
997253799527438433!,thoughtful-antique-butterfly,0.170000,1.318268,-0.849069,-0.178043,0.477978,-0.492039,0.088868,-2.704573,2.714918,-1.730338,3.813416,0.381024,2.109631,-35.647915,3.430647,-15.370843,24.023371,-15.961944,28.221699
997253799527438433!,thoughtful-antique-butterfly,0.180000,1.290688,-0.821902,-0.195789,0.516151,-0.487702,0.110211,-2.793452,2.692779,-1.803270,3.792799,0.485212,2.147141,-32.841761,2.331418,-13.271413,22.334682,-13.930915,25.094319
997253799527438433!,thoughtful-antique-butterfly,0.190000,1.262360,-0.795037,-0.214221,0.553929,-0.482297,0.131868,-2.859695,2.656225,-1.869645,3.739936,0.594609,2.174736,-30.180965,1.187181,-11.250703,20.773261,-11.995649,21.959419
997253799527438433!,thoughtful-antique-butterfly,0.200000,1.233512,-0.768627,-0.233266,0.590992,-0.475777,0.153741,-2.901730,2.604473,-1.928171,3.654764,0.708451,2.192421,-27.698292,0.025405,-9.337880,19.353175,-10.181588,18.877597
997253799527438433!,thoughtful-antique-butterfly,0.210000,1.204388,-0.742828,-0.252839,0.627022,-0.468101,0.175732,-2.918273,2.536673,-1.977519,3.537434,0.825982,2.200189,-25.422742,-1.128390,-7.556804,18.085973,-8.508862,15.906189
997253799527438433!,thoughtful-antique-butterfly,0.220000,1.175242,-0.717806,-0.272845,0.661703,-0.459236,0.197743,-2.908351,2.451953,-2.016362,3.388283,0.946445,2.198006,-23.378412,-2.252138,-5.925003,16.980434,-6.991518,13.096138
997253799527438433!,thoughtful-antique-butterfly,0.230000,1.146335,-0.693735,-0.293172,0.694724,-0.449157,0.219678,-2.871307,2.349462,-2.043410,3.207798,1.069053,2.185801,-21.583874,-3.328529,-4.453306,16.042686,-5.637416,10.489244
997253799527438433!,thoughtful-antique-butterfly,0.240000,1.117939,-0.670794,-0.313699,0.725778,-0.437846,0.241436,-2.806776,2.228430,-2.057429,2.996592,1.192965,2.163451,-20.051976,-4.345877,-3.146130,15.276518,-4.448735,8.116129
997253799527438433!,thoughtful-antique-butterfly,0.250000,1.090324,-0.649170,-0.334291,0.754565,-0.425294,0.262916,-2.714656,2.088230,-2.057264,2.755400,1.317247,2.130785,-18.789853,-5.298458,-2.002299,14.683696,-3.422933,5.995026
997253799527438433!,thoughtful-antique-butterfly,0.260000,1.063765,-0.629056,-0.354803,0.780790,-0.411503,0.284016,-2.595066,1.928460,-2.041847,2.485101,1.440837,2.087594,-17.798897,-6.186288,-1.016145,14.264047,-2.553887,4.131349
997253799527438433!,thoughtful-antique-butterfly,0.270000,1.038535,-0.610643,-0.375078,0.804170,-0.396486,0.304629,-2.448324,1.749038,-2.010220,2.186771,1.562503,2.033658,-17.074354,-7.014429,-0.178579,14.015095,-1.832899,2.517843
997253799527438433!,thoughtful-antique-butterfly,0.280000,1.014904,-0.594127,-0.394951,0.824432,-0.380268,0.324648,-2.274936,1.550308,-1.961548,1.861774,1.680813,1.968781,-16.604249,-7.791907,0.522147,13.931042,-1.249266,1.135063
997253799527438433!,thoughtful-antique-butterfly,0.290000,0.993136,-0.579691,-0.414250,0.841317,-0.362891,0.343962,-2.075603,1.333183,-1.895157,1.511898,1.794130,1.892867,-16.367150,-8.529418,1.099998,14.000406,-0.790230,-0.046716
997253799527438433!,thoughtful-antique-butterfly,0.300000,0.973487,-0.567511,-0.432795,0.854589,-0.344414,0.362462,-1.851265,1.099235,-1.810574,1.139474,1.900607,1.805968,-16.329726,-9.238694,1.571877,14.204047,-0.440057,-1.068043
997253799527438433!,thoughtful-antique-butterfly,0.310000,0.956200,-0.557746,-0.450402,0.864038,-0.324913,0.380042,-1.603147,0.850851,-1.707574,0.747540,1.998237,1.708374,-16.442915,-9.928836,1.958118,14.511009,-0.178655,-1.976583
997253799527438433!,thoughtful-antique-butterfly,0.320000,0.941505,-0.550526,-0.466888,0.869484,-0.304491,0.396592,-1.333017,0.591094,-1.586296,0.339887,2.084672,1.600545,-16.641739,-10.618493,2.287576,14.882870,0.021174,-2.846459
997253799527438433!,thoughtful-antique-butterfly,0.330000,0.929613,-0.545941,-0.482073,0.870794,-0.283272,0.412016,-1.043044,0.324113,-1.447290,-0.078692,2.157565,1.483387,-16.837143,-11.313975,2.594004,15.259480,0.194795,-3.747327
997253799527438433!,thoughtful-antique-butterfly,0.340000,0.920714,-0.544037,-0.495786,0.867887,-0.261403,0.426226,-0.735953,0.054954,-1.291573,-0.502467,2.214594,1.358204,-16.917654,-12.015814,2.919139,15.562363,0.387582,-4.752924
997253799527438433!,thoughtful-antique-butterfly,0.350000,0.914961,-0.544804,-0.507868,0.860742,-0.239055,0.439150,-0.415257,-0.210583,-1.120766,-0.924768,2.253464,1.226691,-16.753099,-12.724918,3.314190,15.699539,0.655124,-5.948083
997253799527438433!,thoughtful-antique-butterfly,0.360000,0.912473,-0.548171,-0.518180,0.849410,-0.216423,0.450734,-0.085216,-0.466028,-0.937125,-1.338097,2.272089,1.090957,-16.199540,-13.435871,3.836499,15.566309,1.061121,-7.414016
997253799527438433!,thoughtful-antique-butterfly,0.370000,0.913318,-0.554001,-0.526611,0.834021,-0.193722,0.460947,0.249148,-0.704502,-0.743584,-1.734359,2.268720,0.953476,-15.110212,-14.137000,4.545638,15.052965,1.673102,-9.221170
997253799527438433!,thoughtful-antique-butterfly,0.380000,0.917509,-0.562083,-0.533084,0.814790,-0.171187,0.469782,0.582103,-0.919053,-0.543742,-2.105178,2.242059,0.816997,-13.350358,-14.810778,5.497470,14.055525,2.555874,-11.420580
997253799527438433!,thoughtful-antique-butterfly,0.390000,0.924995,-0.572151,-0.537554,0.792016,-0.149053,0.477266,0.907493,-1.103011,-0.341752,-2.442349,2.191429,0.684397,-10.812626,-15.426442,6.734770,12.483988,3.762987,-14.022608
997253799527438433!,thoughtful-antique-butterfly,0.400000,0.935654,-0.583890,-0.540010,0.766080,-0.127548,0.483458,1.218930,-1.250435,-0.142210,-2.738308,2.116752,0.558449,-7.431887,-15.942783,8.281025,10.274169,5.329359,-16.992985
997253799527438433!,thoughtful-antique-butterfly,0.410000,0.949314,-0.596908,-0.540502,0.737427,-0.106908,0.488437,1.509365,-1.356692,0.049732,-2.986407,2.018347,0.441769,-3.205049,-16.342351,10.142314,7.415180,7.265518,-20.297341
997253799527438433!,thoughtful-antique-butterfly,0.420000,0.965733,-0.610775,-0.539134,0.706561,-0.087364,0.492308,1.771919,-1.418488,0.228698,-3.181395,1.897147,0.336664,1.806207,-16.604865,12.295776,3.941496,9.551122,-23.857157
997253799527438433!,thoughtful-antique-butterfly,0.430000,0.984603,-0.625038,-0.536061,0.674031,-0.069136,0.495197,2.000188,-1.434187,0.389334,-3.319819,1.754667,0.244976,7.474480,-16.713516,14.689938,-0.063707,12.133896,-27.560490
997253799527438433!,thoughtful-antique-butterfly,0.440000,1.005555,-0.639235,-0.531491,0.640409,-0.052426,0.497244,2.188600,-1.403992,0.526594,-3.400314,1.592938,0.167948,13.614942,-16.659378,17.248753,-4.472605,14.933023,-31.274989
997253799527438433!,thoughtful-antique-butterfly,0.450000,1.028171,-0.652916,-0.525681,0.606267,-0.037412,0.498598,2.332758,-1.329949,0.636023,-3.423747,1.414401,0.106128,20.001732,-16.444236,19.879121,-9.123315,17.846693,-34.862892
997253799527438433!,thoughtful-antique-butterfly,0.460000,1.051995,-0.665659,-0.518927,0.572163,-0.024248,0.499412,2.429713,-1.215783,0.714021,-3.393172,1.221772,0.059321,26.389692,-16.081707,22.480703,-13.835046,20.762535,-38.196082
997253799527438433!,thoughtful-antique-butterfly,0.470000,1.076551,-0.677087,-0.511555,0.538610,-0.013061,0.499829,2.478136,-1.066595,0.758042,-3.313610,1.017897,0.026599,32.537645,-15.596576,24.956281,-18.425151,23.569038,-41.168830
997253799527438433!,thoughtful-antique-butterfly,0.480000,1.101349,-0.686876,-0.503918,0.506069,-0.003955,0.499984,2.478356,-0.888551,0.766749,-3.191747,0.805672,0.006373,38.227510,-15.026331,27.221493,-22.722419,26.165802,-43.711254
997253799527438433!,thoughtful-antique-butterfly,0.490000,1.125919,-0.694768,-0.496370,0.474924,0.003001,0.499991,2.432346,-0.688174,0.740004,-3.035344,0.587815,-0.003529,43.284731,-14.407232,29.209263,-26.587108,28.471538,-45.778838
997253799527438433!,thoughtful-antique-butterfly,0.500000,1.149813,-0.700575,-0.489261,0.445478,0.007764,0.499940,2.343412,-0.472002,0.678777,-2.852748,0.366811,-0.005697,47.584363,-13.776656,30.874265,-29.914605,30.428383,-47.359213
997253799527438433!,thoughtful-antique-butterfly,0.510000,1.172619,-0.704165,-0.482932,0.417955,0.010309,0.499894,2.215943,-0.246340,0.585076,-2.652486,0.144930,-0.002989,51.050848,-13.173656,32.193693,-32.635182,32.002609,-48.472428
997253799527438433!,thoughtful-antique-butterfly,0.520000,1.193989,-0.705480,-0.477682,0.392481,0.010646,0.499887,2.055086,-0.016833,0.461734,-2.442748,-0.075894,0.001616,53.659210,-12.631602,33.165622,-34.717727,33.184516,-49.159431
997253799527438433!,thoughtful-antique-butterfly,0.530000,1.213609,-0.704503,-0.473797,0.369117,0.008790,0.499923,1.866515,0.211614,0.312290,-2.231158,-0.293867,0.005167,55.421172,-12.176811,33.801736,-36.160159,33.980830,-49.471970
997253799527438433!,thoughtful-antique-butterfly,0.540000,1.231231,-0.701261,-0.471521,0.347851,0.004775,0.499977,1.656064,0.435080,0.140692,-2.024432,-0.507447,0.004846,56.380282,-11.824098,34.123737,-36.987639,34.411813,-49.462335
997253799527438433!,thoughtful-antique-butterfly,0.550000,1.246666,-0.695824,-0.471051,0.328601,-0.001346,0.499998,1.429510,0.650437,-0.048778,-1.828302,-0.715230,-0.001926,56.602465,-11.583062,34.161757,-37.243466,34.508097,-49.187581
997253799527438433!,thoughtful-antique-butterfly,0.560000,1.259784,-0.688286,-0.472543,0.311236,-0.009507,0.499910,1.192357,0.855454,-0.251755,-1.647418,-0.915933,-0.017419,56.166302,-11.453006,33.947527,-36.983873,34.304403,-48.695978
997253799527438433!,thoughtful-antique-butterfly,0.570000,1.270503,-0.678751,-0.476112,0.295588,-0.019633,0.499614,0.949656,1.048661,-0.463936,-1.485366,-1.108363,-0.043555,55.155672,-11.426244,33.512499,-36.271522,33.836752,-48.027785
997253799527438433!,thoughtful-antique-butterfly,0.580000,1.278783,-0.667343,-0.481836,0.281458,-0.031640,0.498998,0.706065,1.229088,-0.681008,-1.344800,-1.291268,-0.081875,53.655773,-11.492191,32.887400,-35.171072,33.141037,-47.219567
997253799527438433!,thoughtful-antique-butterfly,0.590000,1.284634,-0.654192,-0.489743,0.268622,-0.045427,0.497932,0.465650,1.396326,-0.898898,-1.227416,-1.463459,-0.133513,51.749886,-11.635325,32.100267,-33.747657,32.251353,-46.298805
997253799527438433!,thoughtful-antique-butterfly,0.600000,1.288106,-0.639429,-0.499825,0.256843,-0.060883,0.496279,0.231890,1.550355,-1.113794,-1.134086,-1.623759,-0.199201,49.516639,-11.838252,31.176456,-32.063784,31.199302,-45.287120
997253799527438433!,thoughtful-antique-butterfly,0.610000,1.289278,-0.623184,-0.512035,0.245880,-0.077883,0.493897,0.007695,1.691439,-1.322165,-1.064968,-1.771008,-0.279271,47.028745,-12.082927,30.138567,-30.177970,30.013637,-44.201442
997253799527438433!,thoughtful-antique-butterfly,0.620000,1.288259,-0.605582,-0.526291,0.235494,-0.096291,0.490640,-0.204564,1.820049,-1.520796,-1.019611,-1.904066,-0.373684,44.352435,-12.351619,29.006642,-28.143991,28.720248,-43.055166
997253799527438433!,thoughtful-antique-butterfly,0.630000,1.285177,-0.586745,-0.542483,0.225449,-0.115960,0.486367,-0.403021,1.936791,-1.706793,-0.997056,-2.021841,-0.482048,41.547330,-12.627712,27.798482,-26.010504,27.342332,-41.859286
997253799527438433!,thoughtful-antique-butterfly,0.640000,1.280201,-0.566807,-0.560444,0.215514,-0.136715,0.480946,-0.586265,2.042346,-1.877584,-0.995867,-2.123319,-0.603581,38.669000,-12.896827,26.531489,-23.822517,25.902135,-40.625547
997253799527438433!,thoughtful-antique-butterfly,0.650000,1.273484,-0.545877,-0.580013,0.205485,-0.158391,0.474249,-0.753283,2.137476,-2.030953,-1.014341,-2.207562,-0.737285,35.764109,-13.145342,25.219419,-21.618353,24.417761,-39.361530
997253799527438433!,thoughtful-antique-butterfly,0.660000,1.265190,-0.524054,-0.601011,0.195177,-0.180812,0.466162,-0.903421,2.222957,-2.165018,-1.050526,-2.273746,-0.881928,32.873156,-13.362478,23.874839,-19.430926,22.905365,-38.075307
997253799527438433!,thoughtful-antique-butterfly,0.670000,1.255484,-0.501429,-0.623240,0.184425,-0.203799,0.456581,-1.036326,2.299560,-2.278218,-1.102291,-2.321180,-1.036078,30.031115,-13.540249,22.509408,-17.288222,21.379472,-36.775753
997253799527438433!,thoughtful-antique-butterfly,0.680000,1.244538,-0.478082,-0.646488,0.173085,-0.227162,0.445418,-1.151891,2.368038,-2.369299,-1.167381,-2.349319,-1.198145,27.267845,-13.673317,21.133982,-15.213643,19.853123,-35.472556
